t_s,gap_mm,hall_mV,adc16
10.161,108,2480,32205
10.195,109,2480,32204
10.223,110,2479,32199
10.256,109,2479,32196
10.284,114,2480,32205
10.317,115,2480,32207
10.346,116,2480,32205
10.379,117,2480,32206
10.411,118,2480,32204
10.440,120,2480,32204
10.469,123,2479,32201
10.501,124,2480,32209
10.530,127,2480,32205
10.563,127,2479,32192
10.595,126,2480,32206
10.624,131,2480,32208
10.657,131,2479,32199
10.686,133,2480,32204
10.718,136,2479,32202
10.747,134,2479,32201
10.780,137,2480,32207
10.809,142,2480,32203
10.841,142,2479,32202
10.870,142,2479,32200
10.903,145,2479,32202
10.933,146,2479,32199
10.965,148,2479,32199
10.994,149,2480,32206
11.026,152,2479,32202
11.055,155,2479,32202
11.087,157,2479,32197
11.116,161,2479,32201
11.149,162,2479,32195
11.178,166,2479,32193
11.211,168,2480,32206
11.240,167,2480,32207
11.272,170,2480,32205
11.300,173,2479,32201
11.333,176,2479,32202
11.362,173,2479,32202
11.395,175,2480,32204
11.424,179,2480,32203
11.456,183,2479,32200
11.485,183,2479,32202
11.518,184,2480,32207
11.550,186,2480,32206
11.579,188,2480,32204
11.611,190,2480,32204
11.640,193,2479,32200
11.673,196,2480,32203
11.702,199,2479,32202
13.090,195,2479,32202
13.120,193,2479,32200
13.151,188,2480,32207
13.181,181,2479,32198
13.213,181,2480,32203
13.242,176,2479,32195
13.274,174,2479,32201
13.304,170,2479,32200
13.336,169,2480,32207
13.365,168,2479,32201
13.397,169,2480,32203
13.426,171,2479,32202
13.459,171,2480,32205
13.488,171,2480,32206
13.521,170,2480,32205
13.549,170,2480,32203
13.583,169,2480,32207
13.611,167,2479,32201
13.644,166,2479,32201
13.672,162,2479,32196
13.705,163,2479,32198
13.737,160,2480,32203
13.766,157,2479,32200
13.799,160,2480,32204
13.828,159,2480,32206
13.860,158,2480,32203
13.889,161,2479,32197
13.922,160,2480,32204
13.951,162,2479,32196
13.983,160,2479,32198
14.012,161,2479,32199
14.045,161,2479,32202
14.073,164,2479,32199
14.106,164,2479,32201
14.135,162,2480,32205
14.168,164,2479,32200
14.196,167,2480,32205
14.229,164,2479,32197
14.258,168,2480,32204
14.290,169,2480,32204
14.323,168,2480,32204
14.352,165,2479,32198
14.385,164,2479,32200
14.413,160,2480,32208
14.446,159,2479,32199
14.475,159,2479,32200
14.508,154,2480,32204
14.537,153,2479,32200
14.569,153,2480,32204
14.598,151,2480,32203
14.630,150,2479,32200
14.659,150,2479,32200
14.692,149,2480,32204
14.720,148,2480,32207
14.753,148,2479,32199
14.782,146,2479,32198
14.815,147,2480,32203
14.843,148,2479,32202
14.877,148,2480,32203
14.905,148,2479,32200
14.938,149,2479,32194
14.970,150,2479,32198
14.999,150,2479,32202
15.031,152,2479,32198
15.061,153,2480,32206
15.093,150,2479,32194
15.122,153,2479,32201
15.155,151,2479,32202
15.184,148,2479,32199
15.216,144,2479,32193
15.245,143,2479,32196
15.277,142,2479,32201
15.306,141,2480,32203
15.339,139,2480,32205
15.368,140,2479,32202
15.400,141,2479,32200
15.429,139,2479,32199
15.462,139,2480,32203
15.491,140,2479,32201
15.523,138,2479,32202
15.552,139,2480,32206
15.585,138,2479,32202
15.614,137,2479,32195
15.646,136,2479,32202
15.675,133,2480,32205
15.708,131,2479,32201
15.736,131,2479,32201
15.770,129,2479,32202
15.798,127,2479,32202
15.831,126,2480,32203
15.860,124,2480,32208
15.892,125,2479,32201
15.921,125,2479,32198
15.954,125,2479,32200
15.982,122,2479,32202
16.015,122,2479,32196
16.044,121,2480,32210
16.077,123,2479,32199
16.105,120,2479,32202
16.138,122,2479,32199
16.167,121,2479,32202
16.199,120,2480,32204
16.229,118,2479,32201
16.261,120,2480,32205
16.289,121,2479,32197
16.322,122,2479,32200
16.354,124,2479,32199
16.384,123,2479,32202
16.416,126,2479,32198
16.445,127,2480,32206
16.477,131,2480,32204
16.507,129,2479,32201
16.539,128,2479,32201
16.568,125,2479,32201
16.600,128,2480,32204
16.629,126,2480,32207
16.661,126,2479,32202
16.692,124,2479,32191
16.724,123,2479,32202
16.752,122,2480,32204
16.785,121,2480,32207
16.814,119,2479,32199
16.846,114,2480,32203
16.875,114,2480,32207
16.907,111,2479,32200
16.936,113,2480,32204
16.969,109,2480,32204
16.998,108,2479,32198
17.030,110,2480,32204
17.059,107,2479,32200
17.092,107,2480,32204
17.121,106,2480,32207
17.153,105,2479,32201
17.183,102,2479,32202
17.215,102,2479,32200
17.243,99,2480,32205
17.276,98,2478,32189
17.305,93,2479,32200
17.338,92,2480,32211
17.367,92,2480,32210
17.399,95,2480,32204
17.428,96,2480,32203
17.461,97,2479,32201
17.489,97,2479,32202
17.522,97,2480,32203
17.551,96,2479,32196
17.583,99,2480,32203
17.613,98,2479,32202
17.645,99,2480,32205
17.674,101,2479,32202
17.707,97,2479,32200
17.735,98,2480,32203
17.768,93,2480,32203
17.797,97,2480,32206
17.829,95,2479,32200
17.858,96,2479,32199
17.891,99,2480,32205
17.920,99,2479,32201
17.952,98,2480,32206
17.981,96,2479,32200
18.013,95,2480,32204
18.042,93,2479,32202
18.074,95,2480,32205
18.104,93,2479,32196
18.136,92,2480,32207
18.165,92,2479,32202
18.198,91,2480,32206
18.227,92,2480,32204
18.259,89,2480,32206
18.288,89,2480,32203
18.320,91,2480,32204
18.350,89,2479,32197
18.378,91,2479,32199
18.411,89,2479,32201
18.440,88,2480,32203
18.473,86,2480,32209
18.502,85,2479,32193
18.534,84,2480,32204
18.563,81,2479,32202
18.596,82,2479,32201
18.624,81,2480,32204
18.657,78,2479,32199
18.686,76,2480,32205
18.719,77,2479,32201
18.747,78,2479,32199
18.780,76,2479,32200
18.808,81,2480,32206
18.841,79,2479,32201
18.870,78,2479,32201
18.902,76,2479,32200
18.931,72,2480,32204
18.964,72,2480,32207
18.993,67,2479,32200
19.025,65,2480,32208
19.055,63,2479,32193
19.086,66,2480,32203
19.116,63,2479,32201
19.148,62,2479,32202
19.177,64,2480,32205
19.209,66,2480,32203
19.238,64,2479,32198
19.267,66,2479,32196
19.299,65,2480,32206
19.328,65,2479,32194
19.361,69,2479,32197
19.390,66,2480,32205
19.423,67,2480,32206
19.451,67,2480,32203
19.484,68,2480,32205
19.513,67,2479,32198
19.545,66,2479,32200
19.574,66,2480,32205
19.607,67,2479,32202
19.635,65,2480,32203
19.668,65,2479,32198
19.697,66,2479,32201
19.730,65,2479,32200
19.759,63,2480,32208
19.791,61,2479,32195
19.820,60,2480,32203
19.852,57,2480,32203
19.881,57,2479,32194
19.910,59,2479,32201
19.943,59,2479,32201
19.971,59,2479,32200
20.004,59,2480,32204
20.033,59,2479,32201
20.066,60,2480,32204
20.094,59,2480,32203
20.127,57,2479,32202
20.156,59,2479,32202
20.189,59,2480,32206
20.218,56,2480,32203
20.250,59,2479,32193
20.279,59,2480,32205
20.311,58,2479,32202
20.340,60,2479,32202
20.373,60,2480,32203
20.402,58,2480,32205
20.434,58,2479,32200
20.463,59,2479,32199
20.495,59,2480,32204
20.525,59,2480,32203
20.557,60,2480,32204
20.586,63,2479,32202
20.615,60,2479,32200
20.648,59,2480,32206
20.676,59,2479,32200
20.709,59,2480,32207
20.738,60,2480,32207
20.770,60,2480,32205
20.798,57,2479,32200
20.831,58,2479,32201
20.860,58,2479,32201
20.893,57,2480,32203
20.922,59,2479,32201
20.954,60,2480,32203
20.983,57,2479,32195
21.015,55,2480,32205
21.044,58,2480,32204
21.077,57,2480,32205
21.106,58,2479,32201
21.138,59,2480,32204
21.168,58,2479,32202
21.200,59,2479,32202
21.229,59,2480,32203
21.261,57,2479,32197
21.290,59,2479,32202
21.323,58,2480,32210
21.352,57,2479,32198
21.384,56,2479,32198
21.413,57,2480,32208
21.445,55,2480,32205
21.474,59,2479,32199
21.503,55,2480,32207
21.536,55,2479,32202
21.564,58,2480,32204
21.597,58,2480,32204
21.627,57,2480,32203
21.659,57,2479,32199
21.688,57,2479,32201
21.721,57,2479,32197
21.749,56,2479,32195
21.782,57,2479,32202
21.810,57,2479,32201
21.843,56,2480,32203
21.873,55,2480,32204
21.905,56,2479,32197
21.934,55,2479,32201
21.966,56,2480,32206
21.995,56,2479,32199
22.028,59,2480,32204
22.057,56,2479,32200
22.089,55,2479,32202
22.119,56,2479,32196
22.150,57,2480,32204
22.180,57,2479,32202
22.213,54,2479,32199
22.241,53,2479,32196
22.273,56,2480,32203
22.302,57,2479,32201
22.334,56,2479,32198
22.363,56,2479,32198
22.396,54,2479,32201
22.425,57,2480,32205
22.457,56,2480,32206
22.487,56,2479,32200
22.515,57,2479,32193
22.548,57,2479,32196
22.577,54,2479,32199
22.610,58,2479,32201
22.638,55,2480,32206
22.671,56,2479,32202
22.700,56,2479,32199
22.732,56,2479,32198
22.761,55,2479,32202
22.794,57,2479,32200
22.823,57,2479,32202
22.855,57,2479,32196
22.884,56,2480,32204
22.916,58,2480,32204
22.945,56,2480,32203
22.978,57,2480,32205
23.007,55,2479,32201
23.039,57,2479,32195
23.068,58,2479,32200
23.101,59,2480,32206
23.130,58,2480,32205
23.162,58,2479,32198
23.192,59,2479,32199
23.223,57,2479,32202
23.252,59,2480,32203
23.285,60,2480,32203
23.314,59,2479,32201
23.346,58,2479,32200
23.375,60,2480,32210
23.408,57,2479,32195
23.437,64,2479,32200
23.469,70,2479,32202
23.498,80,2479,32200
23.531,89,2479,32201
23.560,104,2480,32206
23.588,115,2479,32201
23.621,127,2479,32196
23.653,138,2479,32197
23.682,151,2480,32208
23.714,164,2479,32200
23.744,177,2480,32205
23.776,191,2480,32204
24.022,198,2480,32203
27.075,191,2478,32182
27.103,177,2478,32189
27.135,167,2478,32185
27.164,155,2478,32179
27.197,149,2478,32178
27.229,143,2477,32175
27.258,138,2477,32175
27.290,134,2478,32179
27.320,124,2477,32174
27.352,116,2477,32176
27.381,111,2477,32171
27.413,106,2477,32172
27.443,101,2477,32165
27.471,99,2477,32165
27.505,102,2477,32168
27.536,98,2477,32165
27.565,99,2477,32164
27.594,97,2476,32161
27.627,94,2477,32167
27.655,89,2477,32173
27.688,88,2477,32173
27.717,87,2477,32166
27.750,84,2478,32183
27.778,87,2478,32177
27.811,85,2479,32190
27.840,82,2480,32214
27.872,74,2481,32228
27.901,74,2482,32236
27.934,71,2482,32230
27.963,72,2481,32217
27.995,71,2479,32199
28.024,76,2478,32185
28.056,73,2478,32185
28.085,72,2478,32177
28.118,69,2477,32174
28.147,70,2477,32167
28.179,68,2477,32166
28.208,74,2476,32159
28.241,69,2474,32137
28.269,66,2470,32079
28.302,63,2468,32050
28.331,62,2466,32021
28.364,61,2463,31984
28.392,63,2462,31974
28.425,64,2462,31974
28.454,66,2462,31971
28.486,70,2462,31971
28.515,66,2462,31973
28.544,62,2462,31979
28.577,61,2465,32012
28.606,59,2469,32067
28.638,63,2475,32146
28.667,66,2477,32164
28.700,68,2478,32184
28.729,69,2483,32243
28.761,69,2484,32267
28.790,73,2485,32269
28.823,73,2486,32284
28.851,77,2486,32289
28.884,76,2486,32291
28.913,77,2486,32292
28.945,74,2486,32290
28.974,75,2487,32296
29.007,73,2487,32297
29.036,75,2487,32296
29.069,74,2487,32300
29.097,73,2487,32295
29.130,73,2487,32297
29.159,72,2487,32296
29.191,71,2487,32303
29.221,69,2486,32293
29.252,69,2486,32291
29.281,68,2486,32291
29.314,66,2486,32292
29.343,62,2486,32291
29.375,65,2486,32289
29.405,60,2486,32292
29.437,64,2486,32293
29.466,66,2486,32292
29.498,66,2486,32292
29.527,68,2486,32292
29.560,67,2486,32290
29.589,65,2486,32287
29.618,70,2486,32288
29.650,66,2486,32288
29.679,65,2486,32287
29.712,67,2486,32286
29.740,64,2486,32292
29.773,69,2486,32289
29.802,66,2486,32287
29.835,65,2486,32291
29.863,67,2486,32291
29.896,68,2486,32292
29.925,71,2486,32291
29.958,68,2486,32289
29.986,67,2486,32288
30.019,69,2486,32289
30.048,68,2486,32288
30.080,68,2486,32290
30.109,67,2486,32289
30.141,64,2486,32288
30.171,63,2486,32285
30.203,62,2486,32292
30.233,62,2486,32292
30.264,66,2486,32290
30.293,68,2486,32289
30.325,67,2485,32272
30.354,67,2483,32244
30.387,72,2482,32232
30.416,70,2481,32226
30.448,67,2483,32242
30.477,68,2484,32258
30.510,68,2484,32258
30.539,69,2485,32272
30.572,66,2486,32286
30.600,62,2486,32287
30.629,60,2486,32288
30.662,58,2486,32287
30.691,60,2486,32284
30.724,55,2486,32282
30.752,56,2486,32283
30.785,56,2486,32283
30.813,56,2486,32281
30.846,59,2485,32277
30.875,59,2485,32277
30.908,55,2485,32280
30.937,55,2486,32282
30.969,55,2486,32282
30.998,58,2485,32272
31.031,58,2482,32238
31.059,63,2481,32228
31.092,65,2481,32226
31.121,63,2480,32214
31.154,67,2479,32196
31.182,65,2478,32184
31.215,64,2479,32196
31.244,64,2481,32223
31.276,60,2482,32238
31.305,58,2482,32232
31.337,54,2482,32231
31.366,51,2482,32238
31.399,43,2481,32221
31.428,43,2477,32171
31.460,49,2472,32106
31.489,56,2465,32021
31.522,56,2462,31972
31.551,57,2459,31932
31.583,66,2455,31890
31.613,64,2454,31872
31.644,66,2453,31863
31.674,63,2452,31851
31.705,64,2449,31806
31.735,62,2447,31779
31.764,63,2444,31745
31.796,65,2440,31693
31.826,64,2435,31621
31.858,62,2430,31555
31.887,58,2428,31533
31.920,55,2427,31516
31.948,56,2422,31454
31.981,55,2412,31325
32.010,58,2408,31276
32.042,53,2408,31280
32.071,54,2412,31328
32.104,54,2419,31415
32.132,52,2423,31473
32.165,55,2418,31406
32.194,53,2400,31175
32.226,54,2387,30998
32.255,53,2380,30906
32.288,53,2381,30922
32.316,52,2386,30994
32.349,53,2387,30997
32.378,54,2390,31035
32.410,54,2395,31110
32.439,54,2400,31171
32.472,51,2405,31230
32.501,53,2416,31379
32.533,51,2422,31451
32.562,51,2416,31377
32.594,53,2403,31210
32.624,51,2397,31134
32.656,54,2396,31112
32.685,52,2403,31209
32.717,54,2430,31558
32.746,55,2457,31907
32.779,52,2476,32153
32.808,52,2484,32261
32.840,53,2485,32269
32.870,51,2475,32139
32.898,54,2461,31956
32.931,54,2447,31779
32.960,54,2442,31720
32.993,52,2444,31738
33.022,53,2448,31795
33.054,51,2459,31934
33.083,55,2482,32232
33.115,52,2497,32430
33.144,52,2492,32368
33.177,52,2490,32340
33.206,51,2491,32350
33.238,54,2487,32305
33.267,51,2486,32292
33.299,50,2486,32290
33.328,53,2486,32290
33.361,48,2487,32298
33.390,52,2490,32338
33.423,50,2492,32366
33.451,53,2496,32416
33.484,54,2501,32477
33.513,52,2501,32488
33.545,52,2501,32482
33.574,51,2501,32475
33.607,50,2505,32540
33.636,52,2510,32595
33.668,49,2516,32679
33.697,52,2517,32695
33.729,53,2515,32662
33.759,52,2512,32619
33.791,51,2506,32546
33.820,51,2497,32426
33.852,52,2505,32539
33.881,52,2514,32647
33.914,50,2516,32672
33.943,48,2519,32712
33.971,51,2523,32766
34.004,50,2521,32746
34.033,53,2520,32725
34.066,50,2518,32707
34.094,50,2511,32612
34.127,51,2503,32507
34.156,51,2491,32350
34.189,48,2487,32295
34.217,54,2486,32291
34.250,50,2486,32289
34.278,52,2486,32285
34.312,51,2480,32215
34.340,51,2475,32146
34.373,52,2468,32053
34.402,48,2468,32048
34.435,52,2468,32052
34.463,51,2472,32102
34.495,49,2472,32105
34.524,52,2474,32137
34.557,51,2477,32170
34.586,49,2482,32237
34.618,50,2486,32287
34.647,50,2487,32295
34.680,51,2497,32432
34.709,52,2505,32528
34.741,53,2487,32300
34.770,55,2465,32013
34.802,55,2454,31872
34.831,54,2455,31886
34.864,52,2461,31956
34.892,57,2462,31976
34.925,63,2466,32033
34.954,76,2469,32066
34.986,83,2473,32115
35.015,86,2475,32150
35.048,94,2477,32164
35.077,115,2477,32165
35.110,146,2477,32170
35.139,188,2477,32173
