t_s,gap_mm,hall_mV,adc16
36.149,381,2368,30750
36.181,385,2368,30749
36.210,388,2367,30743
36.243,378,2368,30748
36.272,380,2368,30749
36.304,382,2368,30751
36.333,380,2368,30758
36.366,381,2372,30804
36.394,375,2373,30815
36.427,381,2375,30851
36.459,374,2379,30895
36.489,374,2382,30937
36.521,384,2383,30944
36.550,379,2385,30971
36.583,375,2389,31030
36.611,380,2396,31118
36.644,381,2400,31165
36.673,378,2402,31193
36.706,380,2402,31201
36.734,379,2402,31199
36.767,373,2404,31216
36.796,371,2405,31233
36.829,377,2408,31271
36.861,372,2411,31312
36.890,383,2412,31330
36.922,380,2415,31362
36.951,373,2420,31430
36.984,381,2422,31453
37.013,372,2422,31452
37.045,379,2423,31465
37.074,372,2424,31475
37.107,378,2423,31469
37.136,379,2423,31471
37.170,381,2424,31477
37.197,371,2426,31504
37.230,373,2426,31512
37.262,383,2427,31516
37.292,374,2427,31517
37.324,372,2426,31511
37.354,373,2427,31517
37.386,378,2427,31516
37.415,370,2427,31518
37.447,373,2426,31513
37.476,385,2427,31516
37.509,379,2427,31520
37.538,371,2428,31529
37.571,369,2430,31564
37.599,373,2434,31609
37.632,372,2436,31637
37.661,378,2436,31641
37.693,367,2437,31646
37.726,376,2437,31648
37.755,373,2437,31652
37.787,373,2437,31650
37.816,372,2438,31660
37.849,373,2438,31661
37.877,369,2439,31683
37.910,373,2440,31696
37.939,372,2442,31717
37.972,371,2442,31719
38.000,371,2444,31741
38.033,369,2445,31761
38.062,382,2445,31760
38.095,370,2446,31763
38.127,370,2445,31758
38.156,372,2445,31749
38.189,377,2442,31720
38.217,365,2442,31710
38.250,365,2441,31700
38.279,366,2440,31694
38.311,374,2440,31685
38.340,373,2442,31709
38.373,370,2442,31711
38.402,368,2442,31716
38.434,368,2443,31729
38.463,376,2443,31734
38.496,370,2443,31732
38.528,365,2442,31718
38.558,374,2442,31714
38.590,375,2442,31714
38.619,370,2443,31724
38.652,366,2444,31742
38.680,366,2446,31761
38.713,372,2446,31765
38.742,374,2446,31766
38.774,370,2446,31761
38.803,370,2445,31760
38.836,363,2445,31760
38.865,375,2446,31763
38.897,370,2446,31771
38.926,367,2446,31770
38.959,368,2446,31773
38.992,373,2446,31773
39.021,367,2447,31775
39.053,378,2446,31771
39.081,367,2446,31773
39.114,361,2446,31772
39.143,367,2446,31774
39.175,372,2446,31771
39.204,368,2446,31772
39.237,375,2446,31770
39.266,367,2446,31767
39.298,370,2446,31768
39.327,368,2445,31758
39.360,367,2445,31760
39.392,366,2446,31762
39.422,370,2445,31758
39.454,367,2446,31761
39.483,371,2446,31764
39.516,367,2446,31762
39.544,376,2445,31759
39.577,368,2445,31756
39.606,366,2445,31752
39.639,367,2445,31761
39.667,373,2445,31757
39.701,366,2445,31756
39.729,363,2446,31767
39.762,368,2446,31769
39.794,370,2446,31770
39.823,367,2445,31755
39.856,369,2445,31753
39.885,365,2445,31757
39.917,365,2445,31759
39.946,369,2446,31763
39.979,368,2445,31760
40.008,373,2446,31762
40.040,365,2444,31747
40.069,374,2443,31730
40.101,370,2442,31718
40.130,369,2442,31716
40.163,368,2441,31709
40.192,366,2442,31712
40.224,370,2442,31710
40.257,375,2441,31709
40.286,364,2441,31708
40.318,365,2440,31693
40.347,372,2440,31689
40.380,372,2439,31672
40.409,368,2438,31658
40.442,366,2437,31653
40.471,367,2437,31653
40.503,372,2437,31645
40.532,366,2436,31636
40.564,370,2434,31617
40.593,371,2434,31607
40.626,372,2432,31588
40.658,362,2428,31539
40.687,368,2427,31522
40.720,375,2427,31516
40.749,371,2427,31517
40.781,375,2426,31506
40.810,376,2423,31464
40.843,375,2421,31438
40.871,376,2415,31363
40.904,373,2412,31330
40.933,375,2410,31297
40.966,385,2407,31261
40.994,383,2407,31260
41.027,367,2407,31257
41.060,374,2407,31257
41.089,376,2407,31264
41.121,381,2407,31262
41.150,366,2408,31269
41.183,383,2410,31298
41.211,378,2411,31309
41.244,384,2412,31320
41.273,377,2412,31324
41.306,372,2413,31342
41.335,377,2416,31384
41.367,377,2419,31416
41.395,377,2420,31432
41.428,372,2420,31424
41.457,379,2416,31373
41.490,366,2413,31335
41.522,372,2412,31326
41.551,368,2412,31326
41.584,383,2413,31335
41.613,368,2415,31360
41.645,377,2419,31412
41.675,373,2420,31432
41.707,371,2422,31452
41.736,371,2421,31445
41.769,373,2421,31447
41.797,377,2423,31467
41.830,367,2426,31512
41.859,370,2427,31519
41.891,383,2428,31528
41.923,370,2428,31539
41.953,369,2429,31548
41.985,382,2428,31532
42.014,375,2428,31537
42.047,375,2429,31544
42.076,374,2430,31561
42.108,370,2431,31571
42.137,371,2432,31584
42.170,375,2433,31600
42.199,376,2434,31607
42.231,366,2434,31606
42.260,369,2431,31574
42.293,375,2428,31536
42.321,374,2427,31521
42.354,367,2426,31511
42.387,376,2427,31518
42.415,375,2426,31513
42.448,378,2426,31512
42.477,369,2426,31502
42.510,367,2424,31477
42.539,374,2422,31454
42.571,381,2422,31460
42.600,374,2422,31457
42.633,368,2421,31442
42.662,383,2417,31396
42.694,381,2414,31355
42.723,377,2413,31343
42.756,379,2413,31337
42.788,375,2412,31331
42.817,378,2412,31323
42.850,381,2411,31317
42.879,376,2409,31283
42.911,376,2406,31246
42.941,376,2404,31228
42.973,371,2403,31208
43.002,376,2402,31199
43.034,380,2402,31197
43.063,378,2402,31194
43.096,375,2399,31161
43.125,380,2396,31124
43.158,376,2392,31072
43.189,370,2389,31026
43.218,374,2388,31013
43.251,381,2388,31010
43.280,376,2387,31008
43.312,379,2388,31012
43.342,377,2387,31006
43.374,384,2384,30967
43.403,375,2383,30944
43.435,377,2382,30940
43.464,380,2378,30889
43.497,374,2373,30817
43.526,380,2369,30762
43.559,376,2368,30749
43.587,384,2368,30748
43.620,375,2364,30701
43.652,382,2360,30657
43.681,385,2358,30622
43.713,381,2356,30593
43.742,378,2353,30561
43.775,388,2354,30577
43.804,390,2354,30576
43.837,382,2354,30574
43.866,371,2356,30593
43.899,378,2354,30577
43.927,383,2351,30535
43.960,384,2348,30499
43.989,382,2348,30493
44.022,377,2342,30423
44.053,379,2334,30307
44.083,377,2330,30255
44.115,373,2328,30237
44.144,390,2325,30197
44.177,377,2324,30177
44.206,394,2321,30142
44.238,372,2318,30108
44.267,381,2318,30102
44.300,385,2316,30082
44.329,378,2311,30015
44.361,383,2304,29925
44.390,377,2298,29841
44.423,393,2289,29729
44.451,386,2283,29656
44.484,385,2276,29557
44.516,390,2269,29467
44.546,382,2268,29460
44.578,382,2268,29461
44.607,388,2268,29451
44.639,384,2267,29447
44.668,383,2268,29455
44.701,387,2267,29442
44.730,380,2269,29466
44.763,382,2269,29462
44.792,380,2269,29467
44.824,386,2274,29531
44.853,385,2284,29658
44.886,391,2284,29662
44.918,382,2284,29670
44.947,375,2284,29660
44.979,387,2281,29624
45.009,384,2275,29543
45.042,386,2270,29480
45.071,386,2269,29468
45.103,378,2266,29429
45.132,377,2259,29334
45.164,385,2255,29286
45.193,386,2255,29284
45.225,387,2257,29317
45.254,390,2263,29393
45.287,376,2264,29398
45.319,388,2264,29406
45.348,386,2267,29440
45.380,379,2263,29395
45.410,381,2264,29399
45.442,391,2259,29339
45.471,385,2254,29279
45.504,384,2253,29256
45.533,387,2255,29287
45.565,392,2263,29392
45.594,385,2268,29455
45.627,386,2269,29471
45.656,382,2269,29466
45.689,386,2269,29468
45.717,388,2264,29406
45.750,383,2255,29283
45.782,390,2249,29206
45.811,386,2245,29156
45.844,380,2244,29148
45.872,383,2244,29147
45.905,389,2244,29147
45.934,384,2244,29147
45.966,378,2244,29138
45.995,384,2244,29140
46.028,381,2244,29148
46.057,381,2244,29148
46.090,389,2244,29147
46.119,383,2244,29145
46.151,392,2244,29145
46.184,390,2239,29085
46.213,384,2230,28960
46.245,388,2225,28898
46.274,393,2225,28893
46.307,387,2225,28901
46.335,387,2224,28886
46.369,379,2219,28814
46.397,382,2213,28747
46.430,379,2210,28708
46.459,393,2212,28732
46.492,385,2211,28710
46.520,380,2211,28717
46.553,388,2209,28695
46.585,389,2203,28606
46.614,380,2200,28567
46.646,377,2201,28588
46.675,383,2200,28572
46.708,391,2198,28545
46.737,391,2197,28533
46.769,385,2199,28553
46.798,388,2199,28554
46.831,380,2204,28619
46.859,385,2209,28694
46.892,384,2210,28698
46.921,381,2209,28684
46.954,387,2203,28611
46.986,381,2204,28620
47.015,389,2200,28567
47.048,387,2200,28570
47.077,388,2196,28521
47.109,379,2198,28549
47.138,389,2200,28575
47.171,385,2198,28542
47.199,388,2197,28531
47.232,393,2205,28634
47.261,396,2201,28581
47.294,389,2194,28497
47.322,391,2189,28433
47.355,391,2189,28426
47.388,386,2190,28439
47.417,386,2185,28374
47.449,388,2170,28187
47.478,392,2170,28186
47.510,394,2170,28187
47.539,383,2171,28192
47.572,387,2171,28195
47.601,388,2170,28189
47.634,385,2175,28251
47.662,383,2180,28315
47.695,390,2175,28253
47.724,391,2171,28199
47.757,388,2173,28221
47.789,397,1185,15394
47.818,386,1072,13928
47.850,391,885,11493
47.879,387,721,9367
47.912,389,2172,28212
47.941,384,2190,28444
47.973,392,2190,28445
48.002,392,2187,28400
48.035,389,2170,28187
48.064,391,2170,28177
48.096,392,2170,28180
48.125,391,2170,28183
48.158,394,2169,28175
48.190,392,2170,28188
48.219,381,2170,28189
48.251,391,2164,28109
48.280,379,2151,27937
48.313,391,2154,27974
48.342,393,2157,28014
48.375,390,2150,27927
48.404,392,2148,27901
48.436,389,2146,27873
48.465,389,2137,27759
48.498,386,1128,14644
48.527,395,927,12040
48.559,391,801,10405
48.588,389,626,8134
48.621,393,465,6045
48.653,393,373,4850
48.682,393,2143,27830
48.715,384,2146,27868
48.744,383,2169,28176
48.776,388,2170,28185
48.805,391,2166,28134
48.838,384,2164,28111
48.866,398,2168,28163
48.899,391,2171,28191
48.928,390,2168,28162
48.961,393,2160,28047
48.993,390,2159,28045
49.022,386,2160,28052
49.055,380,2160,28059
49.084,387,2169,28170
49.116,384,2170,28187
49.145,390,2185,28373
49.178,381,2185,28377
49.206,390,2185,28377
49.239,395,2188,28419
49.268,384,2190,28440
49.301,390,2190,28441
49.330,383,2198,28548
49.363,385,2195,28502
49.391,385,1381,17936
49.424,396,1135,14744
49.456,396,2191,28461
49.485,385,2190,28448
49.518,393,2190,28443
49.547,396,2190,28445
49.579,398,1372,17822
49.608,395,1143,14848
49.642,398,1003,13022
49.670,396,2184,28365
49.703,388,1217,15807
49.731,390,1091,14165
49.764,387,885,11498
49.792,391,821,10667
49.826,394,590,7667
49.858,388,536,6955
49.887,390,284,3695
49.919,386,219,2849
49.949,374,32,414
49.980,380,12,158
50.009,384,1,16
50.042,385,1,11
50.070,394,1,7
50.103,395,0,0
50.132,391,7,86
50.165,402,0,0
50.193,386,23,303
50.226,390,0,1
50.255,391,23,298
50.288,382,0,2
50.320,390,7,88
50.349,391,2,27
50.382,390,0,1
50.410,396,1,9
50.443,390,0,0
50.472,388,5,64
50.505,386,0,0
50.533,387,32,419
50.566,381,0,1
50.595,392,25,322
50.627,394,0,3
50.656,389,8,99
50.689,387,2,27
50.718,393,2,25
50.750,394,2,20
50.783,393,0,0
50.812,399,5,62
50.844,388,0,0
50.873,400,24,317
50.906,397,0,0
50.935,390,29,382
50.967,389,0,2
50.996,395,12,161
51.029,384,1,12
51.058,387,3,40
51.090,391,2,22
51.119,390,0,1
51.152,387,1,8
51.184,397,0,0
51.213,386,29,374
51.246,382,0,1
51.275,380,36,471
51.307,391,0,2
51.336,395,17,218
51.369,386,0,3
51.398,395,7,88
51.430,391,2,26
51.459,384,0,3
51.492,394,1,7
51.520,392,0,0
51.553,398,19,250
51.586,381,0,1
51.615,384,31,398
51.647,397,2146,27875
51.676,377,2161,28060
51.709,388,2165,28119
51.738,393,2160,28058
51.770,384,2160,28056
51.799,379,2162,28075
51.832,390,2160,28053
51.864,396,2151,27939
51.893,388,2149,27905
51.926,394,2151,27935
51.955,385,2152,27943
51.987,376,2147,27889
52.016,389,2145,27860
52.049,390,2145,27865
52.077,392,2145,27856
52.110,386,2139,27776
52.139,384,2144,27852
52.172,384,2146,27876
52.200,394,2149,27907
52.233,384,2150,27919
52.266,385,2149,27905
52.295,391,2146,27867
52.327,393,2147,27880
52.356,392,2146,27866
52.388,394,2139,27782
52.418,384,2136,27743
52.450,380,2136,27740
52.479,390,2135,27727
52.512,389,2131,27675
52.540,376,2131,27677
52.573,381,2136,27745
52.602,391,2136,27739
52.634,392,2131,27676
52.667,393,2130,27660
52.696,387,2131,27676
52.729,386,2136,27741
52.757,386,2144,27850
52.790,376,2141,27805
52.819,378,2136,27737
52.852,390,2136,27735
52.881,389,2142,27814
52.913,392,2145,27856
52.942,377,2146,27865
52.976,377,2146,27865
53.004,379,2147,27882
53.036,391,2155,27983
53.069,380,2151,27941
53.098,390,2145,27862
53.130,405,2145,27864
53.159,396,2152,27950
53.192,396,2152,27943
53.221,382,2149,27908
53.253,395,2159,28037
53.282,384,2165,28118
53.315,387,2153,27965
53.344,379,2145,27864
53.376,383,2144,27850
53.405,389,2151,27942
53.438,388,2160,28057
53.470,397,2150,27918
53.499,395,2144,27845
53.532,388,2146,27870
53.561,387,2159,28043
53.593,388,2163,28091
53.622,384,2152,27955
53.655,386,2147,27889
53.684,391,2163,28092
53.717,390,2176,28255
53.745,380,2180,28310
53.778,386,2176,28259
53.807,383,2182,28339
53.839,381,2190,28441
53.872,391,2199,28559
53.901,383,2214,28752
53.933,379,2233,28999
53.962,392,2244,29150
53.995,387,2256,29293
54.023,386,2264,29402
54.057,389,2269,29463
54.086,390,2275,29543
54.118,383,2284,29658
54.146,382,2290,29739
54.179,384,2295,29803
54.208,375,2303,29916
54.240,388,2303,29916
54.273,378,2303,29915
54.302,381,2304,29919
54.334,375,2303,29907
54.363,383,2301,29888
54.396,390,2298,29844
54.425,386,2295,29807
54.457,379,2293,29779
54.487,383,2289,29730
54.519,387,2284,29662
54.548,386,2279,29600
54.581,385,2269,29474
54.610,377,2262,29379
54.642,379,2254,29272
54.671,385,2244,29148
54.704,379,2244,29142
54.736,378,2244,29143
54.765,380,2244,29140
54.797,383,2239,29080
54.826,387,2234,29009
54.859,378,2230,28960
54.887,380,2224,28887
54.920,379,2212,28734
54.949,393,2209,28694
54.981,387,2197,28527
55.010,386,2185,28376
55.043,390,2177,28269
55.072,377,2176,28257
55.105,384,2175,28249
55.137,387,2174,28233
55.166,390,2171,28191
55.199,383,2165,28113
55.228,385,2149,27912
55.260,384,2142,27823
55.289,389,1261,16380
55.322,395,2121,27551
55.351,388,2111,27417
55.383,384,1215,15775
55.412,390,2028,26333
55.445,398,1100,14288
55.474,389,944,12258
55.506,390,712,9248
55.535,388,612,7950
55.567,388,385,5000
55.600,386,357,4630
55.629,389,152,1969
55.661,385,136,1761
55.691,386,0,5
55.724,392,5,62
55.752,384,3,33
55.784,395,1,7
55.813,397,1,15
55.846,381,0,0
55.875,381,32,409
55.907,383,0,0
55.936,388,23,296
55.969,392,0,1
56.002,379,17,222
56.031,389,0,1
56.063,392,12,153
56.092,391,2,28
56.125,392,2,25
56.154,386,2,22
56.186,387,0,0
56.215,383,1,18
56.247,384,0,1
56.276,394,2081,27027
56.309,384,2087,27106
56.341,386,2112,27434
56.370,389,2107,27359
56.403,387,2096,27225
56.432,388,2087,27099
56.464,379,2086,27096
56.493,394,2086,27097
56.526,386,2082,27037
56.556,382,2082,27042
56.588,390,2079,27001
56.617,383,2086,27093
56.649,386,2088,27118
56.678,387,2100,27272
56.711,390,2110,27398
56.743,393,2104,27323
56.772,380,2101,27282
56.804,388,2111,27414
56.833,387,2113,27444
56.866,381,2114,27451
56.895,391,2119,27520
56.927,387,2121,27542
56.957,389,2114,27456
56.989,391,1944,25247
57.018,398,1571,20397
57.050,394,1064,13819
57.079,389,989,12849
57.111,384,750,9745
57.140,381,2114,27460
57.173,385,2131,27679
57.205,389,2131,27677
57.234,388,2123,27574
57.267,387,2118,27514
57.296,385,2126,27616
57.329,382,2131,27676
57.358,391,2127,27621
57.391,389,2120,27535
57.419,386,2120,27538
57.452,382,2121,27548
57.480,393,2124,27590
57.513,384,2130,27662
57.542,394,2132,27685
57.575,390,2131,27676
57.607,385,2130,27664
57.636,386,2130,27670
57.668,395,2130,27667
57.697,387,2130,27668
57.730,385,2129,27652
57.759,379,2123,27572
57.791,381,2122,27559
57.821,394,2131,27673
57.854,378,2131,27675
57.882,393,2131,27680
57.915,394,2131,27675
57.944,391,2131,27670
57.977,385,2129,27653
58.008,384,2131,27679
58.038,392,2135,27728
58.070,385,2131,27675
58.099,393,2126,27610
58.132,391,2124,27588
58.161,389,2125,27604
58.193,382,2126,27607
58.222,399,2130,27670
58.254,381,2130,27662
58.283,389,2127,27620
58.316,387,2131,27673
58.345,384,2131,27679
58.378,389,2131,27674
58.406,382,2125,27593
58.439,392,2125,27592
58.471,396,2121,27552
58.500,395,2117,27489
58.533,389,2111,27415
58.562,387,2107,27364
58.594,389,2104,27332
58.624,384,2104,27330
58.656,391,2105,27334
58.685,394,2097,27233
58.717,378,2098,27244
58.746,390,2101,27283
58.778,383,2105,27344
58.811,394,2105,27339
58.840,390,2095,27205
58.872,395,2086,27088
58.902,387,116,1502
58.934,389,1,14
58.963,386,15,192
58.996,389,2,30
59.025,384,1,18
59.058,394,2067,26844
59.086,396,2084,27071
59.119,386,2073,26926
59.148,381,1981,25732
59.181,388,1322,17170
59.209,380,1051,13652
59.241,390,962,12489
59.274,393,706,9173
59.303,392,627,8137
59.335,390,435,5644
59.364,384,325,4215
59.397,391,192,2492
59.425,386,62,800
59.458,384,9,123
59.487,394,0,0
59.520,379,37,482
59.549,383,2080,27014
59.582,379,2089,27126
59.614,391,2086,27096
59.643,395,2067,26839
59.675,390,2075,26944
59.705,391,2086,27094
59.737,381,2087,27099
59.766,388,2086,27094
59.799,392,2086,27098
59.827,385,2093,27176
59.860,388,2087,27106
59.889,389,2087,27099
59.921,394,2090,27147
59.950,387,2087,27111
59.983,388,2078,26992
60.012,380,1598,20754
60.045,394,2064,26804
60.077,387,2074,26935
60.106,395,2084,27070
60.139,390,2086,27097
60.168,385,2086,27098
60.200,396,2086,27097
60.229,393,2086,27097
60.261,395,2092,27170
60.290,387,2102,27305
60.323,385,2108,27382
60.352,397,2098,27242
60.385,388,2086,27098
60.413,385,2086,27086
60.446,384,2087,27102
60.478,394,2087,27102
60.508,385,2086,27098
60.540,393,2087,27103
60.569,393,2089,27130
60.601,390,2087,27110
60.630,386,2096,27215
60.663,391,2110,27403
60.692,386,2116,27479
60.724,387,2121,27543
60.753,377,2121,27548
60.786,393,2113,27438
60.815,380,2121,27544
60.847,388,2133,27706
60.880,387,2138,27765
60.909,393,2139,27782
60.942,390,2146,27869
60.970,379,2162,28080
61.003,392,2170,28188
61.032,390,2172,28205
61.064,390,2166,28136
61.093,387,2149,27908
61.126,391,2136,27742
61.154,384,2131,27673
61.188,383,2133,27708
61.216,392,2138,27765
61.249,386,2146,27867
61.281,380,2146,27877
61.310,385,2160,28058
61.342,387,2170,28188
61.372,390,2184,28368
61.404,376,2193,28483
61.433,381,2200,28572
61.466,391,2197,28534
61.495,391,2191,28452
61.527,370,2190,28439
61.555,376,2191,28449
61.588,381,2196,28521
61.617,384,2195,28513
61.650,383,2193,28480
61.682,384,2197,28536
61.711,376,2206,28646
61.744,388,2210,28708
61.773,382,2211,28721
61.806,392,2213,28739
61.835,388,2220,28830
61.867,385,2226,28904
61.896,385,2230,28965
61.929,391,2237,29047
61.957,379,2241,29111
61.990,390,2244,29146
62.019,397,2252,29249
62.051,379,2255,29293
62.084,386,2254,29279
62.113,379,2253,29258
62.145,389,2246,29167
62.175,391,2245,29152
62.207,387,2244,29149
62.236,378,2247,29186
62.268,386,2247,29182
62.298,385,2245,29153
62.330,387,2244,29148
62.359,376,2239,29084
62.391,372,2227,28918
62.420,382,2216,28776
62.453,382,2209,28696
62.482,381,2203,28608
62.515,389,2195,28509
62.547,390,2195,28507
62.576,388,2192,28464
62.608,382,2190,28440
62.638,392,2190,28438
62.670,379,2190,28447
62.699,390,2191,28462
62.731,384,2190,28443
62.761,391,2186,28393
62.793,380,2184,28367
62.821,380,2178,28284
62.854,384,2178,28290
62.882,389,2178,28292
62.915,388,2173,28217
62.948,387,2171,28192
62.977,393,2169,28165
63.009,389,2161,28070
63.038,392,2164,28108
63.071,392,2166,28126
63.100,391,2165,28120
63.132,388,2163,28096
63.162,380,2161,28062
63.194,387,2164,28100
63.223,387,2160,28058
63.255,389,2147,27882
63.284,386,2145,27863
63.317,394,2146,27870
63.350,385,2146,27869
63.378,383,2146,27867
63.411,386,2146,27871
63.440,383,2147,27889
63.472,392,2158,28022
63.501,384,2159,28036
63.534,390,2150,27927
63.563,388,2147,27888
63.596,379,2150,27920
63.624,395,2150,27922
63.657,391,2149,27914
63.686,383,2150,27919
63.719,384,2146,27877
63.751,387,2136,27740
63.780,393,2131,27678
63.812,389,2131,27673
63.841,388,2131,27674
63.874,387,2131,27676
63.902,386,2136,27737
63.935,387,2140,27788
63.964,383,2138,27762
63.997,389,2136,27744
64.026,390,2138,27761
64.059,384,2142,27817
64.088,379,2145,27855
64.120,385,2145,27853
64.152,380,2148,27895
64.181,391,2151,27939
64.214,385,2152,27947
64.243,387,2152,27947
64.275,393,2154,27974
64.304,392,2154,27971
64.337,391,2151,27941
64.366,384,2153,27956
64.399,380,2149,27904
64.427,397,2146,27870
64.460,387,2149,27910
64.488,390,2150,27923
64.521,385,2146,27865
64.554,393,2144,27843
64.583,393,2146,27865
64.615,388,2146,27865
64.645,393,2144,27843
64.677,385,2138,27771
64.706,390,2140,27795
64.738,387,2136,27736
64.767,389,2136,27739
64.800,387,2146,27870
64.828,395,2153,27959
64.861,393,2154,27977
64.890,394,2159,28044
64.923,385,2159,28039
64.955,384,2150,27918
64.984,391,2141,27807
65.017,395,2140,27798
65.045,392,2146,27865
65.078,380,2152,27944
65.107,387,2161,28061
65.140,392,2165,28114
65.169,395,2170,28184
65.201,380,2171,28191
65.230,397,2174,28238
65.262,396,2176,28256
65.291,386,2185,28378
65.324,385,2190,28439
65.356,389,2190,28444
65.386,392,2188,28419
65.418,396,2176,28263
65.447,386,2184,28359
65.479,391,2194,28493
65.509,391,2210,28698
65.541,389,2210,28700
65.570,385,2205,28637
65.602,382,2196,28516
65.631,392,2190,28438
65.664,396,2178,28289
65.693,390,2175,28252
65.726,381,2175,28254
65.758,382,2184,28362
65.787,385,2190,28440
65.819,380,2194,28497
65.849,391,2200,28578
65.881,385,2210,28698
65.910,392,2208,28674
65.943,385,2202,28597
65.971,375,2205,28631
66.004,387,2210,28698
66.032,388,2210,28705
66.065,387,2210,28704
66.094,396,2211,28711
66.126,390,2212,28725
66.159,385,2222,28863
66.188,380,2234,29019
66.220,386,2245,29152
66.249,380,2262,29378
66.282,391,2263,29390
66.311,390,2254,29277
66.343,384,2253,29257
66.372,382,2245,29160
66.405,386,2244,29148
66.434,383,2244,29147
66.466,393,2240,29093
66.495,392,2239,29075
66.528,390,2240,29086
66.556,390,2244,29147
66.589,387,2244,29146
66.622,392,2243,29126
66.651,385,2244,29147
66.683,383,2245,29151
66.712,389,2244,29148
66.745,378,2244,29147
66.774,394,2250,29227
66.806,396,2254,29278
66.835,390,2255,29287
66.868,391,2255,29283
66.896,389,2254,29272
66.929,380,2247,29181
66.958,396,2246,29168
66.991,398,2247,29183
67.023,391,2245,29157
67.052,383,2248,29195
67.085,388,2252,29251
67.114,387,2251,29236
67.146,391,2255,29288
67.175,397,2264,29409
67.208,393,2269,29466
67.236,388,2269,29469
67.269,387,2269,29464
67.298,383,2270,29482
67.331,386,2278,29580
67.359,388,2280,29607
67.392,384,2282,29642
67.425,385,2284,29659
67.454,386,2283,29655
67.486,385,2280,29611
67.515,387,2279,29593
67.548,393,2279,29594
67.576,388,2275,29549
67.609,384,2269,29471
67.638,395,2265,29413
67.671,387,2264,29402
67.699,388,2263,29389
67.732,382,2265,29416
67.761,388,2269,29466
67.793,391,2269,29470
67.826,389,2267,29445
67.855,395,2266,29428
67.887,389,2269,29467
67.916,393,2268,29455
67.949,403,2267,29441
67.978,399,2269,29468
68.010,392,2269,29470
68.039,390,2269,29466
68.072,387,2269,29464
68.101,389,2269,29463
68.134,386,2268,29456
68.162,391,2267,29445
68.195,388,2268,29453
68.227,384,2266,29425
68.256,392,2263,29395
68.289,389,2264,29404
68.318,383,2264,29408
68.350,389,2260,29348
68.379,381,2259,29333
68.412,385,2264,29410
68.440,387,2264,29410
68.473,384,2268,29456
68.502,384,2269,29472
68.535,389,2269,29467
68.563,386,2270,29477
68.596,389,2269,29469
68.629,393,2269,29467
68.658,394,2269,29463
68.690,382,2265,29417
68.719,384,2263,29385
68.752,382,2254,29274
68.781,391,2248,29199
68.813,385,2254,29270
68.842,386,2255,29293
68.875,395,2254,29270
68.904,390,2244,29148
68.937,393,2244,29148
68.965,394,2251,29238
68.998,385,2252,29244
69.031,390,2246,29171
69.060,386,2254,29268
69.092,388,2258,29320
69.121,394,2262,29379
69.154,399,2265,29416
69.182,397,2268,29452
69.215,387,2268,29453
69.244,387,2269,29467
69.276,386,2269,29471
69.306,393,2269,29464
69.338,394,2267,29446
69.367,387,2265,29413
69.400,390,2263,29387
69.432,390,2263,29388
69.461,378,2264,29408
69.493,392,2269,29468
69.523,396,2278,29588
69.555,390,2279,29596
69.584,390,2277,29569
69.617,387,2272,29508
69.645,378,2278,29580
69.678,389,2278,29581
69.707,387,2269,29469
69.740,394,2264,29402
69.768,387,2260,29350
69.801,396,2264,29398
69.833,390,2253,29260
69.862,395,2248,29191
69.895,391,2244,29150
69.924,388,2244,29147
69.956,396,2240,29091
69.985,389,2238,29060
70.018,386,2231,28975
70.047,384,2231,28971
70.079,398,2229,28949
70.108,390,2225,28895
70.142,387,2221,28849
70.170,385,2210,28703
70.202,392,2205,28638
70.231,385,2208,28679
70.264,383,2198,28543
70.296,387,1325,17213
70.325,398,1243,16142
70.358,388,2175,28252
70.387,390,2175,28249
70.419,391,2189,28434
70.448,390,2193,28486
70.480,391,2190,28438
70.509,388,2190,28445
70.542,391,2193,28486
70.571,389,2209,28695
70.603,392,2224,28891
70.632,384,2236,29041
70.665,388,2240,29092
70.697,386,2243,29130
70.727,394,2244,29147
70.759,383,2244,29148
70.789,389,2250,29223
70.821,382,2253,29258
70.850,389,2253,29263
70.883,388,2255,29282
70.911,379,2256,29298
70.944,397,2250,29228
70.973,387,2250,29219
71.006,395,2255,29287
71.034,392,2257,29308
71.067,388,2254,29269
71.099,393,2256,29297
71.128,388,2255,29293
71.161,383,2253,29263
71.190,393,2246,29166
71.222,381,2244,29148
71.251,392,2244,29147
71.283,390,2248,29195
71.312,398,2254,29275
71.345,390,2250,29228
71.374,385,2245,29153
71.407,386,2245,29159
71.435,386,2254,29274
71.468,385,2251,29237
71.500,382,2244,29149
71.530,383,2244,29147
71.562,393,2244,29146
71.591,389,2244,29147
71.624,392,2244,29140
71.652,387,2244,29145
71.685,395,2244,29148
71.714,387,2244,29144
71.747,385,2240,29087
71.776,387,2243,29128
71.809,389,2244,29144
71.837,387,2242,29120
71.870,391,2239,29085
71.902,391,2242,29121
71.931,384,2244,29146
71.963,386,2245,29151
71.992,393,2245,29160
72.025,383,2245,29162
72.054,380,2245,29156
72.086,393,2245,29159
72.115,391,2244,29144
72.148,386,2234,29008
72.177,392,2225,28892
72.209,391,2225,28893
72.238,391,2225,28900
72.271,380,2225,28898
72.303,394,2225,28903
72.332,390,2224,28891
72.365,387,2227,28918
72.394,388,2237,29055
72.426,382,2239,29083
72.455,392,2241,29100
72.488,388,2244,29145
72.517,391,2244,29148
72.549,387,2244,29150
72.578,393,2251,29234
