t_s,gap_mm,hall_mV,adc16
4.290,380,2457,31486
4.322,382,2455,31457
4.351,380,2454,31438
4.384,391,2454,31445
4.412,384,2452,31416
4.445,377,2453,31427
4.474,374,2449,31379
4.507,379,2447,31353
4.535,384,2446,31337
4.568,387,2445,31331
4.598,384,2445,31330
4.630,382,2445,31328
4.662,384,2444,31317
4.691,387,2444,31307
4.724,384,2440,31267
4.753,388,2436,31217
4.785,387,2435,31200
4.815,382,2435,31197
4.847,382,2434,31191
4.876,381,2431,31145
4.909,387,2430,31130
4.937,380,2428,31106
4.970,383,2425,31066
5.002,391,2422,31035
5.032,389,2421,31014
5.064,384,2420,31011
5.092,383,2420,31008
5.126,389,2420,31011
5.154,388,2421,31024
5.187,389,2422,31031
5.215,387,2421,31024
5.248,385,2421,31022
5.277,392,2420,31012
5.310,397,2421,31015
5.338,379,2420,31005
5.372,383,2419,30996
5.403,385,2419,30993
5.433,387,2418,30974
5.465,392,2416,30953
5.495,384,2416,30953
5.527,391,2415,30945
5.556,386,2415,30941
5.588,388,2415,30939
5.617,383,2413,30922
5.650,395,2411,30893
5.679,379,2410,30875
5.711,384,2411,30887
5.740,395,2410,30877
5.773,396,2410,30872
5.805,385,2406,30826
5.834,392,2406,30822
5.866,395,2405,30813
5.896,387,2404,30804
5.928,395,2403,30793
5.957,389,2401,30765
5.990,396,2401,30759
6.019,388,2400,30753
6.051,385,2400,30750
6.080,395,2400,30751
6.112,395,2400,30745
6.141,384,2400,30746
6.174,388,2399,30738
6.206,395,2398,30719
6.235,393,2395,30690
6.268,386,2391,30640
6.297,386,2389,30611
6.329,393,2385,30555
6.358,391,2383,30532
6.391,395,2382,30519
6.419,391,2380,30498
6.452,395,2380,30492
6.481,386,2379,30485
6.514,397,2379,30475
6.542,396,2377,30454
6.575,393,2374,30422
6.608,385,2371,30379
6.636,395,2366,30312
6.669,386,2364,30285
6.698,396,2360,30242
6.731,397,2360,30234
6.759,399,2360,30238
6.792,391,2360,30237
6.821,389,2360,30235
6.854,389,2359,30225
6.882,392,2358,30214
6.915,392,2357,30197
6.943,386,2355,30179
6.976,393,2353,30147
7.009,395,2351,30118
7.038,388,2350,30103
7.070,389,2346,30052
7.099,393,2342,30000
7.132,392,2340,29980
7.161,399,2336,29932
7.193,398,2335,29919
7.222,399,2335,29915
7.255,394,2335,29917
7.284,391,2335,29920
7.316,389,2335,29918
7.345,388,2335,29913
7.378,383,2327,29818
7.410,386,2323,29760
7.439,387,2315,29663
7.472,389,2315,29660
7.501,391,2313,29638
7.533,391,2310,29601
7.562,392,2309,29586
7.595,391,2308,29572
7.624,389,2306,29546
7.656,397,2300,29471
7.685,395,2298,29448
7.718,399,2289,29327
7.746,386,2287,29298
7.779,400,2291,29348
7.812,398,2299,29450
7.841,405,2300,29470
7.873,396,2300,29467
7.902,391,2300,29468
7.935,395,2298,29438
7.964,390,2296,29414
7.996,396,2296,29412
8.025,387,2295,29405
8.058,391,2292,29370
8.086,396,2290,29344
8.119,394,2290,29335
8.152,397,2289,29331
8.181,392,2289,29331
8.213,407,2289,29321
8.242,392,2286,29285
8.275,401,2279,29196
8.304,393,2261,28970
8.336,395,2240,28694
8.366,398,2228,28549
8.398,397,2229,28564
8.427,395,2232,28600
8.459,395,2238,28674
8.488,394,2241,28707
8.521,386,2245,28765
8.550,390,2244,28748
8.583,394,2240,28697
8.615,395,2239,28689
8.644,397,2232,28598
8.677,392,2226,28524
8.706,400,2220,28444
8.738,391,2220,28444
8.766,398,2216,28396
8.799,401,2214,28368
8.828,400,2212,28343
8.860,395,2214,28367
8.889,396,2214,28366
8.922,395,2214,28373
8.954,395,2217,28405
8.983,401,2217,28405
9.016,394,2218,28418
9.045,396,2218,28415
9.077,396,2219,28429
9.106,391,2219,28428
9.139,394,2219,28436
9.168,393,2220,28439
9.200,403,2220,28440
9.229,393,2220,28441
9.262,403,2220,28442
9.290,399,2220,28443
9.323,410,2220,28440
9.356,394,2220,28441
9.385,398,2220,28440
9.417,396,2220,28444
9.446,403,2220,28444
9.479,407,2220,28442
9.508,392,2220,28445
9.541,397,2222,28464
9.569,400,2232,28594
9.602,398,2240,28697
9.631,395,2242,28726
9.664,395,2253,28865
9.693,398,2255,28898
9.726,391,2258,28934
9.757,394,2260,28954
9.787,393,2261,28966
9.819,394,2269,29073
9.848,397,2273,29116
9.880,402,2275,29146
9.909,382,2275,29153
9.942,393,2278,29181
9.971,395,2282,29234
10.004,402,2286,29283
10.033,406,2294,29396
10.066,394,2297,29424
10.097,396,2300,29467
10.127,392,2301,29476
10.159,401,2302,29496
10.188,388,2304,29519
10.220,398,2306,29546
10.249,394,2309,29583
10.282,399,2310,29596
10.311,403,2314,29645
10.344,402,2315,29664
10.372,393,2318,29693
10.405,398,2324,29776
10.434,401,2333,29896
10.466,396,2336,29926
10.499,393,2340,29983
10.529,396,2346,30053
10.560,399,2350,30114
10.589,387,2356,30182
10.622,396,2360,30236
10.651,390,2361,30253
10.684,388,2364,30291
10.712,391,2367,30331
10.745,397,2374,30418
10.774,387,2379,30476
10.807,394,2380,30493
10.836,391,2381,30509
10.868,397,2387,30577
10.897,389,2390,30618
10.930,398,2393,30654
10.961,395,2396,30696
10.991,388,2399,30732
11.023,389,2400,30750
11.052,393,2400,30749
11.084,386,2401,30756
11.113,398,2403,30791
11.146,379,2405,30811
11.175,398,2405,30818
11.207,392,2408,30848
11.236,385,2413,30919
11.269,396,2415,30939
11.301,393,2415,30936
11.331,390,2416,30949
11.363,389,2418,30981
11.392,392,2420,31007
11.425,388,2421,31017
11.454,391,2422,31037
11.486,392,2426,31089
11.515,389,2428,31110
11.548,398,2430,31136
11.576,387,2430,31140
11.610,388,2431,31147
11.638,399,2434,31182
11.671,385,2435,31196
11.703,392,2435,31195
11.732,386,2435,31197
11.764,389,2435,31198
11.794,382,2436,31209
11.826,389,2436,31217
11.855,382,2437,31226
11.888,387,2438,31233
11.917,395,2438,31242
11.949,391,2438,31242
11.978,400,2439,31250
12.012,392,2442,31283
12.040,387,2444,31309
12.072,388,2445,31324
12.104,387,2444,31312
12.134,396,2439,31248
12.166,394,2435,31203
12.195,388,2435,31195
12.227,389,2430,31138
12.256,382,2427,31092
12.289,395,2419,30996
12.318,392,2415,30941
12.351,385,2413,30913
12.379,387,2407,30833
12.412,389,2404,30804
12.441,393,2401,30757
12.474,389,2400,30745
12.506,395,2394,30671
12.535,394,2388,30596
12.567,388,2380,30495
12.597,398,2376,30445
12.629,393,2370,30362
12.658,392,2364,30284
12.691,387,2360,30236
12.720,391,2356,30183
12.752,386,2349,30094
12.781,397,2341,29992
12.814,392,2335,29918
12.842,393,2334,29904
12.875,384,2332,29879
12.907,393,2327,29812
12.936,399,2325,29792
12.969,400,2322,29750
12.998,396,2318,29703
13.031,398,2316,29667
13.059,399,2315,29657
13.092,399,2314,29646
13.121,398,2312,29625
13.153,396,2311,29606
13.182,398,2308,29575
13.215,396,2304,29524
13.243,397,2300,29471
13.276,399,2300,29463
13.308,398,2299,29452
13.337,399,2296,29422
13.370,399,2295,29403
13.399,397,2291,29359
13.431,397,2290,29342
13.460,393,2286,29295
13.493,396,2285,29282
13.522,403,2285,29274
13.555,389,2285,29282
13.583,391,2285,29272
13.616,403,2285,29273
13.646,397,2285,29281
13.678,395,2287,29297
13.710,399,2292,29361
13.739,403,2296,29412
13.772,391,2300,29465
13.801,397,2303,29507
13.833,395,2310,29593
13.862,396,2313,29640
13.895,401,2316,29668
13.923,388,2323,29758
13.956,391,2327,29809
13.985,395,2335,29913
14.018,388,2340,29980
14.047,393,2349,30090
14.079,386,2351,30117
14.112,390,2357,30195
14.140,405,2360,30237
14.173,394,2363,30281
14.202,395,2366,30314
14.234,388,2375,30429
14.263,395,2380,30497
14.296,384,2389,30606
14.325,393,2393,30655
14.358,396,2398,30725
14.386,395,2400,30745
14.419,396,2401,30762
14.448,388,2404,30800
14.481,394,2406,30822
14.513,391,2407,30837
14.543,397,2410,30872
14.574,391,2411,30896
14.604,395,2411,30885
14.636,389,2405,30814
14.665,387,2399,30737
14.698,397,2389,30610
14.726,398,2380,30493
14.759,389,2366,30318
14.788,389,2357,30199
14.820,389,2338,29959
14.849,391,2334,29907
14.882,395,2326,29805
14.914,391,2317,29681
14.944,399,2312,29627
14.976,399,2307,29564
15.005,393,2300,29471
15.037,394,2300,29464
15.066,395,2296,29415
15.099,403,2294,29385
15.128,395,2290,29346
15.160,402,2284,29264
15.189,395,2278,29183
15.222,393,2276,29157
15.250,402,2275,29149
15.284,393,2275,29147
15.315,397,2275,29145
15.345,391,2274,29138
15.377,396,2274,29131
15.406,390,2274,29130
15.439,397,2270,29088
15.468,397,2268,29056
15.500,400,2259,28937
15.529,406,2255,28893
15.561,397,2253,28869
15.590,402,2244,28751
15.623,398,2243,28743
15.651,398,2244,28753
15.684,398,2244,28751
15.717,406,2242,28727
15.746,401,2241,28708
15.779,398,2242,28723
15.807,398,2241,28716
15.840,399,2241,28710
15.869,399,2240,28703
15.902,398,2241,28708
15.931,395,2244,28750
15.963,394,2247,28793
15.992,391,2247,28787
16.025,394,2245,28764
16.054,395,2246,28771
16.086,398,2245,28768
16.118,404,2241,28715
16.148,392,2241,28707
16.180,396,2240,28702
16.209,395,2240,28700
16.241,398,2240,28699
16.270,401,2240,28703
16.303,395,2240,28702
16.332,395,2240,28701
16.365,403,2239,28692
16.393,410,2238,28678
16.426,396,2236,28645
16.455,398,2230,28573
16.488,396,2226,28517
16.520,394,2222,28469
16.549,399,2220,28448
16.581,394,2220,28443
16.611,391,2218,28423
16.643,404,2214,28368
16.672,418,2206,28270
16.704,388,2202,28217
16.733,398,2200,28187
16.767,394,2199,28174
16.795,393,2198,28163
16.827,400,2194,28116
16.857,397,2190,28056
16.889,397,2185,27995
16.921,401,2183,27964
16.951,400,2182,27956
16.983,404,2178,27900
17.013,403,2177,27890
17.045,397,2177,27891
17.074,403,2178,27899
17.106,393,2176,27874
17.135,401,2175,27871
17.167,393,2175,27865
17.196,405,2175,27865
17.229,400,2175,27866
17.257,398,2175,27863
17.290,394,2173,27843
17.323,398,2172,27828
17.352,400,2171,27818
17.384,405,2174,27857
17.413,395,2175,27864
17.446,399,2177,27891
17.475,404,2177,27896
17.507,404,2178,27899
17.536,403,2177,27891
17.569,388,2183,27971
17.597,404,2190,28054
17.631,398,2189,28052
17.659,403,2186,28010
17.692,399,2182,27959
17.724,395,2182,27960
17.753,404,2181,27942
17.785,397,2179,27923
17.814,400,2180,27937
17.847,395,2182,27951
17.876,405,2180,27936
17.908,393,2179,27918
17.937,397,2178,27907
17.970,397,2177,27893
17.999,399,2179,27920
18.032,401,2176,27880
18.061,396,2175,27873
18.093,407,2175,27872
18.125,396,2179,27915
18.155,407,2184,27979
18.187,395,2190,28054
18.216,397,2194,28116
18.248,394,2200,28190
18.277,403,2204,28240
18.310,407,2210,28318
18.339,396,2216,28390
18.372,403,2221,28455
18.400,404,2231,28585
18.434,402,2239,28681
18.462,396,2240,28699
18.495,396,2246,28782
18.527,405,2254,28876
18.556,400,2255,28887
18.589,401,2256,28905
18.618,398,2260,28959
18.650,400,2269,29068
18.679,407,2275,29147
18.711,392,2276,29155
18.740,405,2279,29204
18.773,396,2285,29273
18.802,392,2286,29284
18.834,398,2291,29352
18.863,400,2300,29466
18.897,404,2300,29471
18.928,394,2302,29489
18.957,395,2309,29579
18.990,400,2311,29603
19.019,389,2314,29651
19.051,401,2315,29660
19.080,392,2315,29659
19.113,394,2315,29660
19.142,392,2316,29669
19.174,393,2321,29737
19.203,403,2323,29758
19.236,395,2323,29767
19.264,394,2325,29787
19.298,388,2327,29809
19.329,399,2332,29879
19.359,390,2335,29915
19.391,391,2335,29922
19.421,394,2339,29970
19.453,393,2339,29972
19.481,391,2341,29994
19.514,385,2349,30102
19.542,401,2351,30127
19.575,389,2353,30152
19.604,396,2355,30177
19.637,397,2360,30234
19.666,392,2360,30237
19.698,392,2360,30234
19.731,390,2361,30249
19.760,392,2362,30259
19.792,394,2366,30320
19.822,399,2377,30450
19.854,386,2380,30490
19.883,398,2380,30499
19.916,397,2383,30537
19.944,396,2386,30568
19.977,399,2387,30588
20.006,392,2388,30600
20.038,397,2390,30620
20.067,396,2390,30625
20.100,399,2391,30633
20.132,386,2393,30658
20.161,397,2396,30704
20.194,392,2398,30718
20.223,393,2398,30726
20.255,392,2398,30725
20.284,393,2396,30694
20.317,389,2392,30649
20.346,395,2390,30625
20.379,397,2389,30602
20.407,394,2383,30532
20.440,399,2380,30495
20.469,393,2379,30483
20.501,395,2375,30435
20.534,393,2369,30358
20.563,395,2365,30302
20.595,397,2360,30242
20.625,397,2358,30213
20.657,396,2350,30111
20.686,391,2341,29993
20.718,391,2335,29923
20.748,393,2335,29913
20.780,395,2334,29905
20.809,401,2332,29878
20.842,396,2329,29839
20.871,393,2325,29783
20.903,392,2317,29685
20.932,394,2315,29661
20.965,397,2313,29636
20.997,390,2308,29574
21.026,386,2300,29474
21.058,397,2297,29434
21.087,394,2290,29338
21.120,395,2284,29269
21.149,397,2278,29189
21.182,396,2275,29146
21.210,395,2263,28991
21.243,396,2255,28888
21.271,399,2251,28845
21.304,397,2248,28802
21.333,403,2246,28777
21.366,402,2245,28769
21.398,400,2244,28751
21.428,398,2241,28708
21.460,398,2240,28698
21.489,399,2236,28646
21.521,401,2234,28624
21.550,395,2233,28606
21.583,403,2231,28581
21.611,400,2230,28571
21.644,407,2230,28570
21.673,405,2230,28566
21.706,404,2224,28496
21.734,397,2220,28441
21.767,391,2211,28322
21.799,399,2205,28250
21.828,403,2205,28257
21.861,406,2205,28256
21.890,396,2206,28259
21.923,392,2208,28284
21.952,403,2210,28317
21.984,401,2216,28393
22.013,399,2221,28462
22.046,410,2228,28546
22.075,403,2233,28612
22.107,402,2247,28788
22.136,396,2260,28956
22.168,394,2267,29046
22.200,394,2269,29070
22.230,393,2270,29078
22.262,401,2269,29065
22.291,395,2269,29074
22.324,392,2274,29134
22.352,405,2275,29147
22.385,398,2275,29148
22.414,391,2275,29151
22.447,397,2277,29174
22.475,402,2285,29277
22.508,391,2288,29315
22.537,399,2290,29338
22.570,399,2296,29416
22.602,392,2302,29490
22.631,394,2310,29594
22.663,385,2312,29622
22.692,402,2315,29661
22.725,398,2321,29741
22.754,399,2325,29789
22.786,389,2328,29827
22.815,396,2331,29869
22.848,397,2333,29892
22.877,399,2335,29913
22.910,400,2335,29919
22.938,390,2336,29934
22.971,396,2342,30005
23.003,396,2347,30069
23.032,399,2350,30110
23.065,389,2352,30135
23.094,385,2356,30185
23.126,389,2360,30233
23.155,392,2361,30245
23.188,395,2365,30300
23.217,387,2371,30384
23.249,394,2377,30459
23.278,394,2380,30492
23.311,382,2381,30512
23.340,402,2384,30548
23.372,398,2387,30581
23.405,396,2389,30614
23.434,394,2391,30629
23.466,400,2392,30641
23.495,394,2394,30678
23.528,389,2397,30708
23.557,393,2400,30744
23.589,393,2400,30749
23.618,385,2400,30754
23.651,392,2401,30757
23.679,397,2402,30779
23.712,391,2405,30814
23.741,385,2406,30827
23.774,395,2407,30842
23.806,389,2411,30894
23.835,395,2414,30932
23.868,393,2415,30943
23.896,386,2415,30944
23.929,383,2417,30973
23.958,397,2421,31021
23.991,397,2427,31095
24.019,381,2430,31130
24.052,392,2431,31152
24.081,384,2434,31180
24.114,394,2435,31192
24.142,384,2435,31195
24.175,390,2435,31197
24.208,399,2435,31198
24.237,392,2435,31197
24.269,398,2435,31200
24.298,390,2436,31206
24.331,392,2437,31227
24.359,378,2439,31244
24.392,387,2441,31270
24.421,391,2443,31304
24.453,391,2444,31308
24.482,385,2444,31319
24.515,390,2445,31327
24.544,389,2446,31333
24.576,393,2448,31368
24.605,386,2449,31383
24.638,382,2451,31401
24.670,387,2452,31418
24.699,388,2453,31432
24.732,387,2454,31445
24.761,384,2454,31443
24.793,397,2455,31452
24.822,382,2456,31461
24.855,385,2456,31465
24.884,379,2458,31488
24.917,385,2459,31504
24.946,393,2460,31512
24.978,379,2460,31513
25.007,373,2460,31519
25.040,381,2460,31524
25.072,389,2461,31525
25.102,386,2462,31540
25.133,382,2462,31541
25.163,387,2463,31553
25.195,389,2464,31574
25.224,386,2466,31593
25.257,389,2467,31603
25.286,380,2468,31615
25.318,382,2468,31618
25.347,390,2469,31632
25.380,382,2469,31634
25.408,391,2469,31640
25.441,389,2470,31648
25.473,383,2470,31649
25.503,383,2470,31653
25.535,375,2470,31649
25.564,384,2471,31653
25.596,380,2471,31656
25.626,380,2470,31644
25.658,382,2471,31662
25.687,386,2472,31666
25.720,387,2472,31669
25.748,386,2471,31657
25.781,388,2473,31679
25.810,381,2473,31680
25.843,388,2473,31681
25.875,385,2473,31689
25.904,384,2474,31692
25.936,379,2474,31701
25.965,389,2475,31708
25.998,380,2475,31704
26.027,382,2475,31716
26.059,374,2476,31721
26.088,377,2477,31732
26.121,378,2477,31734
26.150,383,2478,31747
26.182,375,2479,31757
26.211,377,2479,31762
26.244,384,2480,31772
26.276,377,2480,31772
26.305,380,2480,31774
26.338,387,2480,31776
26.367,376,2480,31773
26.399,378,2480,31779
26.429,376,2480,31776
26.461,381,2480,31778
26.490,375,2481,31781
26.523,380,2481,31787
26.551,382,2481,31794
26.584,378,2482,31798
26.612,377,2482,31798
26.645,392,2482,31800
26.677,375,2482,31803
26.706,380,2483,31809
26.739,376,2483,31811
26.768,381,2483,31815
26.800,379,2483,31819
26.829,382,2484,31823
26.862,387,2484,31827
26.891,379,2484,31827
26.924,378,2484,31831
26.952,375,2485,31834
26.985,371,2485,31838
27.015,374,2485,31840
27.047,378,2485,31841
27.076,385,2485,31842
27.108,380,2486,31848
27.140,374,2485,31844
27.169,379,2486,31849
27.202,383,2486,31857
27.231,382,2487,31858
27.263,379,2488,31871
27.293,377,2488,31879
27.325,373,2488,31883
27.354,373,2488,31879
27.387,377,2489,31892
27.415,373,2489,31889
27.448,370,2490,31899
27.480,374,2491,31916
27.510,377,2491,31911
27.542,379,2491,31909
27.571,371,2490,31908
27.604,372,2491,31920
27.632,377,2491,31917
27.665,376,2491,31914
27.694,378,2491,31921
27.726,378,2491,31915
27.755,374,2491,31920
27.788,373,2492,31923
27.817,377,2491,31916
27.850,367,2491,31918
27.879,379,2491,31914
27.911,369,2491,31920
27.943,381,2490,31907
27.973,375,2490,31904
28.005,372,2489,31894
28.034,377,2489,31892
28.066,379,2488,31878
28.095,376,2487,31862
28.128,380,2487,31861
28.157,371,2486,31855
28.189,378,2485,31842
28.218,385,2485,31837
28.251,380,2485,31838
28.279,371,2484,31832
28.312,377,2483,31818
28.345,375,2482,31801
28.374,383,2481,31788
28.406,381,2480,31778
28.435,381,2480,31775
28.468,381,2479,31768
28.497,385,2478,31744
28.530,381,2475,31714
28.558,386,2474,31698
28.591,388,2472,31669
28.619,380,2470,31652
28.652,390,2469,31639
28.682,387,2469,31628
28.714,383,2466,31599
28.746,382,2465,31577
28.776,383,2462,31546
28.807,382,2461,31530
28.837,384,2460,31517
28.869,389,2460,31518
28.898,385,2459,31512
28.930,392,2458,31494
28.959,384,2455,31454
28.992,391,2455,31448
29.021,396,2450,31396
29.053,393,2446,31334
29.082,388,2444,31315
29.115,390,2439,31254
29.148,389,2436,31214
29.177,392,2435,31201
29.209,387,2435,31198
29.238,380,2435,31197
29.271,397,2434,31180
29.299,391,2431,31143
29.332,387,2429,31125
29.361,384,2425,31074
29.394,393,2420,31009
29.422,390,2416,30949
29.455,400,2414,30928
29.484,390,2408,30849
29.517,389,2401,30759
29.549,390,2400,30755
29.578,400,2396,30696
29.611,390,2391,30639
29.639,387,2390,30615
29.672,395,2389,30603
29.701,391,2385,30555
29.733,387,2380,30498
29.763,397,2380,30491
29.795,400,2379,30475
29.824,390,2375,30435
29.856,400,2369,30347
29.886,397,2365,30303
29.918,391,2362,30260
29.947,399,2360,30242
29.979,395,2360,30240
30.012,397,2360,30237
30.041,398,2360,30236
30.073,398,2359,30224
30.102,396,2356,30186
30.135,395,2352,30138
30.163,405,2351,30116
30.196,391,2350,30107
30.225,396,2349,30095
30.258,400,2347,30076
30.287,394,2343,30025
30.320,397,2340,29982
30.348,401,2338,29952
30.381,401,2336,29923
30.413,397,2335,29914
30.443,385,2333,29887
30.475,400,2329,29835
30.504,398,2325,29793
30.536,399,2321,29739
30.565,395,2317,29686
30.598,392,2315,29662
30.627,404,2315,29660
30.659,397,2314,29654
30.688,397,2312,29623
30.721,404,2311,29610
30.753,399,2311,29603
30.782,394,2310,29593
30.815,390,2309,29578
30.844,396,2307,29556
30.876,402,2303,29500
30.905,398,2300,29473
30.938,398,2299,29455
30.967,393,2289,29332
30.999,394,2278,29187
31.028,395,2275,29145
31.061,396,2274,29137
31.089,396,2272,29104
31.122,406,2269,29075
31.150,402,2264,29012
31.183,400,2259,28947
31.216,390,2256,28900
31.245,397,2255,28898
31.277,396,2255,28891
31.306,398,2250,28833
31.339,395,2244,28747
31.368,403,2240,28698
31.400,404,2236,28645
31.429,400,2228,28542
31.462,395,2220,28445
31.491,402,2217,28406
31.524,402,2210,28315
31.552,403,2205,28254
31.585,396,2204,28234
31.617,397,2201,28197
31.646,404,2200,28184
31.679,398,2200,28187
31.708,393,2199,28177
31.740,395,2197,28145
31.769,392,2198,28159
31.802,395,2198,28159
31.831,398,2193,28094
31.863,398,2190,28065
31.892,392,2188,28036
31.925,388,2182,27951
31.953,405,2180,27933
31.986,397,2179,27919
32.018,401,2177,27897
32.048,398,2175,27870
32.080,397,2174,27860
32.109,400,2174,27851
32.141,402,2169,27796
32.170,400,2165,27738
32.203,407,2164,27722
32.232,405,2161,27686
32.265,408,2160,27672
32.293,399,2159,27666
32.326,400,2157,27632
32.355,411,2155,27610
32.388,407,2155,27609
32.420,388,2155,27607
32.449,392,2153,27590
32.481,402,2150,27552
32.510,402,2150,27543
32.543,402,2150,27549
32.572,400,2149,27534
32.604,403,2147,27512
32.633,402,2146,27495
32.666,395,2145,27476
32.695,400,2143,27462
32.727,398,2143,27452
32.756,407,2140,27420
32.789,396,2141,27427
32.821,410,2141,27428
32.850,400,2141,27425
32.883,395,2140,27422
32.912,398,2140,27421
32.944,406,2140,27420
32.973,401,2140,27419
33.006,393,2140,27424
33.035,406,2141,27426
33.067,395,2141,27426
33.096,402,2141,27426
33.129,401,2140,27420
33.158,398,2139,27411
33.190,403,2139,27411
33.223,396,2140,27422
33.252,407,2140,27420
33.284,393,2139,27404
33.313,400,2139,27406
33.346,404,2140,27418
33.375,397,2139,27411
33.407,399,2139,27408
33.436,410,2139,27400
33.469,405,2139,27401
33.497,399,2139,27409
33.530,400,2139,27405
33.559,403,2139,27400
33.592,397,2139,27401
33.624,399,2140,27413
33.653,408,2141,27434
33.686,393,2140,27420
33.715,405,2139,27407
33.747,397,2140,27418
33.776,398,2140,27421
33.809,405,2140,27417
33.838,406,2138,27398
33.871,410,2140,27417
33.899,409,2140,27422
33.932,402,2140,27417
33.960,395,2140,27418
33.994,395,2140,27419
34.026,400,2142,27439
34.055,399,2146,27490
34.087,396,2147,27504
34.116,399,2147,27510
34.149,399,2149,27535
34.178,407,2150,27546
34.210,398,2151,27558
34.239,393,2152,27575
34.272,401,2151,27554
34.300,395,2151,27554
34.333,398,2154,27594
34.362,403,2155,27613
34.395,407,2155,27608
34.427,397,2153,27590
34.456,401,2155,27614
34.489,392,2159,27666
34.518,404,2160,27672
34.550,409,2160,27676
34.579,391,2164,27721
34.612,392,2169,27791
34.641,395,2174,27857
34.673,401,2178,27901
34.702,390,2181,27943
34.735,397,2187,28021
34.764,412,2192,28087
34.796,403,2199,28170
34.829,396,2200,28187
34.858,389,2205,28252
34.890,405,2215,28385
34.919,399,2223,28485
34.951,400,2228,28548
34.980,402,2234,28629
35.013,397,2239,28692
35.042,399,2240,28703
35.075,401,2244,28756
35.104,394,2255,28891
35.136,395,2270,29082
35.164,394,2273,29126
35.197,395,2275,29149
35.230,395,2280,29212
35.259,399,2284,29267
35.291,391,2288,29314
35.320,399,2296,29423
35.353,391,2303,29510
35.382,397,2312,29618
35.414,395,2315,29662
35.444,408,2321,29743
35.476,400,2325,29792
35.505,401,2334,29902
35.537,395,2335,29919
35.566,402,2336,29928
35.599,398,2343,30024
35.631,391,2354,30160
35.660,398,2360,30235
35.693,393,2361,30250
35.721,393,2366,30309
35.754,388,2374,30419
35.783,390,2379,30479
35.816,392,2380,30490
35.845,383,2381,30504
35.877,399,2389,30607
35.906,388,2394,30668
