t_s,gap_mm,hall_mV,adc16
75.857,364,2498,32007
75.890,364,2498,32009
75.918,367,2498,32010
75.951,365,2498,32009
75.980,365,2499,32013
76.013,365,2499,32014
76.042,359,2498,32010
76.075,362,2499,32018
76.103,370,2499,32013
76.137,365,2499,32015
76.165,365,2499,32013
76.197,363,2499,32019
76.230,365,2499,32020
76.259,365,2499,32017
76.291,367,2499,32019
76.320,362,2499,32020
76.353,363,2499,32023
76.382,364,2500,32028
76.414,365,2499,32024
76.443,360,2499,32024
76.476,357,2499,32021
76.505,356,2499,32014
76.538,360,2499,32024
76.567,365,2499,32015
76.599,369,2499,32019
76.628,363,2499,32023
76.660,361,2500,32025
76.693,368,2499,32019
76.722,363,2499,32024
76.754,354,2499,32012
76.783,375,2499,32022
76.816,370,2499,32020
76.845,360,2499,32016
76.877,364,2499,32018
76.906,364,2499,32017
76.939,358,2499,32017
76.967,360,2499,32015
77.000,364,2499,32017
77.029,369,2499,32012
77.063,377,2500,32025
77.094,359,2499,32013
77.124,371,2498,32007
77.156,362,2499,32012
77.185,360,2499,32012
77.217,357,2498,32004
77.246,359,2498,32006
77.279,368,2498,32005
77.308,367,2498,32002
77.340,375,2498,32001
77.369,363,2497,31997
77.402,363,2497,31995
77.430,362,2497,31989
77.463,370,2497,31989
77.496,359,2496,31982
77.525,367,2496,31979
77.557,369,2496,31975
77.586,370,2495,31972
77.619,371,2496,31975
77.648,370,2496,31975
77.680,367,2496,31974
77.709,373,2495,31971
77.742,373,2495,31973
77.770,365,2495,31971
77.804,367,2495,31968
77.832,370,2495,31968
77.865,367,2495,31970
77.893,373,2495,31964
77.926,378,2495,31962
77.958,369,2495,31964
77.987,373,2495,31965
78.020,366,2495,31964
78.048,376,2495,31961
78.081,368,2495,31965
78.110,366,2494,31958
78.143,371,2495,31960
78.171,369,2494,31958
78.204,370,2494,31960
78.233,370,2494,31952
78.266,365,2494,31955
78.295,377,2493,31945
78.328,369,2493,31944
78.360,373,2493,31944
78.389,376,2492,31928
78.421,369,2492,31922
78.450,377,2491,31920
78.483,365,2490,31907
78.512,377,2490,31899
78.544,372,2489,31890
78.573,372,2489,31885
78.606,369,2488,31876
78.634,376,2487,31866
78.667,371,2487,31859
78.697,379,2486,31855
78.730,374,2486,31848
78.761,364,2486,31848
78.790,364,2486,31846
78.823,369,2485,31844
78.852,373,2486,31845
78.884,370,2485,31843
78.913,371,2485,31840
78.946,377,2485,31833
78.974,367,2485,31833
79.007,371,2484,31827
79.036,376,2484,31828
79.069,378,2483,31819
79.097,378,2484,31820
79.130,374,2483,31813
79.159,380,2483,31815
79.191,382,2481,31793
79.224,373,2482,31795
79.253,378,2481,31788
79.285,374,2481,31788
79.315,380,2481,31783
79.347,379,2481,31786
79.376,372,2481,31784
79.408,378,2480,31781
79.437,382,2480,31779
79.470,380,2481,31781
79.499,375,2480,31776
79.532,371,2480,31779
79.561,379,2480,31777
79.594,381,2480,31775
79.626,380,2480,31771
79.655,377,2480,31771
79.687,383,2480,31774
79.716,387,2480,31772
79.748,382,2479,31765
79.777,376,2479,31757
79.810,375,2479,31756
79.839,380,2478,31751
79.871,375,2477,31741
79.901,384,2477,31741
79.933,380,2477,31732
79.962,385,2476,31721
79.995,381,2476,31722
80.023,379,2475,31709
80.056,382,2474,31702
80.088,379,2473,31680
80.117,380,2471,31663
80.150,377,2470,31649
80.179,372,2470,31643
80.211,383,2470,31642
80.240,388,2470,31643
80.272,385,2469,31637
80.301,381,2470,31641
80.334,382,2469,31636
80.363,379,2469,31634
80.395,381,2469,31636
80.424,378,2468,31617
80.457,378,2466,31598
80.489,385,2465,31577
80.519,384,2463,31557
80.551,386,2461,31534
80.580,384,2460,31520
80.613,383,2460,31518
80.642,390,2459,31511
80.674,380,2459,31509
80.703,384,2459,31499
80.736,386,2459,31506
80.764,383,2457,31484
80.797,387,2456,31464
80.826,382,2455,31458
80.859,386,2454,31441
80.891,384,2453,31426
80.920,389,2452,31416
80.953,382,2450,31384
80.982,382,2448,31370
81.014,380,2446,31334
81.043,391,2445,31326
81.076,390,2442,31283
81.104,387,2440,31257
81.137,393,2438,31237
81.166,393,2437,31219
81.199,386,2436,31215
81.227,382,2436,31206
81.260,384,2435,31200
81.292,389,2435,31197
81.322,390,2435,31199
81.354,390,2435,31196
81.383,392,2435,31198
81.415,397,2435,31198
81.445,385,2435,31193
81.477,384,2435,31194
81.506,384,2434,31182
81.539,385,2431,31151
81.567,392,2430,31135
81.600,387,2429,31124
81.629,380,2426,31086
81.662,394,2423,31046
81.690,396,2421,31024
81.723,398,2420,31004
81.755,391,2418,30978
81.785,384,2416,30953
81.817,389,2415,30944
81.846,395,2415,30941
81.878,399,2414,30933
81.907,386,2414,30923
81.940,400,2411,30893
81.969,392,2409,30866
82.002,393,2407,30844
82.030,393,2406,30829
82.063,396,2405,30819
82.091,391,2405,30810
82.125,384,2404,30807
82.157,394,2404,30799
82.186,390,2402,30772
82.218,384,2400,30750
82.247,392,2399,30742
82.280,383,2396,30696
82.309,392,2395,30689
82.341,389,2395,30681
82.370,404,2393,30655
82.403,397,2390,30623
82.432,389,2390,30620
82.464,395,2388,30600
82.492,389,2385,30557
82.525,391,2381,30509
82.558,396,2380,30494
82.587,399,2379,30485
82.619,384,2376,30441
82.648,387,2374,30418
82.681,397,2372,30389
82.710,387,2369,30352
82.743,400,2366,30313
82.772,395,2364,30293
82.804,390,2363,30279
82.833,396,2361,30253
82.866,397,2361,30244
82.895,400,2360,30243
82.927,396,2360,30239
82.959,395,2360,30237
82.988,386,2360,30237
83.021,401,2360,30238
83.050,387,2360,30235
83.082,397,2359,30221
83.112,391,2356,30181
83.144,397,2354,30154
83.172,402,2352,30132
83.205,395,2351,30126
83.234,392,2350,30104
83.267,394,2347,30073
83.296,388,2344,30033
83.328,385,2342,30006
83.357,396,2341,29999
83.390,394,2340,29983
83.422,402,2340,29984
83.451,402,2338,29955
83.484,389,2336,29927
83.513,396,2335,29919
83.546,392,2335,29913
83.574,408,2333,29889
83.608,392,2330,29855
83.636,391,2328,29832
83.669,399,2326,29804
83.697,399,2325,29786
83.730,396,2322,29755
83.759,389,2321,29734
83.791,401,2318,29701
83.824,390,2315,29666
83.853,392,2315,29660
83.885,390,2315,29661
83.914,393,2314,29653
83.947,388,2312,29616
83.976,398,2310,29594
84.008,397,2308,29565
84.037,396,2305,29532
84.070,395,2303,29506
84.099,396,2300,29474
84.131,401,2300,29464
84.160,387,2299,29455
84.192,396,2299,29450
84.225,400,2298,29440
84.254,405,2297,29427
84.286,399,2295,29408
84.316,388,2295,29403
84.348,396,2292,29371
84.377,399,2289,29322
84.410,402,2287,29303
84.438,393,2285,29282
84.471,402,2284,29257
84.500,397,2282,29237
84.533,390,2278,29190
84.561,390,2277,29175
84.595,397,2276,29162
84.623,400,2275,29153
84.656,386,2275,29148
84.688,395,2275,29145
84.717,395,2273,29126
84.749,400,2271,29102
84.778,389,2271,29097
84.811,392,2271,29102
84.839,396,2271,29096
84.872,390,2270,29086
84.901,388,2271,29096
84.934,394,2269,29071
84.963,383,2269,29073
84.996,394,2268,29056
85.024,401,2268,29056
85.057,391,2268,29053
85.089,395,2267,29049
85.119,398,2267,29043
85.151,403,2267,29040
85.180,398,2267,29040
85.212,398,2266,29037
85.241,405,2265,29015
85.274,392,2263,28992
85.303,395,2261,28969
85.335,398,2259,28937
85.364,398,2256,28903
85.397,405,2255,28894
85.426,399,2255,28890
85.458,392,2255,28891
85.491,401,2254,28885
85.520,397,2254,28876
85.552,398,2251,28840
85.581,396,2247,28795
85.614,395,2245,28761
85.643,394,2241,28715
85.676,393,2240,28701
85.705,395,2240,28702
85.737,397,2239,28692
85.766,392,2238,28679
85.799,401,2234,28629
85.828,392,2231,28579
85.860,395,2229,28559
85.892,396,2227,28537
85.922,393,2227,28532
85.954,403,2227,28537
85.983,396,2228,28540
86.015,395,2223,28478
86.044,398,2220,28446
86.077,408,2219,28426
86.106,399,2218,28417
86.138,398,2218,28412
86.167,404,2216,28387
86.199,393,2215,28384
86.228,399,2215,28377
86.261,391,2214,28368
86.289,395,2214,28371
86.322,397,2215,28374
86.355,401,2214,28365
86.384,391,2213,28355
86.416,402,2215,28382
86.445,397,2220,28442
86.478,396,2220,28439
86.507,398,2220,28445
86.539,396,2224,28496
86.568,398,2229,28552
86.601,403,2224,28496
86.629,394,2223,28481
86.662,391,2223,28479
86.691,392,2221,28461
86.724,407,2219,28436
86.756,402,2215,28377
86.785,392,2211,28323
86.818,402,2206,28263
86.847,396,2201,28196
86.879,402,2198,28158
86.908,395,2182,27955
86.940,394,2175,27873
86.969,395,2175,27864
87.002,399,2175,27867
87.031,393,2174,27851
87.064,398,2174,27853
87.096,400,2174,27856
87.125,390,2173,27842
87.157,398,2169,27786
87.186,395,2166,27748
87.219,390,2162,27702
87.248,403,2160,27679
87.280,397,2160,27677
87.309,393,2159,27663
87.342,396,2157,27633
87.371,393,2156,27628
87.404,397,2156,27620
87.432,403,2155,27608
87.465,392,2154,27596
87.497,395,2153,27579
87.526,388,2150,27548
87.559,391,2148,27516
87.588,398,2145,27486
87.620,408,2144,27475
87.649,394,2143,27461
87.682,404,2143,27459
87.711,398,2144,27473
87.743,391,2144,27471
87.772,403,2145,27481
87.805,406,2145,27485
87.834,390,2146,27491
87.866,398,2147,27502
87.899,389,2147,27504
87.928,400,2147,27505
87.960,401,2148,27515
87.989,400,2147,27507
88.022,395,2148,27521
88.051,397,2148,27525
88.083,400,2148,27527
88.112,402,2148,27522
88.145,399,2148,27526
88.174,399,2149,27530
88.207,401,2149,27537
88.235,400,2150,27543
88.268,395,2150,27541
88.300,395,2149,27537
88.329,401,2149,27531
88.361,393,2148,27524
88.391,404,2148,27522
88.423,400,2147,27512
88.452,395,2148,27516
88.485,395,2148,27520
88.513,406,2148,27525
88.546,396,2148,27518
88.575,398,2147,27514
88.608,396,2148,27521
88.636,396,2148,27514
88.669,400,2148,27523
88.698,394,2148,27526
88.731,398,2148,27526
88.763,404,2148,27523
88.792,389,2148,27525
88.824,395,2149,27530
88.854,392,2149,27533
88.886,398,2149,27535
88.915,392,2149,27537
88.948,400,2150,27540
88.977,409,2149,27536
89.010,398,2150,27541
89.038,396,2149,27537
89.071,398,2150,27547
89.099,397,2150,27546
89.132,403,2150,27548
89.164,402,2150,27546
89.193,397,2150,27543
89.226,397,2149,27539
89.255,410,2150,27546
89.288,395,2150,27543
89.316,401,2150,27546
89.349,396,2150,27542
89.378,396,2149,27537
89.411,401,2149,27533
89.440,398,2146,27490
89.472,396,2142,27449
89.501,400,2142,27440
89.534,400,2141,27429
89.566,402,2140,27424
89.595,398,2140,27417
89.628,389,2139,27400
89.657,401,2136,27362
89.689,393,2131,27298
89.718,395,2126,27233
89.751,400,2125,27227
89.779,399,2125,27223
89.812,402,2123,27197
89.841,396,2118,27132
89.874,394,2116,27116
89.902,395,2115,27103
89.935,395,2115,27094
89.967,393,2113,27071
89.997,399,2112,27062
90.029,393,2112,27059
90.058,395,2113,27070
90.091,398,2113,27079
90.120,398,2114,27084
90.152,400,2115,27093
90.181,388,2115,27096
90.214,406,2115,27096
90.242,395,2115,27098
90.275,399,2115,27098
90.304,400,2115,27095
90.337,397,2115,27097
90.369,403,2115,27101
90.398,406,2115,27100
90.431,397,2115,27101
90.459,400,2116,27106
90.492,396,2116,27112
90.522,391,2117,27119
90.554,401,2118,27139
90.582,400,2121,27170
90.615,402,2123,27197
90.644,398,2123,27200
90.677,407,2124,27211
90.705,396,2123,27207
90.738,391,2124,27212
90.770,392,2124,27215
90.799,402,2125,27225
90.832,400,2126,27233
90.862,400,2127,27245
90.894,394,2130,27290
90.922,405,2131,27309
90.955,397,2133,27331
90.984,401,2134,27346
91.017,395,2136,27361
91.045,398,2138,27391
91.078,395,2138,27399
91.107,401,2140,27414
91.140,391,2140,27416
91.172,396,2140,27413
91.201,400,2140,27421
91.233,402,2144,27464
91.262,394,2146,27498
91.295,405,2148,27518
91.324,393,2148,27516
91.356,404,2148,27527
91.385,400,2150,27549
91.418,402,2151,27562
91.446,400,2152,27572
91.479,401,2154,27601
91.508,403,2155,27610
91.540,411,2156,27622
91.569,395,2158,27655
91.602,394,2160,27673
91.635,399,2160,27680
91.664,401,2161,27681
91.696,397,2161,27686
91.726,401,2162,27697
91.758,397,2163,27717
91.787,400,2165,27743
91.819,404,2170,27799
91.848,390,2173,27847
91.881,401,2175,27864
91.909,402,2175,27870
91.942,397,2182,27957
91.971,400,2190,28062
92.004,399,2195,28120
92.036,396,2199,28180
92.065,397,2205,28251
92.097,403,2214,28363
92.127,394,2219,28433
92.159,395,2221,28458
92.188,398,2226,28517
92.220,395,2229,28554
92.249,400,2230,28567
92.282,395,2230,28578
92.311,402,2233,28615
92.343,393,2236,28645
92.372,396,2239,28687
92.405,402,2239,28681
92.438,391,2241,28707
92.466,398,2245,28767
92.499,394,2250,28822
92.528,398,2255,28891
92.561,398,2255,28898
92.590,401,2258,28933
92.622,406,2258,28931
92.651,395,2258,28936
92.684,402,2260,28952
92.712,396,2266,29037
92.746,395,2275,29143
92.774,400,2278,29184
92.807,393,2289,29324
92.839,391,2300,29467
92.868,397,2310,29593
92.900,396,2319,29706
92.929,393,2330,29849
92.962,403,2335,29923
92.991,401,2341,29995
93.024,392,2350,30108
93.052,397,2354,30158
93.085,395,2354,30158
93.114,392,2354,30161
93.147,397,2357,30200
93.175,392,2359,30223
93.208,394,2360,30235
93.240,391,2361,30251
93.269,392,2365,30304
93.302,391,2368,30340
93.331,397,2373,30406
93.363,392,2375,30425
93.392,391,2378,30468
93.425,393,2379,30487
93.454,393,2380,30493
93.486,393,2381,30503
93.515,395,2387,30581
93.548,388,2390,30628
93.577,392,2396,30696
93.609,398,2400,30748
93.641,388,2405,30808
93.670,391,2411,30886
93.703,395,2415,30937
93.732,388,2417,30963
93.764,391,2423,31043
93.793,390,2430,31133
93.826,402,2433,31171
93.855,394,2435,31193
93.887,383,2435,31197
93.916,386,2435,31201
93.949,383,2436,31210
93.978,391,2437,31229
94.010,396,2441,31280
94.039,388,2445,31321
94.072,386,2446,31337
94.104,393,2448,31363
94.133,390,2454,31443
94.166,393,2455,31460
94.195,382,2458,31486
94.227,389,2457,31486
94.256,387,2459,31505
94.289,398,2460,31518
94.318,374,2460,31516
94.350,378,2461,31527
94.379,380,2462,31544
94.412,384,2462,31547
94.440,380,2463,31553
94.473,388,2462,31546
94.506,375,2463,31561
94.535,389,2464,31568
94.567,379,2464,31573
94.596,376,2464,31572
94.629,386,2464,31565
94.657,382,2463,31563
94.690,374,2463,31552
94.719,384,2462,31539
94.752,386,2461,31527
94.780,380,2461,31526
94.813,373,2460,31524
94.842,386,2460,31520
94.875,379,2459,31509
94.907,389,2458,31489
94.936,387,2455,31459
94.968,387,2454,31438
94.997,382,2452,31413
95.030,382,2448,31361
95.059,380,2445,31332
95.091,388,2445,31327
95.120,388,2445,31323
95.153,389,2442,31291
95.182,391,2438,31241
95.214,383,2435,31204
95.243,386,2435,31197
95.276,385,2435,31194
95.304,384,2435,31192
95.337,390,2434,31187
95.370,383,2432,31158
95.399,384,2431,31147
95.431,384,2431,31149
95.460,391,2430,31138
95.493,385,2430,31136
95.522,390,2430,31138
95.554,390,2430,31139
95.583,382,2430,31132
95.616,390,2429,31127
95.644,384,2429,31124
95.677,394,2429,31120
95.706,398,2429,31121
95.739,386,2429,31122
95.771,387,2429,31121
95.800,390,2429,31122
95.833,386,2429,31126
95.862,391,2429,31127
95.894,383,2429,31120
95.923,392,2429,31120
95.956,385,2429,31127
95.984,379,2429,31122
96.017,378,2429,31116
96.046,385,2428,31114
96.079,390,2428,31104
96.107,382,2428,31114
96.140,389,2429,31118
96.173,396,2429,31117
96.201,394,2429,31124
96.234,396,2429,31127
96.263,405,2430,31130
96.295,396,2430,31128
96.324,388,2430,31136
96.357,385,2430,31134
96.386,381,2431,31147
96.418,389,2431,31145
96.447,392,2431,31153
96.480,384,2434,31179
96.509,386,2435,31192
96.542,389,2434,31191
96.571,392,2435,31197
96.603,396,2435,31197
96.636,383,2435,31195
96.665,387,2435,31199
96.697,395,2435,31203
96.726,387,2437,31221
96.759,384,2438,31242
96.788,390,2440,31257
96.820,390,2441,31271
96.849,381,2443,31301
96.882,387,2443,31305
96.910,383,2444,31315
96.943,389,2445,31320
96.971,390,2445,31324
97.004,383,2445,31327
97.037,382,2445,31326
97.066,384,2445,31327
97.098,372,2446,31333
97.127,390,2445,31329
97.160,392,2445,31325
97.189,382,2446,31341
97.221,382,2446,31344
97.250,379,2448,31367
97.283,391,2449,31374
97.311,385,2448,31369
97.344,386,2448,31368
97.373,384,2448,31366
97.406,382,2447,31355
97.435,382,2447,31357
97.468,385,2449,31376
97.500,381,2449,31373
97.530,385,2448,31365
97.561,387,2449,31376
97.590,390,2449,31375
97.623,389,2449,31379
97.652,386,2448,31362
97.685,388,2448,31368
97.713,388,2449,31375
97.746,393,2449,31374
97.775,384,2449,31372
97.808,384,2449,31375
97.836,382,2448,31369
97.869,385,2449,31378
97.902,389,2450,31393
97.930,390,2451,31406
97.963,384,2452,31414
97.992,390,2453,31427
98.024,382,2454,31437
98.054,389,2454,31439
98.086,381,2454,31440
98.114,386,2454,31436
98.147,378,2454,31436
98.176,383,2454,31443
98.208,382,2455,31448
98.237,380,2454,31444
98.270,387,2455,31453
98.303,382,2455,31455
98.332,383,2457,31482
98.364,385,2459,31507
98.393,384,2459,31510
98.426,386,2460,31517
98.455,380,2460,31521
98.487,382,2460,31524
98.516,371,2461,31526
98.549,389,2460,31524
98.577,380,2461,31529
98.610,386,2462,31541
98.639,386,2462,31544
98.672,385,2463,31554
98.704,380,2464,31568
98.733,380,2465,31577
98.765,380,2465,31589
98.794,380,2466,31598
98.827,382,2468,31617
98.856,389,2468,31621
98.888,385,2468,31625
98.917,384,2469,31631
98.950,383,2469,31633
98.979,383,2469,31639
99.011,379,2470,31642
99.040,378,2470,31647
99.073,381,2470,31651
99.102,379,2470,31652
99.134,379,2470,31649
99.167,384,2470,31652
99.196,383,2470,31649
99.228,375,2470,31648
99.257,384,2471,31653
99.290,372,2470,31651
99.319,382,2470,31652
99.352,383,2471,31661
99.380,383,2471,31664
99.413,382,2471,31663
99.442,383,2471,31658
99.474,385,2471,31654
99.503,384,2472,31666
99.536,386,2472,31670
99.568,393,2472,31676
99.597,379,2473,31687
99.630,378,2474,31692
99.659,380,2473,31689
99.692,378,2474,31693
99.720,382,2474,31694
99.753,382,2473,31689
99.782,374,2474,31699
99.815,379,2474,31704
99.844,381,2475,31706
99.877,374,2474,31703
99.905,376,2475,31709
99.938,376,2475,31709
99.970,380,2475,31711
99.999,381,2475,31710
100.031,376,2475,31710
100.060,381,2475,31709
100.093,374,2475,31712
100.123,381,2475,31714
100.155,380,2475,31711
100.184,380,2475,31708
100.216,387,2475,31706
100.244,375,2475,31715
100.277,377,2475,31714
100.306,381,2476,31718
100.338,386,2475,31716
100.367,381,2475,31716
100.400,380,2476,31721
100.432,379,2476,31717
100.461,382,2475,31715
100.494,376,2476,31721
100.523,378,2475,31712
100.555,385,2475,31711
100.585,380,2476,31720
100.617,372,2476,31723
100.646,377,2476,31725
100.679,376,2476,31724
100.708,378,2476,31719
100.740,370,2476,31726
100.769,378,2475,31714
100.803,375,2477,31731
100.834,376,2477,31742
100.863,367,2478,31744
100.895,373,2477,31738
100.925,379,2478,31745
100.957,377,2478,31745
100.986,380,2478,31745
101.019,379,2478,31754
101.047,385,2478,31751
101.080,381,2478,31744
101.109,370,2478,31747
101.142,378,2478,31754
101.171,378,2478,31748
101.203,381,2479,31762
101.235,374,2479,31766
101.264,384,2480,31771
101.297,378,2480,31772
101.326,372,2480,31771
101.358,378,2480,31774
101.387,378,2480,31774
101.420,377,2480,31774
101.449,377,2480,31776
101.481,375,2480,31774
101.511,378,2480,31773
101.543,371,2480,31771
101.572,381,2480,31777
101.605,376,2481,31781
101.633,381,2481,31782
101.666,369,2481,31786
101.698,377,2481,31789
101.728,375,2482,31799
101.760,370,2483,31808
101.789,378,2484,31824
101.821,377,2484,31823
101.850,374,2484,31829
101.883,374,2484,31832
101.911,380,2485,31834
101.945,373,2486,31845
101.973,376,2486,31846
102.006,375,2486,31856
102.035,377,2486,31854
102.067,375,2487,31865
102.099,374,2488,31872
102.129,376,2489,31891
102.161,370,2489,31895
102.190,372,2490,31906
102.222,381,2490,31906
102.251,374,2491,31922
102.284,370,2492,31932
102.312,370,2493,31941
102.345,369,2494,31950
102.374,370,2494,31958
102.407,371,2495,31964
102.435,377,2495,31966
102.468,371,2495,31963
102.497,372,2495,31967
102.530,371,2494,31957
102.562,368,2495,31964
102.591,366,2495,31968
102.624,371,2495,31969
102.652,361,2495,31965
102.685,366,2495,31969
102.714,362,2495,31969
102.747,374,2495,31966
102.775,363,2495,31963
102.808,370,2495,31972
102.837,373,2495,31971
102.870,371,2496,31974
102.898,369,2495,31970
102.931,366,2495,31969
102.963,373,2496,31976
102.993,369,2496,31975
103.025,370,2496,31977
103.054,369,2495,31972
103.086,365,2496,31973
103.115,364,2495,31971
103.148,371,2495,31971
103.177,360,2495,31972
103.209,367,2496,31975
103.238,374,2495,31972
103.271,370,2496,31976
103.300,364,2495,31972
103.333,369,2496,31973
103.361,369,2496,31973
103.394,365,2496,31975
103.426,365,2495,31970
103.455,365,2495,31969
103.488,363,2495,31968
103.517,368,2495,31963
103.549,367,2495,31971
103.578,367,2495,31970
103.611,362,2495,31969
103.640,363,2495,31973
103.672,366,2495,31970
103.701,369,2496,31974
103.734,367,2495,31962
103.762,363,2495,31972
103.795,370,2495,31973
103.828,369,2495,31968
103.857,366,2495,31962
103.889,372,2496,31973
103.918,369,2495,31967
103.951,371,2496,31973
103.980,369,2495,31969
104.012,371,2495,31968
104.041,371,2496,31974
104.074,367,2496,31974
104.103,363,2495,31972
104.135,367,2496,31975
104.164,368,2496,31974
104.197,375,2495,31969
104.229,367,2496,31974
104.258,364,2495,31969
104.291,365,2495,31971
104.320,364,2496,31974
104.352,366,2495,31970
104.381,370,2496,31977
104.414,372,2496,31974
104.443,376,2495,31971
104.475,367,2496,31977
104.504,368,2495,31965
104.537,366,2495,31971
104.565,370,2495,31970
104.598,376,2495,31971
104.627,373,2495,31969
104.659,375,2495,31970
104.692,370,2495,31967
104.721,369,2495,31968
104.754,363,2495,31968
104.782,372,2495,31968
104.815,358,2495,31961
104.844,372,2495,31965
104.876,364,2495,31965
104.905,367,2495,31966
104.938,367,2495,31965
104.967,369,2495,31966
105.000,370,2495,31963
105.029,369,2495,31966
105.061,366,2495,31962
105.090,371,2494,31960
105.123,363,2495,31965
105.155,373,2495,31967
105.184,367,2495,31966
105.217,367,2495,31965
105.246,365,2494,31959
105.278,364,2495,31966
105.308,375,2495,31963
105.340,372,2495,31964
105.369,373,2495,31963
105.401,370,2495,31964
105.430,369,2495,31962
105.463,365,2494,31958
105.492,377,2495,31963
105.525,376,2495,31963
105.557,368,2495,31962
105.586,369,2495,31965
105.618,373,2495,31965
105.647,369,2495,31962
105.679,372,2495,31962
105.709,375,2495,31964
105.741,372,2494,31959
105.770,374,2495,31962
105.803,366,2495,31965
105.831,368,2494,31957
105.864,371,2494,31958
105.893,368,2494,31953
105.926,375,2492,31930
105.958,369,2491,31911
105.988,379,2489,31896
106.020,379,2487,31866
106.049,380,2486,31848
106.081,379,2485,31842
106.110,381,2484,31830
106.143,375,2483,31810
106.171,382,2481,31790
106.204,380,2481,31782
106.233,370,2480,31780
106.265,382,2480,31772
106.294,386,2480,31771
106.327,381,2479,31762
106.356,384,2476,31720
106.389,379,2474,31703
106.421,381,2472,31666
106.450,387,2469,31637
106.482,378,2468,31618
106.511,388,2465,31587
106.545,381,2462,31549
106.573,383,2460,31524
106.606,388,2460,31521
106.634,381,2460,31515
106.667,384,2459,31508
106.696,379,2460,31512
106.728,380,2458,31494
106.757,383,2456,31463
106.790,389,2455,31449
106.822,385,2454,31438
106.851,384,2454,31438
106.884,388,2454,31440
106.913,387,2453,31427
106.945,385,2452,31411
106.975,383,2448,31366
107.007,383,2447,31358
107.036,383,2446,31343
107.068,389,2446,31337
107.097,383,2444,31317
107.129,386,2441,31281
107.158,383,2439,31251
107.191,381,2437,31219
107.223,381,2435,31202
107.253,390,2435,31197
107.285,391,2435,31197
107.314,384,2435,31198
107.346,387,2434,31191
107.376,387,2434,31182
107.408,395,2431,31145
107.437,387,2430,31133
107.470,395,2426,31083
107.499,393,2420,31011
107.531,389,2417,30966
107.560,398,2415,30939
107.593,387,2414,30924
107.622,396,2408,30846
107.654,387,2405,30808
107.686,392,2401,30764
107.715,393,2400,30749
107.748,390,2399,30742
107.777,378,2398,30724
107.810,392,2397,30717
107.839,387,2398,30719
107.871,400,2397,30714
107.900,393,2396,30695
107.933,387,2394,30667
107.961,396,2391,30633
107.994,388,2389,30609
108.023,394,2384,30546
108.056,394,2380,30494
108.088,385,2379,30475
108.117,395,2375,30426
108.149,395,2369,30355
108.179,385,2365,30303
108.211,400,2366,30308
108.240,396,2365,30302
108.272,390,2365,30300
108.301,389,2364,30295
108.334,390,2363,30270
108.363,390,2361,30248
108.396,392,2360,30243
108.425,391,2360,30238
108.457,397,2360,30235
108.489,394,2360,30234
108.518,391,2360,30233
108.551,398,2360,30234
108.580,387,2359,30229
108.612,395,2360,30232
108.641,388,2359,30231
108.674,394,2360,30236
108.703,395,2360,30234
108.735,391,2359,30227
108.764,391,2355,30171
108.797,399,2351,30120
108.826,392,2350,30103
108.858,382,2347,30066
108.887,387,2343,30014
108.920,392,2340,29981
108.952,387,2335,29921
108.981,388,2333,29894
109.013,391,2326,29801
109.043,391,2324,29772
109.075,397,2317,29684
109.104,390,2315,29659
109.137,385,2309,29583
109.165,394,2301,29483
109.198,396,2300,29463
109.227,398,2296,29422
109.259,397,2293,29384
109.288,392,2288,29309
109.321,401,2285,29276
109.353,397,2285,29276
109.382,398,2285,29280
109.415,394,2283,29256
109.444,394,2279,29199
109.477,395,2279,29196
109.505,392,2279,29198
109.539,396,2278,29182
109.567,397,2276,29164
109.600,393,2276,29156
109.628,391,2275,29150
109.661,393,2275,29146
109.690,399,2273,29122
109.723,398,2270,29083
109.755,394,2264,29012
109.784,398,2260,28950
109.816,399,2256,28899
109.845,396,2254,28884
109.878,396,2251,28846
109.907,395,2249,28821
109.940,393,2247,28790
109.968,399,2246,28779
110.001,396,2245,28768
110.030,407,2246,28774
110.062,401,2245,28766
110.091,400,2245,28758
110.124,394,2243,28738
110.156,397,2241,28715
110.185,395,2240,28706
110.218,399,2240,28703
110.246,403,2240,28702
110.279,395,2240,28703
110.308,401,2240,28696
110.341,390,2238,28676
110.370,395,2237,28661
110.402,395,2236,28655
110.431,399,2237,28655
110.464,399,2237,28662
110.493,399,2238,28669
110.526,397,2238,28674
110.554,400,2239,28685
110.587,398,2240,28697
110.619,397,2241,28706
110.648,389,2241,28707
110.681,395,2241,28707
110.710,397,2243,28734
110.742,397,2245,28760
110.772,404,2245,28762
110.804,393,2246,28776
110.833,394,2246,28780
110.865,388,2246,28771
110.895,402,2244,28754
110.927,398,2241,28708
110.955,406,2240,28703
110.988,401,2240,28703
111.020,391,2240,28698
111.049,399,2240,28700
111.082,398,2240,28696
111.111,390,2238,28669
111.143,405,2235,28632
111.172,395,2234,28627
111.205,398,2233,28608
111.234,405,2232,28593
111.266,392,2230,28575
111.295,393,2227,28538
111.328,396,2222,28473
111.357,395,2220,28446
111.390,396,2220,28440
111.418,393,2217,28408
111.451,395,2216,28396
111.483,409,2216,28389
111.512,408,2214,28364
111.545,395,2206,28262
111.573,402,2205,28253
111.606,399,2204,28232
111.635,395,2200,28191
111.667,397,2200,28187
111.697,404,2200,28183
111.730,402,2198,28162
111.759,400,2197,28148
111.791,398,2195,28123
