t_s,gap_mm,hall_mV,adc16
33.346,61,2375,30427
33.375,58,2366,30314
33.408,59,2362,30257
33.436,60,2360,30237
33.470,59,2351,30121
33.498,58,2340,29975
33.530,55,2337,29947
33.559,55,2344,30030
33.592,56,2349,30100
33.621,56,2350,30108
33.654,57,2341,29995
33.682,58,2335,29923
33.715,57,2336,29927
33.744,59,2335,29917
33.777,57,2326,29806
33.806,56,2317,29686
33.838,57,2307,29557
33.867,54,2289,29326
33.899,55,2266,29029
33.928,53,2240,28702
33.961,52,2215,28379
33.989,50,2200,28191
34.023,51,2207,28276
34.051,54,2215,28386
34.083,52,2215,28385
34.112,52,2211,28325
34.145,49,2210,28309
34.174,51,2217,28409
34.206,50,2221,28452
34.235,52,2226,28520
34.268,55,2230,28574
34.297,52,2215,28379
34.329,49,2189,28048
34.358,49,2175,27866
34.391,52,2182,27962
34.419,51,2200,28182
34.452,51,2220,28445
34.481,52,2241,28709
34.513,55,2260,28961
34.543,53,2275,29147
34.575,54,2277,29173
34.604,55,2285,29277
34.637,51,2290,29336
34.665,58,2299,29461
34.698,55,2301,29480
34.727,52,2304,29520
34.760,55,2304,29517
34.788,57,2300,29474
34.821,55,2300,29470
34.850,59,2296,29414
34.882,59,2285,29275
34.911,60,2285,29281
34.943,59,2283,29252
34.972,57,2275,29149
35.004,56,2265,29024
35.033,57,2246,28772
35.066,53,2214,28363
35.095,54,2153,27589
35.127,53,2062,26424
35.156,52,1981,25386
35.189,46,1907,24427
35.218,48,1863,23864
35.250,47,1869,23943
35.279,46,1931,24738
35.312,47,1999,25610
35.341,49,2040,26142
35.369,49,2041,26148
35.402,52,2029,25994
35.431,48,2020,25884
35.464,49,2040,26141
35.492,50,2060,26395
35.525,51,2065,26451
35.554,49,2063,26427
35.586,51,2060,26397
35.615,53,2058,26370
35.648,50,2059,26387
35.676,52,2060,26398
35.709,52,2062,26413
35.738,52,2065,26456
35.771,49,2065,26461
35.800,49,2067,26487
35.832,51,2075,26586
35.861,52,2087,26741
35.894,51,2104,26953
35.922,49,2116,27114
35.955,49,2124,27208
35.984,49,2126,27244
36.017,50,2128,27260
36.045,50,2130,27296
36.078,50,2126,27244
36.107,51,2115,27097
36.139,50,2110,27031
36.168,50,2095,26845
36.201,50,2085,26709
36.229,51,2075,26581
36.262,52,2073,26559
36.291,51,2073,26555
36.324,50,2073,26566
36.352,52,2075,26587
36.385,50,2085,26711
36.414,48,2096,26854
36.446,46,2105,26970
36.475,47,2115,27095
36.508,50,2116,27111
36.537,46,2117,27118
36.569,47,2130,27296
36.598,48,2151,27561
36.631,47,2171,27817
36.660,47,2215,28376
36.692,49,2246,28775
36.721,49,2298,29443
36.753,48,2299,29458
36.782,48,2301,29479
36.815,49,2312,29627
36.844,47,2335,29920
36.876,47,2339,29974
36.905,49,2353,30146
36.934,47,2360,30236
36.967,46,2359,30230
36.995,48,2360,30234
37.028,48,2357,30193
37.057,49,2341,29989
37.090,47,2326,29799
37.118,47,2311,29611
37.151,47,2276,29164
37.180,48,2257,28917
37.212,49,2244,28755
37.241,48,2238,28670
37.274,49,2230,28573
37.302,47,2230,28574
37.335,47,2227,28528
37.364,48,2222,28465
37.397,48,2217,28411
37.425,49,2212,28336
37.458,49,2204,28242
37.487,48,2198,28161
37.519,49,2179,27918
37.548,48,2167,27763
37.581,49,2153,27587
37.610,48,2141,27432
37.642,48,2150,27546
37.671,49,2159,27662
37.704,47,2163,27715
37.733,49,2168,27773
37.765,48,2161,27683
37.794,46,2159,27659
37.827,46,2159,27663
37.856,48,2165,27745
37.888,49,2159,27667
37.918,50,2150,27542
37.950,46,2140,27423
37.979,49,2137,27377
38.011,49,2136,27365
38.040,49,2123,27201
38.069,50,2123,27205
38.102,48,2118,27142
38.130,48,2123,27201
38.163,50,2123,27196
38.192,48,2115,27102
38.224,48,2108,27002
38.253,49,2088,26757
38.286,50,2075,26587
38.315,49,2065,26456
38.347,48,2055,26323
38.376,50,2061,26403
38.409,47,2069,26510
38.438,49,2069,26511
38.470,49,2067,26484
38.499,49,2069,26509
38.532,48,2081,26666
38.560,51,2101,26919
38.593,50,2103,26942
38.622,49,2100,26911
38.654,49,2104,26958
38.683,47,2115,27102
38.716,47,2140,27422
38.745,47,2161,27687
38.777,49,2184,27986
38.806,50,2200,28186
38.839,48,2215,28380
38.868,48,2235,28635
38.900,49,2260,28950
38.929,52,2297,29424
38.962,52,2320,29722
38.991,55,2347,30068
39.023,55,2369,30358
39.053,58,2395,30690
39.084,59,2415,30940
39.113,61,2432,31158
39.146,64,2442,31281
39.175,70,2452,31411
39.207,67,2457,31475
39.236,69,2460,31519
39.269,63,2463,31561
39.298,65,2465,31588
39.330,64,2465,31588
39.359,59,2467,31607
39.391,61,2471,31653
39.421,62,2473,31680
39.453,63,2475,31711
39.482,66,2475,31715
39.514,70,2477,31741
39.543,66,2480,31772
39.572,67,2480,31776
39.604,72,2481,31783
39.633,68,2481,31786
39.666,71,2481,31792
39.695,69,2482,31799
39.728,71,2483,31813
39.757,74,2484,31828
39.790,73,2484,31827
39.818,70,2484,31824
39.851,72,2483,31811
39.879,73,2482,31800
39.912,75,2481,31792
39.941,75,2481,31793
39.974,73,2481,31791
40.002,73,2481,31787
40.035,74,2481,31790
40.064,75,2482,31797
40.097,75,2483,31807
40.125,75,2484,31824
40.158,71,2485,31833
40.187,71,2484,31824
40.219,73,2484,31822
40.248,74,2483,31818
40.281,75,2483,31818
40.309,73,2484,31823
40.342,69,2484,31828
40.371,72,2484,31824
40.404,74,2485,31833
40.432,74,2485,31836
40.465,74,2485,31843
40.493,72,2485,31844
40.526,71,2486,31853
40.555,68,2486,31852
40.588,67,2486,31851
40.617,65,2486,31846
40.649,65,2486,31846
40.678,65,2485,31839
40.710,65,2485,31840
40.739,63,2484,31832
40.772,60,2484,31821
40.801,60,2483,31811
40.833,60,2482,31806
40.862,48,2482,31795
40.894,59,2481,31785
40.924,64,2481,31792
40.953,61,2482,31801
40.986,59,2483,31819
41.014,42,2485,31837
41.047,36,2485,31835
41.075,40,2485,31842
41.108,48,2485,31839
41.137,48,2485,31839
41.169,53,2484,31831
41.198,58,2485,31836
41.231,55,2485,31838
41.259,62,2484,31829
41.292,64,2484,31821
41.321,64,2483,31819
41.354,64,2484,31823
41.383,53,2484,31829
41.415,47,2485,31836
41.444,37,2485,31836
41.477,35,2485,31841
41.506,35,2485,31842
41.538,36,2486,31846
41.567,35,2485,31841
41.599,43,2486,31847
41.628,51,2486,31848
41.661,54,2486,31850
41.690,47,2485,31843
41.722,49,2486,31845
41.751,47,2486,31846
41.783,48,2486,31845
41.812,51,2486,31848
41.845,53,2485,31839
41.874,50,2485,31842
41.906,50,2485,31843
41.935,59,2485,31842
41.968,53,2486,31847
41.997,48,2485,31841
42.029,42,2485,31840
42.059,47,2485,31838
42.091,59,2485,31839
42.120,55,2485,31843
42.152,48,2486,31858
42.182,52,2494,31957
42.213,49,2494,31956
42.243,58,2494,31958
42.275,58,2494,31955
42.304,62,2494,31960
42.336,63,2494,31956
42.366,65,2495,31962
