t_s,gap_mm,hall_mV,adc16
72.934,81,2496,31978
72.965,80,2496,31982
72.995,78,2496,31975
73.027,77,2495,31970
73.056,79,2495,31969
73.084,77,2495,31967
73.117,77,2495,31965
73.146,76,2494,31958
73.179,76,2495,31961
73.207,77,2494,31957
73.240,76,2495,31964
73.269,76,2495,31961
73.302,73,2494,31955
73.331,77,2492,31933
73.364,75,2491,31920
73.392,76,2491,31920
73.425,75,2492,31922
73.454,75,2493,31937
73.486,73,2493,31945
73.515,73,2494,31955
73.547,75,2495,31962
73.577,77,2495,31966
73.609,76,2495,31965
73.637,74,2495,31966
73.670,77,2495,31968
73.699,74,2495,31968
73.732,76,2495,31973
73.761,76,2495,31973
73.793,76,2495,31970
73.822,76,2496,31976
73.855,79,2496,31978
73.884,78,2496,31982
73.916,79,2497,31991
73.945,80,2496,31982
73.977,81,2497,31989
74.007,79,2497,31988
74.039,78,2497,31988
74.068,79,2496,31985
74.101,81,2497,31986
74.129,78,2497,31991
74.162,77,2497,31990
74.191,77,2498,32003
74.223,73,2498,32005
74.252,73,2498,32011
74.285,77,2498,32009
74.314,77,2498,32010
74.346,78,2498,32011
74.375,76,2499,32018
74.408,78,2499,32016
74.436,77,2498,32005
74.469,77,2498,31999
74.498,78,2497,31993
74.530,78,2497,31991
74.560,80,2497,31993
74.592,80,2498,31999
74.621,83,2498,32007
74.653,84,2498,32011
74.682,83,2499,32014
74.715,84,2499,32015
74.744,86,2498,32011
74.776,85,2498,32008
74.805,83,2498,32005
74.837,82,2497,31994
74.866,83,2497,31998
74.899,80,2497,31998
74.928,85,2499,32018
74.960,86,2500,32027
74.989,88,2500,32037
75.021,88,2501,32041
75.051,90,2501,32049
75.083,91,2502,32058
75.112,93,2502,32055
75.145,92,2503,32066
75.174,97,2502,32061
75.203,99,2503,32072
75.235,99,2503,32063
75.267,101,2504,32083
75.296,103,2504,32079
75.325,102,2504,32080
75.358,102,2504,32082
75.386,102,2504,32085
75.419,102,2504,32079
75.448,103,2504,32077
75.481,100,2504,32079
75.509,100,2503,32069
75.542,103,2503,32074
75.571,101,2503,32071
75.604,103,2504,32080
75.633,102,2504,32081
75.665,103,2504,32079
75.694,103,2504,32079
75.727,104,2504,32079
75.756,103,2504,32081
75.788,104,2504,32079
75.817,106,2504,32080
75.849,108,2504,32076
75.878,106,2504,32085
75.911,107,2504,32078
75.940,107,2504,32082
75.972,109,2504,32087
76.001,105,2504,32085
76.034,105,2504,32080
76.063,107,2504,32082
76.095,107,2503,32067
76.124,104,2503,32068
76.157,104,2503,32065
76.185,104,2502,32059
76.219,101,2502,32057
76.247,102,2503,32064
76.280,98,2503,32067
76.309,100,2503,32063
76.341,97,2502,32063
76.370,95,2502,32057
76.403,93,2502,32062
76.431,95,2503,32067
76.464,94,2502,32063
76.492,93,2502,32052
76.525,93,2502,32058
76.554,94,2502,32054
76.587,92,2502,32053
76.616,89,2502,32057
76.648,87,2502,32051
76.677,90,2502,32051
76.709,91,2502,32056
76.739,88,2501,32049
76.771,87,2502,32051
76.800,91,2501,32047
76.833,89,2501,32043
76.862,88,2501,32042
76.894,89,2501,32043
76.923,89,2501,32041
76.955,89,2501,32042
76.985,86,2501,32040
77.017,88,2501,32039
77.046,87,2501,32038
77.078,86,2501,32041
77.107,87,2501,32043
77.140,92,2501,32042
77.169,91,2501,32045
77.201,93,2502,32054
77.230,95,2503,32065
77.263,99,2503,32074
77.291,99,2504,32082
77.324,98,2505,32090
77.353,100,2504,32078
77.386,98,2504,32082
77.415,99,2504,32082
77.447,98,2503,32069
77.475,97,2503,32071
77.508,96,2503,32069
77.537,97,2503,32071
77.569,95,2502,32061
77.598,96,2502,32055
77.631,95,2502,32058
77.659,96,2502,32058
77.692,94,2503,32064
77.721,97,2502,32060
77.753,99,2502,32062
77.783,96,2503,32074
77.815,99,2502,32061
77.844,98,2502,32062
77.877,102,2503,32069
77.906,99,2502,32062
77.938,101,2503,32071
77.967,101,2503,32073
77.999,104,2504,32081
78.029,103,2504,32085
78.061,104,2504,32084
78.090,106,2504,32086
78.122,104,2505,32094
78.152,106,2504,32088
78.184,107,2505,32096
78.213,106,2505,32093
78.245,105,2505,32094
78.274,106,2505,32093
78.303,106,2504,32087
78.336,105,2504,32082
78.365,104,2505,32092
78.398,101,2505,32093
78.426,104,2504,32083
78.459,104,2504,32085
78.487,103,2503,32073
78.520,103,2503,32075
78.549,103,2503,32075
78.582,102,2503,32073
78.610,101,2503,32073
78.643,105,2503,32074
78.672,100,2503,32066
78.705,100,2502,32062
78.733,98,2503,32066
78.766,99,2502,32060
78.794,98,2503,32063
78.827,96,2503,32064
78.856,96,2503,32072
78.889,96,2503,32064
78.918,96,2503,32063
78.951,96,2503,32072
78.979,96,2503,32070
79.012,95,2503,32070
79.041,96,2504,32086
79.073,96,2503,32073
79.102,94,2503,32065
79.135,95,2504,32080
79.163,92,2503,32073
79.196,92,2503,32075
79.224,94,2503,32072
79.258,93,2503,32072
79.286,92,2503,32072
79.319,92,2504,32078
79.348,92,2503,32072
79.380,96,2503,32073
79.409,94,2504,32079
79.441,97,2505,32092
79.470,97,2505,32091
79.503,100,2505,32093
79.531,97,2505,32089
79.564,100,2505,32093
79.593,98,2505,32092
79.626,98,2505,32092
79.655,99,2505,32095
79.688,99,2505,32099
79.716,100,2505,32093
79.749,99,2506,32101
79.777,97,2505,32097
79.810,99,2506,32104
79.838,96,2505,32092
79.871,97,2505,32094
79.900,98,2505,32094
79.933,98,2505,32095
79.961,96,2504,32085
79.994,98,2505,32091
80.023,96,2504,32088
80.056,94,2504,32081
80.084,96,2505,32089
80.117,95,2505,32089
80.146,97,2504,32088
80.179,96,2504,32083
80.207,99,2504,32086
80.240,99,2505,32093
80.269,98,2505,32089
80.302,97,2505,32094
80.330,99,2505,32094
80.363,98,2505,32095
80.392,100,2505,32099
80.424,100,2505,32098
80.453,98,2504,32081
80.486,96,2505,32090
80.515,97,2505,32091
80.547,98,2505,32091
80.576,100,2504,32080
80.609,101,2504,32078
80.638,97,2503,32073
80.670,96,2504,32087
80.699,98,2503,32075
80.731,96,2503,32069
80.760,97,2503,32070
80.793,96,2504,32078
80.822,97,2504,32083
80.854,98,2504,32088
80.884,94,2504,32084
80.916,95,2504,32085
80.945,94,2504,32083
80.977,95,2504,32084
81.006,91,2504,32083
81.039,96,2504,32085
81.068,96,2504,32086
81.101,94,2504,32083
81.129,94,2504,32078
81.162,93,2505,32090
81.191,97,2505,32094
81.223,100,2505,32092
81.252,107,2505,32099
81.284,109,2506,32109
81.314,112,2506,32109
81.346,114,2505,32101
81.375,112,2505,32097
81.407,112,2506,32110
81.436,109,2506,32108
81.469,113,2506,32106
81.498,117,2506,32113
81.530,118,2506,32103
81.559,116,2506,32110
81.592,115,2506,32107
81.620,117,2505,32101
81.653,115,2505,32097
81.682,116,2506,32104
81.715,117,2506,32102
81.744,116,2506,32106
81.776,119,2506,32102
81.805,121,2507,32115
81.838,120,2506,32110
81.867,120,2507,32117
81.900,117,2507,32116
81.928,118,2507,32125
81.961,117,2507,32118
81.993,114,2506,32109
82.022,111,2507,32121
82.054,106,2506,32114
82.083,104,2506,32106
82.116,107,2506,32102
82.144,107,2506,32111
82.177,107,2506,32109
82.206,105,2507,32117
82.239,109,2507,32124
82.268,109,2507,32126
82.300,108,2507,32119
82.329,102,2507,32119
82.362,101,2507,32114
82.391,101,2505,32100
82.423,97,2505,32092
82.452,92,2504,32078
82.484,90,2503,32065
82.513,94,2502,32062
82.546,90,2501,32046
82.576,89,2501,32043
82.608,88,2501,32038
82.637,84,2499,32021
82.669,82,2497,31994
82.698,81,2496,31983
82.730,79,2496,31976
82.760,77,2496,31976
82.789,79,2496,31974
82.820,77,2496,31973
82.849,78,2496,31977
82.883,78,2495,31971
82.911,80,2496,31980
82.944,78,2496,31984
82.972,81,2497,31989
83.005,83,2497,31992
83.033,80,2497,31999
83.066,81,2497,31995
83.095,82,2496,31978
83.128,78,2496,31977
83.156,79,2495,31971
83.189,78,2495,31965
83.218,78,2495,31964
83.250,76,2495,31970
83.279,77,2495,31968
83.312,75,2495,31966
83.341,76,2494,31957
83.373,74,2495,31966
83.402,79,2495,31965
83.435,80,2495,31971
83.463,78,2495,31973
83.496,80,2496,31976
83.525,78,2496,31973
83.558,78,2496,31979
83.586,80,2496,31978
83.619,77,2496,31979
83.648,78,2496,31977
83.680,78,2495,31971
83.709,80,2496,31978
83.742,78,2496,31976
83.771,80,2495,31973
83.803,81,2496,31976
83.832,78,2495,31971
83.865,79,2495,31972
83.894,81,2496,31977
83.926,78,2496,31977
83.955,81,2496,31979
83.988,80,2496,31977
84.016,77,2496,31974
84.049,80,2496,31974
84.078,78,2495,31970
84.110,79,2496,31976
84.139,78,2496,31973
84.172,81,2496,31978
84.201,80,2496,31978
84.233,81,2496,31978
84.262,82,2496,31982
84.295,83,2497,31992
84.323,81,2498,32004
84.356,83,2498,32005
84.385,84,2498,32003
84.418,85,2497,31993
84.446,86,2498,32000
84.479,83,2497,31997
84.508,83,2497,31991
84.540,82,2496,31985
84.569,86,2496,31975
84.602,83,2495,31972
84.631,81,2495,31970
84.663,83,2495,31970
84.692,80,2495,31965
84.721,78,2492,31930
84.754,75,2490,31904
84.782,73,2487,31864
84.815,69,2486,31850
84.844,68,2486,31852
84.877,69,2486,31845
84.905,68,2485,31838
84.938,67,2486,31849
84.967,68,2486,31852
84.999,69,2487,31859
85.028,71,2485,31845
85.061,72,2484,31821
85.090,72,2480,31779
85.122,68,2480,31769
85.151,71,2474,31698
85.184,65,2466,31589
85.213,61,2459,31506
85.245,59,2457,31482
85.274,61,2460,31516
85.306,62,2462,31542
85.335,60,2470,31645
85.368,55,2471,31664
85.397,60,2473,31691
85.429,59,2474,31699
85.458,55,2474,31691
85.491,54,2471,31655
85.519,56,2467,31611
85.552,58,2465,31582
85.581,57,2462,31544
85.613,57,2460,31519
85.642,53,2460,31518
85.675,57,2460,31515
85.704,52,2460,31521
85.736,53,2461,31529
85.765,55,2464,31573
85.798,51,2467,31605
85.827,53,2466,31599
85.859,53,2464,31568
85.889,54,2462,31550
85.917,54,2464,31572
85.950,51,2466,31597
85.979,51,2468,31627
86.012,55,2470,31648
86.040,59,2470,31643
86.073,59,2467,31614
86.101,59,2465,31579
86.134,64,2461,31531
86.163,63,2460,31520
86.196,63,2459,31511
86.224,65,2456,31471
86.257,61,2455,31452
86.286,63,2448,31368
86.318,61,2445,31328
86.347,63,2444,31308
86.380,66,2444,31309
86.409,61,2444,31310
86.442,64,2440,31257
86.470,65,2435,31203
86.503,68,2435,31197
86.531,66,2434,31183
86.564,63,2431,31150
86.593,64,2430,31133
86.625,62,2430,31130
86.654,65,2430,31135
86.687,65,2431,31144
86.716,64,2433,31173
86.748,64,2434,31186
86.778,64,2434,31185
86.810,63,2432,31164
86.839,63,2430,31137
86.871,66,2424,31058
86.900,61,2420,31002
86.933,64,2416,30951
86.962,65,2415,30942
86.994,65,2413,30910
87.023,64,2414,30930
87.056,65,2415,30943
87.085,66,2416,30955
87.117,66,2421,31017
87.146,66,2427,31094
87.179,66,2430,31134
87.208,63,2432,31164
87.240,66,2432,31165
87.269,66,2433,31177
87.301,70,2434,31186
87.330,63,2435,31197
87.363,65,2436,31209
87.392,63,2436,31205
87.424,63,2436,31208
87.453,61,2436,31212
87.485,58,2438,31240
87.515,59,2437,31229
87.547,57,2436,31207
87.576,55,2435,31203
87.609,58,2435,31203
87.638,59,2436,31214
87.670,61,2442,31289
87.699,61,2449,31379
87.731,62,2457,31477
87.760,67,2460,31522
87.789,63,2464,31572
87.822,62,2466,31601
87.851,64,2468,31623
87.884,62,2468,31624
87.912,57,2468,31615
87.945,59,2467,31605
87.974,62,2465,31586
88.006,61,2463,31557
88.035,60,2462,31540
88.068,55,2461,31536
88.096,64,2461,31534
88.129,67,2461,31529
88.158,64,2461,31528
88.190,63,2461,31528
88.220,61,2461,31526
88.252,66,2461,31535
88.280,66,2461,31535
88.314,65,2460,31520
88.342,62,2460,31515
88.375,65,2460,31513
88.404,66,2460,31515
88.436,63,2461,31526
88.465,63,2461,31530
88.498,64,2462,31547
88.526,65,2465,31579
88.559,61,2466,31597
88.588,65,2465,31588
88.620,64,2465,31581
88.649,65,2465,31586
88.682,65,2466,31594
88.711,65,2467,31614
88.743,65,2469,31636
88.772,61,2470,31641
88.804,63,2470,31647
88.833,58,2470,31646
88.866,69,2469,31636
88.894,63,2468,31624
88.927,65,2466,31601
88.956,68,2465,31578
88.989,65,2463,31558
89.018,63,2461,31532
89.050,64,2461,31530
89.079,66,2461,31531
89.111,66,2463,31560
89.141,65,2466,31600
89.173,64,2468,31622
89.202,66,2470,31642
89.234,68,2471,31655
89.264,66,2471,31656
89.292,67,2471,31656
89.325,63,2470,31650
89.354,63,2470,31650
89.386,64,2470,31645
89.415,65,2468,31619
89.448,66,2465,31581
89.476,65,2461,31532
89.509,65,2460,31521
89.538,63,2460,31515
89.571,67,2459,31507
89.599,66,2459,31505
89.633,65,2460,31521
89.661,59,2464,31571
89.694,61,2469,31640
89.722,56,2471,31663
89.755,56,2474,31695
89.784,59,2476,31717
89.817,55,2476,31725
89.845,61,2476,31725
89.878,63,2476,31722
89.907,66,2475,31716
89.939,65,2475,31711
89.968,65,2472,31677
90.001,66,2471,31655
90.029,66,2470,31645
90.062,64,2467,31614
90.091,65,2463,31561
90.124,67,2461,31535
90.152,65,2461,31530
90.185,62,2461,31534
90.214,62,2461,31534
90.246,63,2461,31529
90.275,66,2460,31522
90.308,64,2460,31522
90.337,63,2460,31517
90.369,63,2459,31500
90.398,66,2455,31449
90.430,61,2446,31340
90.460,64,2436,31213
90.492,64,2434,31180
90.521,62,2421,31022
90.550,62,2414,30933
90.583,62,2406,30820
90.611,64,2401,30764
90.644,62,2400,30750
90.673,61,2399,30735
90.706,59,2393,30659
90.734,59,2390,30627
90.767,62,2390,30623
90.796,58,2389,30614
90.828,58,2387,30589
90.858,60,2389,30606
90.890,60,2393,30665
90.919,59,2399,30737
90.952,57,2400,30751
90.980,59,2400,30751
91.013,57,2400,30756
91.041,59,2401,30763
91.073,62,2404,30795
91.102,65,2402,30780
91.135,63,2403,30787
91.164,65,2405,30814
91.196,63,2407,30836
91.225,64,2409,30863
91.258,64,2409,30863
91.287,62,2407,30842
91.320,59,2407,30844
91.348,60,2407,30840
91.381,60,2407,30843
91.410,60,2409,30868
91.442,63,2415,30942
91.471,65,2418,30974
91.504,60,2421,31024
91.533,61,2428,31107
91.565,60,2431,31150
91.594,63,2435,31196
91.627,63,2435,31204
91.656,65,2439,31248
91.688,66,2441,31281
91.717,61,2440,31265
91.750,61,2437,31227
91.779,61,2436,31205
91.811,64,2435,31198
91.840,63,2431,31153
91.872,66,2428,31110
91.902,65,2426,31083
91.934,67,2424,31054
91.963,62,2424,31059
91.995,66,2427,31099
92.024,63,2430,31140
92.057,65,2433,31175
92.087,66,2435,31197
92.118,66,2435,31197
92.147,65,2435,31198
92.180,68,2435,31198
92.209,66,2435,31194
92.241,67,2435,31195
92.270,68,2434,31181
92.299,66,2432,31159
92.331,63,2431,31141
92.360,67,2428,31109
92.393,65,2428,31109
92.422,64,2431,31150
92.454,62,2435,31197
92.483,63,2436,31206
92.516,62,2438,31237
92.544,61,2442,31292
92.577,58,2445,31327
92.606,63,2445,31330
92.639,61,2437,31226
92.667,64,2432,31154
92.700,66,2416,30953
92.729,63,2402,30770
92.762,63,2387,30589
92.790,62,2369,30355
92.823,58,2359,30230
92.852,57,2345,30050
92.885,55,2336,29930
92.913,55,2335,29914
92.946,57,2335,29918
92.974,56,2342,30006
93.007,59,2356,30182
93.036,56,2361,30245
93.069,59,2366,30308
93.097,57,2367,30328
93.130,59,2367,30328
93.159,61,2366,30313
93.191,60,2360,30242
93.221,58,2353,30145
93.253,59,2343,30013
93.281,58,2340,29984
93.314,58,2338,29961
93.343,58,2338,29953
93.375,60,2337,29936
93.404,57,2341,29991
93.437,57,2350,30103
93.466,61,2358,30207
93.499,60,2362,30259
93.527,59,2373,30406
93.560,60,2379,30483
93.589,60,2379,30479
93.621,61,2376,30445
93.650,62,2374,30420
93.683,64,2372,30393
93.712,61,2366,30317
93.744,60,2361,30244
93.773,57,2360,30235
93.805,55,2358,30212
93.835,57,2358,30212
93.867,59,2360,30235
93.896,54,2361,30248
93.929,56,2361,30252
93.958,59,2361,30247
93.990,57,2360,30232
94.019,58,2351,30119
94.051,54,2335,29918
94.080,56,2316,29671
94.109,54,2296,29415
94.142,55,2272,29106
94.171,53,2241,28706
94.203,53,2201,28203
94.233,52,2163,27717
94.265,51,2160,27681
94.293,54,2192,28084
94.326,51,2221,28450
94.355,55,2241,28710
94.388,54,2254,28882
94.416,54,2263,28990
94.449,54,2275,29146
94.477,55,2275,29151
94.510,54,2274,29132
94.539,56,2271,29096
94.572,54,2269,29066
94.601,53,2263,28996
94.633,55,2255,28897
94.662,54,2245,28768
94.694,55,2239,28685
94.724,52,2234,28629
94.756,51,2230,28576
94.786,53,2230,28573
94.817,52,2223,28486
94.847,53,2222,28472
94.879,54,2221,28454
94.908,52,2214,28364
94.940,52,2200,28193
94.969,51,2212,28342
95.002,54,2236,28648
95.031,54,2246,28778
95.063,56,2246,28770
95.092,54,2237,28666
95.124,54,2225,28513
95.154,56,2222,28463
95.186,52,2229,28555
95.215,53,2230,28565
95.247,52,2225,28501
95.277,55,2231,28579
95.309,55,2235,28638
95.338,52,2229,28557
95.370,53,2220,28447
95.400,52,2220,28439
95.432,54,2221,28451
95.461,55,2229,28554
95.493,53,2230,28572
95.522,54,2227,28539
95.554,54,2229,28563
95.583,54,2230,28571
95.612,55,2219,28434
95.645,55,2196,28136
95.673,53,2160,27681
95.706,50,2127,27252
95.735,51,2094,26835
95.768,52,2074,26575
95.796,50,2089,26765
95.829,49,2119,27149
95.858,53,2157,27642
95.890,49,2181,27939
95.919,51,2201,28199
95.952,50,2222,28465
95.981,49,2239,28692
96.014,48,2245,28764
96.042,51,2246,28776
96.075,48,2248,28798
96.103,50,2247,28788
96.136,48,2236,28649
96.165,49,2219,28433
96.198,48,2203,28229
96.227,47,2199,28180
96.259,49,2167,27769
96.288,49,2140,27415
96.321,47,2124,27219
96.349,47,2146,27491
96.382,51,2160,27668
96.411,51,2164,27720
96.443,50,2170,27809
96.472,50,2186,28002
96.505,48,2200,28183
96.534,48,2199,28171
96.567,49,2188,28032
96.595,48,2175,27871
96.628,48,2175,27871
96.657,49,2166,27752
96.689,47,2152,27567
96.718,49,2145,27486
96.751,50,2146,27497
96.780,50,2156,27620
96.812,50,2168,27781
96.841,48,2180,27936
96.873,51,2195,28120
96.903,52,2200,28191
96.935,50,2200,28193
96.964,52,2200,28185
96.996,50,2195,28122
97.026,52,2180,27927
97.058,51,2164,27721
97.087,50,2142,27447
97.119,50,2134,27342
97.148,46,2136,27362
97.180,49,2139,27411
97.210,45,2160,27669
97.239,47,2176,27876
97.272,46,2180,27932
97.300,49,2136,27372
97.332,48,2077,26615
97.361,48,2060,26394
97.394,49,2075,26583
97.423,47,2115,27101
97.455,50,2167,27770
97.484,48,2221,28457
97.517,48,2241,28716
97.546,46,2246,28774
97.578,52,2246,28773
97.607,50,2252,28851
97.640,52,2255,28891
97.669,50,2256,28902
97.702,50,2260,28951
97.730,49,2265,29024
97.762,49,2259,28948
97.791,51,2247,28793
97.823,50,2250,28830
97.852,51,2255,28892
97.885,52,2259,28945
97.914,50,2254,28879
97.946,50,2242,28728
97.975,50,2240,28702
98.008,50,2240,28697
98.037,47,2238,28674
98.070,49,2188,28036
98.099,48,2142,27441
98.131,48,2111,27041
98.160,48,2079,26636
98.192,47,2068,26502
98.222,49,2078,26627
98.254,49,2115,27097
98.283,47,2137,27380
98.315,49,2155,27606
98.344,49,2156,27620
98.376,48,2151,27556
98.405,48,2148,27525
98.438,48,2135,27359
98.467,47,2107,26994
98.499,51,2075,26592
98.528,47,2054,26311
98.561,48,2084,26697
98.590,48,2159,27658
98.618,47,2207,28271
98.651,48,2217,28402
98.680,51,2242,28721
98.713,53,2281,29224
98.741,53,2326,29806
98.774,58,2363,30272
98.803,61,2396,30702
98.836,61,2416,30951
98.864,61,2435,31198
98.897,61,2452,31413
98.926,59,2461,31533
98.958,57,2471,31661
98.987,62,2477,31739
99.020,62,2480,31774
99.048,66,2481,31789
99.081,73,2484,31820
99.110,68,2485,31834
99.142,71,2485,31842
99.171,71,2486,31852
99.204,71,2486,31857
99.233,68,2487,31864
99.265,75,2487,31869
99.294,72,2487,31858
99.327,73,2486,31853
99.355,69,2485,31842
99.388,69,2486,31849
99.417,67,2486,31845
99.449,63,2486,31854
99.478,60,2486,31851
99.511,56,2486,31846
99.540,66,2485,31844
99.572,59,2485,31841
99.601,63,2485,31844
99.630,65,2486,31847
99.663,69,2486,31855
99.691,68,2488,31873
99.724,67,2489,31891
99.753,62,2490,31908
99.786,62,2490,31905
99.814,59,2489,31896
99.847,64,2490,31903
99.876,62,2490,31900
99.908,61,2489,31886
99.937,61,2486,31854
99.970,64,2486,31845
99.998,71,2482,31798
100.031,69,2480,31779
100.060,66,2479,31759
100.093,63,2475,31711
100.121,61,2470,31651
100.154,59,2465,31579
100.183,56,2461,31528
100.215,56,2463,31560
100.244,55,2469,31638
100.277,52,2474,31691
100.306,50,2477,31735
100.338,52,2479,31768
100.367,46,2480,31777
100.400,39,2480,31780
100.429,42,2480,31778
100.461,43,2480,31779
100.490,41,2480,31779
100.523,34,2480,31778
100.552,37,2480,31776
100.584,42,2480,31774
100.613,42,2480,31773
100.645,40,2479,31765
100.674,40,2478,31744
100.707,43,2477,31733
100.736,45,2476,31720
100.768,53,2475,31708
100.797,49,2475,31710
100.830,50,2475,31710
100.859,46,2475,31716
100.891,36,2476,31721
100.920,39,2476,31730
100.953,37,2478,31748
100.982,36,2479,31762
101.010,34,2478,31752
101.043,37,2477,31736
101.072,44,2476,31720
101.105,48,2474,31701
101.133,58,2472,31676
101.166,55,2471,31657
101.195,61,2471,31656
101.227,54,2470,31649
101.256,56,2470,31648
101.289,58,2471,31656
101.317,57,2471,31653
101.350,60,2471,31653
101.379,60,2470,31653
101.412,57,2469,31635
101.440,55,2467,31607
101.473,56,2463,31556
101.502,54,2460,31521
101.534,56,2455,31459
101.563,56,2446,31338
101.596,63,2438,31230
101.625,62,2435,31199
101.657,59,2435,31197
101.686,56,2435,31197
101.719,57,2437,31225
101.748,52,2446,31340
101.780,53,2451,31405
101.809,55,2454,31446
101.842,55,2455,31452
101.871,54,2456,31469
101.903,55,2457,31474
101.932,55,2456,31462
101.965,56,2453,31430
101.994,52,2447,31348
102.026,58,2442,31294
102.056,54,2437,31230
102.087,60,2436,31209
102.117,60,2435,31203
102.149,59,2435,31198
102.178,62,2435,31198
102.210,58,2435,31197
102.239,60,2435,31195
102.272,62,2434,31189
102.300,63,2434,31181
102.333,60,2434,31181
102.362,62,2435,31193
102.394,60,2435,31198
102.423,61,2435,31195
102.456,61,2435,31195
102.485,61,2435,31192
102.518,61,2435,31195
102.547,64,2435,31199
102.579,63,2435,31198
102.608,63,2435,31196
102.640,65,2435,31195
102.670,62,2433,31177
102.702,62,2430,31137
102.731,63,2425,31072
102.763,62,2417,30970
102.793,61,2413,30910
102.825,62,2405,30817
102.854,63,2404,30804
102.883,60,2403,30783
102.916,59,2403,30784
102.944,59,2401,30757
102.977,60,2399,30735
103.005,59,2390,30628
103.038,56,2383,30537
103.067,57,2380,30498
103.100,60,2380,30491
103.128,59,2380,30488
103.161,57,2380,30496
103.190,58,2389,30613
103.222,60,2400,30754
103.252,59,2411,30889
103.284,55,2416,30954
103.313,54,2420,31008
103.345,55,2423,31048
103.375,54,2424,31060
103.407,52,2426,31080
103.435,54,2427,31102
103.468,55,2427,31100
103.497,55,2425,31066
103.530,56,2422,31035
103.558,57,2420,31008
103.591,59,2415,30947
103.620,55,2410,30878
103.652,61,2404,30800
103.681,59,2400,30756
103.714,59,2400,30750
103.743,59,2401,30761
103.775,59,2408,30846
103.804,59,2416,30952
103.837,59,2425,31065
103.866,53,2430,31139
103.898,54,2431,31144
103.927,52,2430,31139
103.960,53,2430,31137
103.988,52,2430,31135
104.021,50,2430,31133
104.050,50,2430,31138
104.082,50,2433,31169
104.111,46,2431,31142
104.143,44,2421,31015
104.173,45,2414,30926
104.205,45,2403,30788
104.235,45,2396,30704
104.266,49,2381,30501
104.296,50,2361,30249
104.328,50,2338,29962
104.357,49,2331,29867
104.390,51,2333,29893
104.418,52,2338,29951
104.447,53,2352,30136
104.479,52,2360,30233
104.508,53,2360,30241
104.541,51,2361,30245
104.570,53,2364,30283
104.602,50,2363,30281
104.631,52,2360,30239
104.664,50,2360,30241
104.692,54,2360,30236
104.725,53,2364,30295
104.754,52,2378,30463
104.787,52,2382,30522
104.816,51,2391,30629
104.849,52,2390,30623
104.878,50,2391,30636
104.910,51,2389,30610
104.939,48,2381,30509
104.971,53,2375,30425
105.001,55,2365,30299
105.033,54,2363,30270
105.062,51,2366,30309
105.094,53,2371,30380
105.123,52,2378,30470
105.156,54,2378,30463
105.184,56,2379,30479
105.217,54,2380,30495
105.246,57,2381,30508
105.278,51,2380,30497
105.308,54,2376,30445
105.340,50,2366,30313
105.369,55,2358,30210
105.401,52,2336,29925
105.430,53,2306,29543
105.463,52,2272,29107
105.491,51,2240,28700
105.524,49,2225,28505
105.553,48,2216,28395
105.586,48,2202,28209
105.615,48,2196,28135
105.647,48,2190,28054
105.677,51,2181,27946
105.709,48,2175,27867
105.737,48,2156,27619
105.769,47,2139,27411
105.799,45,2147,27505
105.831,48,2157,27634
105.860,45,2165,27743
105.893,46,2161,27692
105.921,46,2163,27709
105.954,49,2171,27810
105.983,48,2160,27679
106.012,46,2166,27747
106.044,48,2167,27762
106.073,48,2180,27932
106.106,51,2180,27935
106.134,49,2181,27944
106.167,49,2180,27936
106.196,49,2183,27973
106.229,50,2186,28009
106.258,50,2200,28184
106.290,51,2211,28332
106.319,52,2221,28456
106.352,52,2220,28448
106.380,50,2220,28446
106.413,50,2220,28447
106.442,49,2220,28442
106.474,50,2206,28262
106.503,48,2178,27909
106.537,49,2139,27407
106.565,48,2089,26769
106.597,46,2037,26099
106.626,46,1995,25556
106.659,46,1959,25103
106.688,47,1925,24669
106.720,46,1936,24805
106.749,47,1938,24824
106.781,47,1961,25131
106.810,46,1976,25315
106.843,47,1994,25543
106.872,46,1993,25539
106.904,48,1987,25463
106.934,48,1957,25070
106.966,47,1921,24613
106.995,52,1918,24574
107.027,49,1921,24608
107.056,45,1920,24603
107.089,49,1892,24243
107.118,48,1857,23792
107.150,49,1827,23413
107.180,48,1795,22993
107.212,48,1767,22640
107.241,51,1740,22289
107.273,49,1741,22308
107.302,48,1739,22287
107.334,49,1740,22297
107.363,48,1739,22280
107.396,45,1747,22386
107.425,47,1724,22088
107.457,47,1707,21864
107.486,51,1713,21951
107.518,47,1726,22118
107.548,49,1737,22252
107.577,50,1722,22061
107.609,50,1720,22032
107.638,46,1721,22056
107.671,51,1739,22286
107.700,49,1752,22446
107.732,49,1720,22039
107.760,48,1682,21551
107.793,49,1676,21469
107.822,48,1717,22001
107.855,50,1781,22817
107.884,47,1854,23758
107.917,48,1871,23966
107.945,47,1839,23562
107.978,50,1810,23189
108.006,48,1805,23121
108.039,48,1823,23353
108.068,48,1834,23502
108.101,47,1850,23698
108.130,49,1856,23780
108.162,47,1865,23896
108.191,47,1877,24043
108.223,52,1919,24589
108.252,48,1966,25184
108.284,49,2023,25918
108.314,48,2009,25742
108.346,48,1971,25250
108.375,48,1935,24796
108.408,48,1878,24064
108.437,49,1834,23497
108.469,47,1800,23063
108.498,46,1803,23103
108.530,46,1834,23504
108.559,46,1885,24146
108.592,47,1954,25038
108.621,46,2024,25938
108.653,48,2101,26912
