t_s,gap_mm,hall_mV,adc16
2.793,353,2472,31961
2.826,351,2470,31941
2.859,358,2463,31849
2.888,362,2458,31787
2.920,357,2456,31761
2.949,355,2452,31712
2.982,357,2449,31666
3.011,354,2447,31640
3.043,350,2445,31617
3.072,344,2445,31617
3.105,346,2446,31635
3.134,338,2447,31641
3.166,332,2447,31647
3.195,343,2447,31643
3.228,338,2444,31599
3.260,337,2443,31589
3.289,330,2441,31565
3.321,341,2438,31524
3.351,336,2437,31514
3.383,340,2437,31518
3.412,337,2439,31541
3.445,334,2445,31621
3.473,337,2447,31648
3.506,328,2449,31669
3.535,332,2447,31642
3.568,340,2445,31614
3.596,340,2440,31556
3.629,340,2438,31520
3.658,333,2437,31512
3.691,340,2437,31519
3.723,341,2438,31521
3.752,342,2437,31520
3.785,337,2438,31529
3.814,350,2440,31552
3.846,350,2439,31537
3.876,346,2438,31530
3.908,343,2438,31528
3.937,346,2438,31532
3.970,349,2441,31559
3.998,356,2444,31604
4.031,352,2446,31630
4.059,356,2447,31646
4.092,351,2447,31648
4.121,358,2445,31615
4.154,351,2433,31455
4.186,354,2404,31082
4.215,361,2367,30613
4.248,361,2341,30275
4.277,366,2339,30248
4.309,357,2354,30435
4.338,364,2365,30581
4.372,363,2372,30678
4.399,359,2369,30627
4.432,361,2365,30581
4.461,366,2349,30378
4.494,360,2325,30065
4.526,364,2290,29607
4.555,354,2255,29157
4.587,368,2236,28912
4.616,362,2225,28770
4.649,350,2220,28701
4.678,363,2219,28698
4.711,361,2225,28775
4.739,361,2249,29082
4.772,366,2272,29379
4.801,363,2293,29648
4.834,358,2307,29833
4.863,362,2313,29914
4.895,360,2313,29914
4.924,373,2303,29785
4.957,363,2289,29601
4.989,371,2272,29380
5.018,373,2251,29106
5.050,372,2235,28905
5.079,377,2234,28890
5.112,372,2236,28911
5.140,372,2253,29134
5.173,379,2275,29418
5.202,371,2296,29689
5.234,375,2294,29663
5.263,374,2290,29609
5.296,379,2283,29525
5.325,371,2279,29472
5.358,384,2272,29382
5.390,380,2254,29149
5.419,375,2240,28965
5.451,383,2234,28892
5.480,381,2230,28830
5.513,381,2219,28694
5.542,383,2219,28694
5.575,386,2222,28738
5.603,387,2224,28754
5.636,391,2220,28703
5.665,387,2219,28699
5.699,379,2220,28702
5.728,384,2228,28813
5.759,384,2235,28904
5.791,384,2239,28947
5.821,384,2234,28893
5.853,387,2234,28882
5.882,398,2234,28894
5.915,389,2233,28880
5.943,391,2226,28786
5.976,388,2225,28777
6.005,394,2223,28747
6.038,397,2213,28611
6.067,392,2200,28444
6.099,391,2185,28251
6.128,394,2175,28128
6.161,399,2171,28072
6.189,394,2177,28153
6.222,401,2180,28188
6.254,395,2185,28251
6.283,404,2193,28356
6.316,394,2194,28370
6.345,402,2195,28379
6.377,409,2193,28363
6.406,399,2196,28393
6.439,397,2199,28435
6.468,396,2196,28399
6.501,400,2185,28261
6.529,391,2180,28185
6.562,396,2169,28050
6.591,395,2155,27869
6.623,402,2148,27770
6.656,403,2140,27674
6.685,401,2125,27482
6.717,398,2108,27261
6.747,391,2103,27196
6.779,398,2113,27327
6.808,400,2121,27432
6.841,397,2123,27456
6.869,401,2120,27415
6.902,395,2112,27311
6.930,395,2118,27389
6.964,400,2135,27605
6.992,399,2154,27860
7.025,399,2162,27953
7.054,398,2161,27943
7.086,403,2158,27904
7.118,404,2154,27856
7.148,395,2152,27821
7.180,403,2150,27806
7.210,395,2145,27743
7.242,401,2144,27722
7.270,398,2145,27740
7.303,401,2146,27744
7.332,393,2147,27766
7.364,398,2143,27705
7.393,390,2136,27617
7.426,397,2129,27528
7.455,398,2133,27589
7.488,403,2139,27656
7.520,394,2140,27674
7.549,394,2143,27714
7.581,394,2146,27756
7.610,403,2147,27768
7.643,401,2155,27861
7.672,401,2160,27937
7.705,402,2175,28125
7.733,397,2180,28192
7.766,396,2180,28184
7.795,403,2175,28127
7.828,404,2173,28102
7.857,400,2169,28047
7.889,399,2163,27970
7.918,407,2162,27952
7.951,398,2162,27954
7.983,396,2156,27876
8.013,404,2149,27787
8.044,396,2145,27731
8.074,404,2149,27788
8.106,394,2156,27876
8.136,392,2166,28007
8.168,401,2175,28126
8.197,390,2178,28169
8.229,396,2174,28109
8.258,393,2172,28090
8.291,398,2176,28143
8.319,399,2180,28190
8.352,398,2180,28188
8.384,400,2177,28156
8.413,399,2170,28066
8.445,394,2165,28002
8.474,392,2170,28062
8.507,398,2177,28151
8.536,401,2180,28188
8.569,397,2188,28295
8.597,395,2199,28434
8.630,387,2208,28557
8.659,394,2218,28680
8.691,394,2219,28699
8.720,399,2225,28765
8.753,395,2232,28858
8.782,398,2234,28891
8.814,403,2239,28955
8.847,397,2250,29098
8.876,397,2255,29160
8.908,395,2267,29316
8.937,391,2279,29467
8.970,398,2285,29544
8.999,390,2290,29613
9.031,398,2293,29653
9.060,392,2289,29595
9.093,396,2281,29498
9.122,399,2279,29471
9.154,393,2279,29475
9.183,394,2282,29505
9.216,392,2289,29600
9.248,390,2293,29652
9.277,393,2290,29609
9.310,391,2286,29561
9.339,389,2279,29467
9.371,390,2265,29292
9.400,397,2254,29147
9.433,400,2242,28989
9.462,396,2233,28874
9.494,396,2221,28718
9.523,394,2217,28672
9.556,407,2211,28585
9.585,393,2212,28609
9.617,394,2219,28697
9.646,395,2219,28699
9.679,397,2220,28707
9.711,391,2219,28699
9.740,394,2211,28597
9.773,394,2201,28466
9.802,400,2196,28391
9.834,403,2185,28250
9.863,390,2179,28183
9.896,403,2170,28056
9.924,392,2165,27990
9.957,399,2169,28043
9.986,399,2170,28064
10.019,391,2169,28053
10.047,407,2163,27972
10.080,395,2155,27873
10.112,396,2152,27827
10.141,394,2146,27747
10.174,397,2145,27731
10.203,397,2141,27679
10.235,403,2138,27653
10.264,396,2140,27672
10.297,404,2145,27744
10.326,404,2154,27857
10.358,407,2155,27872
10.387,401,2160,27925
10.420,401,2163,27967
10.449,403,2161,27939
10.482,400,2157,27897
10.510,401,2163,27971
10.543,410,2174,28107
10.575,403,2180,28185
10.604,396,2187,28278
10.637,398,2198,28422
10.666,399,2205,28519
10.698,400,2215,28648
10.727,400,2220,28709
10.760,405,2225,28778
10.789,401,2234,28882
10.821,405,2234,28893
10.850,394,2240,28960
10.883,395,2250,29089
10.911,400,2254,29149
10.944,402,2264,29282
10.973,396,2276,29435
11.006,393,2282,29514
11.038,399,2292,29644
11.067,392,2294,29664
11.100,394,2297,29699
11.129,398,2296,29691
11.161,394,2295,29671
11.191,395,2294,29664
11.223,400,2294,29668
11.252,400,2295,29681
11.285,395,2299,29731
11.313,396,2305,29812
11.346,386,2313,29916
11.375,400,2323,30043
11.407,395,2333,30171
11.440,392,2338,30237
11.469,396,2345,30317
11.502,387,2353,30431
11.531,391,2357,30484
11.563,391,2358,30489
11.592,393,2358,30491
11.624,393,2358,30489
11.653,398,2358,30486
11.686,394,2356,30468
11.714,387,2356,30468
11.747,390,2358,30487
11.776,393,2358,30497
11.809,390,2362,30545
11.837,394,2367,30614
11.870,395,2372,30672
11.902,389,2378,30745
11.931,382,2378,30752
11.964,392,2382,30800
11.994,390,2383,30816
12.026,392,2384,30826
12.054,383,2388,30880
12.087,387,2389,30891
12.116,399,2390,30901
12.149,393,2391,30915
12.178,391,2392,30936
12.211,390,2393,30940
12.239,384,2394,30952
12.272,391,2397,31001
12.304,390,2400,31029
12.334,387,2404,31091
12.366,390,2407,31132
12.395,385,2408,31135
12.428,384,2410,31162
12.456,391,2411,31172
12.489,389,2412,31195
12.518,396,2413,31197
12.550,385,2412,31194
12.579,387,2412,31196
12.612,391,2413,31196
12.640,392,2413,31198
12.673,386,2413,31198
12.702,387,2413,31198
12.735,385,2413,31200
12.767,383,2413,31203
12.796,383,2413,31204
12.829,382,2413,31205
12.858,382,2414,31211
12.890,381,2413,31205
12.919,391,2413,31205
12.952,396,2413,31203
12.981,383,2413,31209
13.013,392,2414,31219
13.042,381,2417,31249
13.074,381,2418,31264
13.103,394,2420,31288
13.136,391,2420,31297
13.168,385,2422,31314
13.197,386,2420,31300
13.230,387,2419,31278
13.259,385,2415,31230
13.292,387,2413,31202
13.321,383,2412,31195
13.353,391,2413,31197
13.382,388,2412,31184
13.415,390,2409,31145
13.443,383,2408,31135
13.476,390,2406,31108
13.505,389,2400,31037
13.538,393,2398,31008
13.566,391,2397,31000
13.599,390,2396,30980
13.631,387,2395,30973
13.660,390,2394,30953
13.693,390,2393,30938
13.722,386,2392,30937
13.754,385,2386,30850
13.783,395,2380,30772
13.816,394,2377,30739
13.845,387,2369,30627
13.878,391,2359,30503
13.906,390,2357,30472
13.939,397,2353,30433
13.967,387,2354,30441
14.000,393,2356,30465
14.032,391,2358,30486
14.061,395,2357,30483
14.094,382,2356,30470
14.123,388,2354,30434
14.155,392,2351,30406
14.185,396,2344,30314
14.217,395,2339,30249
14.246,390,2338,30235
14.279,393,2333,30175
14.308,397,2328,30108
14.340,398,2321,30010
14.369,397,2318,29970
14.401,399,2314,29924
14.431,396,2313,29916
14.463,391,2314,29918
14.495,396,2313,29910
14.525,395,2310,29871
14.557,395,2306,29820
14.586,395,2303,29786
14.618,393,2299,29732
14.647,393,2294,29665
14.680,404,2294,29660
14.709,397,2292,29637
14.742,394,2289,29603
14.770,392,2289,29601
14.803,388,2289,29595
14.832,394,2288,29585
14.864,400,2283,29518
14.893,398,2278,29458
14.926,392,2270,29349
14.958,394,2263,29264
14.987,401,2255,29158
15.020,400,2254,29148
15.049,397,2253,29134
15.082,396,2250,29099
15.110,399,2250,29096
15.143,406,2250,29091
15.172,398,2250,29089
15.205,394,2249,29080
15.233,400,2243,29010
15.266,397,2235,28902
15.294,400,2228,28810
15.327,398,2223,28748
15.359,392,2221,28723
15.389,400,2220,28709
15.421,397,2219,28699
15.450,405,2219,28701
15.483,398,2220,28707
15.512,399,2219,28698
15.544,392,2210,28583
15.573,406,2200,28448
15.605,403,2194,28373
15.634,394,2190,28323
15.668,391,2191,28336
15.696,402,2192,28349
15.729,405,2195,28378
15.757,397,2198,28427
15.791,403,2199,28436
15.822,395,2199,28433
15.852,394,2199,28440
15.884,398,2200,28443
15.913,397,2186,28274
15.946,401,2176,28139
15.975,397,2170,28055
16.008,403,2180,28184
16.036,403,2186,28263
16.069,398,2186,28269
16.098,393,2181,28198
16.130,395,2180,28188
16.159,402,2180,28185
16.191,404,2172,28092
16.223,407,2157,27894
16.253,401,2150,27805
16.285,399,2145,27734
16.314,400,2145,27740
16.347,395,2153,27841
16.375,406,2155,27862
16.408,401,2155,27865
16.437,397,2161,27939
16.470,400,2166,28010
16.499,396,2170,28057
16.532,402,2179,28177
16.560,401,2180,28190
16.593,394,2178,28165
16.621,402,2161,27945
16.654,406,2155,27861
16.686,395,2154,27849
16.716,396,2158,27908
16.748,404,2169,28043
16.777,399,2172,28088
16.810,404,2175,28127
16.839,402,2173,28106
16.871,396,2171,28071
16.900,401,2168,28033
16.933,407,2160,27930
16.962,400,2160,27935
16.994,405,2169,28049
17.023,398,2177,28152
17.056,402,2185,28260
17.088,400,2202,28470
17.118,406,2219,28693
17.150,398,2229,28823
17.179,406,2249,29077
17.211,401,2259,29216
17.240,398,2274,29402
17.273,404,2279,29467
17.302,399,2281,29498
17.334,402,2289,29599
17.363,392,2294,29660
17.396,389,2297,29706
17.425,397,2304,29793
17.457,390,2313,29916
17.486,396,2319,29987
17.519,394,2328,30108
17.551,392,2335,30189
17.580,392,2338,30232
17.612,398,2341,30270
17.641,392,2344,30313
17.674,387,2350,30387
17.703,394,2353,30425
17.736,392,2355,30458
17.764,400,2358,30488
17.797,388,2358,30495
17.826,388,2361,30532
17.859,386,2368,30616
17.887,392,2371,30660
17.920,393,2374,30698
17.949,376,2377,30733
17.982,390,2378,30745
18.014,395,2378,30749
18.043,395,2378,30746
18.076,395,2378,30753
18.104,391,2381,30783
18.137,394,2383,30818
18.165,394,2389,30891
18.198,387,2393,30942
18.227,392,2394,30951
18.260,389,2396,30989
18.289,391,2398,31005
18.321,387,2398,31004
18.350,389,2398,31008
18.383,392,2398,31010
18.416,389,2398,31014
18.444,384,2400,31032
18.476,382,2403,31070
18.505,392,2406,31118
18.538,388,2408,31143
18.567,390,2412,31189
18.599,397,2412,31193
18.628,383,2413,31198
18.661,390,2413,31198
18.690,387,2413,31199
18.723,384,2414,31211
18.752,381,2414,31211
18.784,389,2414,31212
18.813,389,2415,31226
18.846,385,2416,31248
18.878,391,2418,31266
18.907,387,2420,31294
18.939,392,2421,31305
18.969,384,2421,31304
19.001,385,2421,31303
19.030,389,2421,31307
19.062,394,2421,31306
19.091,387,2420,31296
19.124,389,2420,31296
19.153,382,2421,31302
19.185,383,2422,31315
19.214,389,2422,31325
19.247,385,2425,31354
19.280,388,2429,31412
19.309,387,2432,31443
19.341,385,2433,31462
19.370,385,2433,31461
19.403,385,2434,31475
19.432,382,2434,31471
19.464,378,2433,31462
19.493,378,2433,31457
19.526,382,2433,31460
19.554,377,2432,31451
19.587,380,2433,31455
19.615,390,2432,31453
19.648,394,2433,31457
19.677,386,2433,31457
19.710,384,2433,31455
19.742,379,2432,31453
19.771,380,2431,31437
19.804,391,2430,31422
19.833,388,2428,31399
19.865,385,2426,31365
19.894,385,2424,31339
19.927,378,2424,31339
19.956,389,2424,31345
19.989,390,2424,31344
20.017,376,2425,31354
20.050,388,2425,31356
20.079,389,2423,31329
20.112,380,2423,31328
20.140,382,2419,31282
20.173,386,2414,31222
20.205,390,2413,31197
20.235,383,2412,31196
20.266,388,2411,31180
20.296,378,2407,31132
20.328,390,2403,31071
20.357,384,2398,31007
20.390,389,2394,30953
20.419,388,2393,30939
20.451,388,2389,30896
20.480,387,2384,30827
20.513,391,2382,30806
20.541,389,2379,30766
20.574,393,2377,30744
20.606,390,2378,30748
20.635,394,2374,30697
20.668,392,2370,30642
20.697,392,2366,30601
20.729,395,2359,30510
20.758,388,2358,30486
20.791,394,2352,30414
20.819,394,2343,30302
20.852,392,2338,30238
20.881,398,2338,30235
20.914,386,2337,30217
20.943,394,2337,30215
20.976,393,2337,30219
21.004,389,2336,30210
21.037,397,2334,30183
21.070,399,2329,30121
21.098,399,2321,30014
21.131,395,2314,29917
21.160,394,2304,29791
21.192,387,2295,29671
21.221,394,2291,29626
21.253,399,2288,29584
21.282,403,2285,29544
21.315,394,2283,29522
21.344,395,2280,29479
21.377,394,2279,29468
21.406,396,2278,29464
21.438,402,2276,29431
21.470,393,2269,29342
21.499,391,2258,29204
21.532,395,2254,29148
21.561,395,2252,29121
21.594,398,2249,29078
21.623,394,2247,29055
21.655,392,2243,29005
21.685,395,2240,28971
21.717,403,2243,29003
21.747,401,2242,28994
21.778,400,2238,28946
21.807,394,2237,28926
21.840,393,2240,28965
21.872,398,2246,29045
21.901,409,2249,29085
21.934,394,2253,29130
21.963,395,2254,29146
21.995,407,2253,29139
22.024,397,2250,29095
22.056,396,2248,29065
22.086,405,2244,29012
22.118,402,2239,28957
22.147,406,2234,28889
22.180,402,2225,28771
22.209,398,2219,28699
22.241,404,2216,28650
22.270,400,2210,28573
22.303,392,2207,28540
22.335,391,2206,28520
22.364,395,2207,28545
22.397,404,2208,28556
22.425,404,2212,28599
22.458,404,2216,28650
22.487,402,2210,28576
22.519,396,2203,28485
22.549,409,2203,28491
22.581,406,2207,28538
22.610,404,2204,28494
22.642,409,2194,28374
22.671,395,2180,28189
22.704,395,2180,28187
22.737,401,2182,28219
22.765,399,2185,28252
22.798,401,2184,28236
22.827,399,2180,28188
22.859,400,2180,28190
22.889,402,2183,28224
22.921,405,2184,28236
22.949,401,2181,28198
22.982,406,2180,28186
23.011,396,2179,28182
23.043,402,2165,27995
23.072,396,2155,27866
23.105,399,2151,27810
23.134,402,2154,27852
23.167,397,2155,27868
23.199,406,2155,27868
23.228,402,2155,27867
23.261,405,2152,27829
23.290,399,2145,27743
23.322,395,2140,27679
23.351,396,2140,27672
23.384,401,2144,27721
23.412,398,2142,27694
23.445,403,2132,27564
23.474,403,2123,27452
23.507,402,2135,27605
23.536,402,2146,27748
23.568,407,2149,27786
23.600,398,2140,27679
23.630,403,2136,27619
23.662,407,2141,27683
23.691,400,2154,27860
23.724,400,2155,27872
23.753,404,2156,27876
23.785,403,2164,27981
23.814,406,2179,28180
23.847,403,2189,28312
23.876,405,2199,28431
23.908,405,2200,28454
23.937,404,2208,28556
23.970,398,2206,28523
23.999,398,2197,28404
24.031,408,2180,28195
24.063,405,2179,28174
24.093,402,2179,28182
24.125,398,2180,28190
24.154,404,2180,28188
24.187,402,2180,28184
24.216,406,2181,28208
24.249,401,2188,28291
24.277,410,2180,28187
24.310,404,2172,28091
24.338,404,2178,28165
24.371,400,2185,28259
24.399,407,2197,28407
24.432,403,2193,28359
24.465,399,2189,28311
24.494,397,2199,28432
24.526,408,2209,28564
24.555,400,2210,28583
24.588,402,2212,28597
24.616,402,2219,28699
24.649,398,2219,28699
24.678,407,2207,28541
24.711,398,2194,28369
24.739,414,2186,28269
24.772,406,2182,28216
24.801,400,2177,28154
24.833,406,2169,28045
24.862,403,2175,28123
24.895,405,2182,28219
24.927,402,2185,28251
24.956,405,2180,28184
24.989,398,2161,27945
25.018,401,2155,27865
25.050,409,2156,27884
25.079,395,2161,27949
25.112,405,2166,28014
25.141,409,2174,28117
25.173,406,2184,28241
25.202,400,2196,28393
25.235,397,2200,28453
25.263,400,2206,28532
25.296,400,2206,28524
25.329,392,2205,28508
25.358,400,2206,28522
25.390,397,2211,28590
25.419,400,2219,28694
25.452,399,2224,28755
25.481,401,2227,28798
25.513,405,2234,28889
25.542,398,2239,28948
25.575,397,2245,29035
25.603,400,2249,29081
25.636,398,2252,29126
25.665,397,2254,29147
25.698,398,2259,29214
25.726,399,2272,29380
25.759,404,2279,29472
25.792,397,2289,29601
25.821,394,2294,29658
25.853,400,2299,29729
25.882,397,2304,29791
25.915,395,2305,29812
25.943,394,2307,29833
25.976,393,2310,29875
26.005,403,2312,29893
26.038,399,2312,29892
26.066,398,2313,29910
26.099,397,2314,29920
26.128,392,2319,29992
26.161,394,2328,30106
26.193,398,2333,30169
26.222,386,2338,30233
26.255,391,2339,30248
26.283,395,2343,30300
26.316,397,2343,30303
26.345,391,2347,30354
26.377,392,2350,30385
26.406,388,2350,30386
26.439,395,2351,30397
26.468,389,2350,30387
26.501,398,2349,30375
26.529,400,2351,30397
26.562,390,2353,30433
26.591,389,2357,30473
26.623,395,2358,30495
26.656,387,2360,30521
26.685,396,2365,30582
26.717,394,2368,30627
26.746,392,2373,30689
26.779,393,2377,30741
26.808,388,2378,30749
26.840,393,2380,30780
26.869,393,2383,30811
26.902,392,2383,30821
26.930,385,2385,30842
26.963,392,2387,30871
26.992,396,2392,30933
27.025,391,2393,30943
27.053,395,2394,30952
27.086,389,2397,30991
27.119,384,2398,31013
27.148,394,2399,31025
27.180,390,2400,31040
27.209,383,2401,31042
27.242,393,2403,31068
27.271,389,2406,31112
27.304,387,2407,31123
27.332,391,2409,31153
27.365,394,2412,31189
27.394,391,2413,31197
27.426,392,2413,31196
27.455,384,2413,31198
27.487,387,2413,31198
27.520,386,2413,31200
27.549,386,2413,31198
27.581,384,2413,31198
27.610,395,2412,31196
27.643,388,2413,31197
27.672,388,2412,31196
27.705,380,2413,31199
27.734,392,2413,31198
27.766,397,2413,31198
27.796,391,2413,31201
27.828,390,2413,31207
27.856,385,2414,31213
27.889,394,2416,31236
27.922,386,2417,31259
27.951,377,2420,31287
27.983,394,2420,31297
28.013,387,2421,31308
28.045,389,2422,31322
28.074,386,2422,31321
28.107,384,2424,31343
28.136,384,2428,31391
28.168,381,2432,31443
28.196,388,2432,31449
28.230,387,2433,31457
28.258,384,2433,31457
28.291,386,2434,31472
28.320,391,2435,31482
28.352,381,2435,31489
28.384,386,2436,31495
28.414,389,2437,31511
28.446,387,2437,31514
28.475,380,2437,31515
28.508,382,2438,31521
28.536,381,2439,31534
28.569,381,2439,31539
28.598,377,2440,31552
28.631,384,2441,31565
28.659,378,2442,31582
28.692,377,2443,31587
28.721,381,2444,31601
28.754,385,2445,31623
28.786,378,2447,31640
28.815,383,2447,31646
28.848,383,2448,31651
28.877,381,2449,31665
28.909,381,2451,31688
28.938,379,2452,31706
28.971,379,2452,31708
28.999,382,2453,31714
29.032,371,2454,31727
29.061,381,2454,31737
29.094,376,2455,31745
29.122,380,2456,31757
29.155,380,2456,31763
29.184,387,2456,31762
29.216,381,2457,31766
29.249,383,2457,31766
29.279,380,2457,31770
29.311,375,2457,31766
29.339,379,2457,31768
29.372,375,2457,31771
29.402,380,2457,31772
29.433,381,2457,31772
29.462,378,2457,31776
29.495,376,2457,31774
29.524,377,2458,31778
29.556,376,2458,31780
29.585,384,2458,31782
29.618,386,2458,31786
29.646,372,2458,31785
29.679,373,2458,31783
29.711,376,2458,31788
29.740,377,2459,31792
29.773,378,2458,31790
29.802,370,2458,31789
29.834,378,2459,31794
29.863,376,2459,31793
29.897,373,2458,31789
29.925,378,2458,31786
29.958,373,2458,31784
29.986,377,2458,31781
30.019,380,2457,31774
30.048,378,2457,31778
30.081,378,2458,31781
30.113,380,2458,31788
30.142,377,2459,31802
30.174,379,2461,31823
30.204,375,2461,31827
30.236,378,2462,31838
30.265,369,2462,31843
30.298,373,2463,31843
30.326,374,2463,31851
30.359,377,2463,31848
30.388,375,2463,31851
30.421,377,2463,31848
30.449,374,2463,31847
30.482,370,2463,31853
30.511,380,2463,31852
30.543,381,2464,31862
30.576,378,2464,31864
30.605,374,2464,31867
30.637,375,2464,31865
30.666,377,2464,31860
30.698,377,2465,31871
30.727,369,2465,31874
30.760,367,2466,31882
30.789,377,2466,31885
30.822,373,2467,31896
30.851,374,2467,31900
30.883,370,2467,31900
30.912,370,2468,31912
30.945,373,2468,31918
30.977,370,2468,31910
31.006,380,2468,31912
31.039,371,2469,31921
31.068,376,2468,31916
31.100,380,2468,31914
31.129,378,2468,31909
31.162,376,2467,31897
31.190,370,2466,31882
31.223,371,2464,31864
31.252,375,2463,31849
31.285,370,2463,31843
31.313,376,2462,31835
31.346,379,2462,31832
31.375,377,2461,31826
31.408,372,2460,31811
31.440,376,2459,31797
31.469,377,2458,31782
31.501,380,2457,31778
31.530,374,2457,31771
31.563,370,2457,31768
31.592,381,2455,31751
31.624,382,2453,31726
31.653,375,2453,31715
31.686,379,2451,31689
31.715,382,2450,31687
31.748,379,2451,31694
31.776,379,2451,31699
31.809,380,2452,31701
31.838,377,2451,31690
31.871,378,2450,31680
31.903,382,2448,31661
31.932,383,2447,31644
31.964,386,2447,31637
31.993,380,2445,31611
32.026,383,2442,31573
32.055,382,2440,31548
32.087,387,2438,31530
32.116,387,2438,31523
32.150,387,2437,31520
32.178,384,2437,31515
32.211,386,2437,31511
32.240,391,2435,31484
32.272,385,2433,31458
32.304,381,2431,31432
32.334,386,2427,31386
32.366,390,2424,31339
32.395,382,2423,31329
32.427,388,2422,31322
32.456,384,2419,31283
32.489,384,2416,31242
32.518,389,2413,31204
32.550,383,2413,31198
32.579,387,2413,31198
32.612,392,2413,31196
32.641,389,2412,31190
32.673,386,2411,31183
32.702,383,2410,31170
32.735,390,2408,31135
32.767,395,2408,31135
32.797,393,2405,31105
32.829,391,2402,31066
32.858,387,2399,31017
32.890,385,2397,30999
32.919,389,2397,30990
32.952,391,2396,30989
32.981,395,2396,30988
33.013,390,2397,30993
33.042,389,2396,30989
33.075,389,2397,30998
33.103,401,2396,30986
33.136,394,2394,30963
33.169,396,2393,30945
33.198,387,2393,30939
33.230,395,2393,30939
33.259,397,2391,30924
33.292,389,2388,30876
33.321,388,2386,30858
33.353,393,2387,30860
33.382,393,2386,30849
33.415,391,2385,30847
33.443,395,2384,30833
33.476,395,2383,30813
33.505,392,2379,30769
33.537,395,2378,30747
33.566,396,2374,30697
33.599,401,2370,30643
33.631,392,2368,30622
33.660,399,2364,30572
33.693,389,2359,30510
33.722,398,2358,30492
33.755,388,2356,30461
33.783,390,2353,30422
33.816,392,2348,30368
33.845,392,2348,30358
33.878,399,2346,30337
33.906,398,2344,30308
33.939,402,2342,30289
33.968,398,2340,30257
34.000,403,2339,30243
34.033,391,2338,30238
34.062,401,2337,30215
34.094,395,2333,30169
34.123,395,2329,30119
34.155,396,2326,30084
34.185,399,2323,30044
34.217,393,2323,30043
34.246,395,2319,29992
34.279,398,2314,29923
34.307,401,2312,29901
34.340,404,2307,29835
34.369,394,2305,29804
34.402,400,2303,29785
34.431,401,2299,29730
34.463,401,2295,29674
34.496,398,2297,29703
34.525,394,2300,29745
34.557,398,2300,29742
34.586,395,2300,29740
34.619,396,2296,29687
34.647,402,2294,29661
34.680,399,2291,29625
34.709,398,2286,29566
34.742,401,2281,29491
34.770,391,2279,29469
34.803,396,2279,29469
34.832,399,2278,29464
34.865,390,2279,29468
34.897,400,2279,29467
34.926,405,2278,29462
34.959,398,2275,29417
34.988,396,2272,29378
35.020,398,2271,29362
35.049,400,2266,29299
35.082,397,2256,29179
35.111,396,2254,29147
35.143,401,2254,29146
35.172,399,2254,29151
35.205,399,2254,29148
35.234,406,2253,29137
35.266,396,2251,29103
35.295,400,2253,29130
35.327,404,2251,29103
35.360,395,2249,29081
35.389,400,2249,29082
35.421,403,2248,29073
35.450,402,2243,28999
35.483,399,2241,28974
35.512,399,2244,29018
35.545,404,2249,29085
35.573,401,2249,29086
35.606,397,2244,29012
35.635,404,2241,28976
35.668,404,2248,29063
35.696,411,2251,29106
35.730,404,2249,29085
35.761,395,2249,29079
35.791,398,2254,29148
35.823,401,2259,29208
35.852,393,2261,29239
35.885,403,2255,29166
