t_s,gap_mm,hall_mV,adc16
74.558,373,2174,28107
74.590,383,2164,27983
74.619,377,2158,27908
74.652,376,2158,27902
74.681,377,2155,27872
74.713,381,2154,27855
74.742,381,2145,27743
74.775,382,2146,27745
74.807,375,2150,27796
74.836,379,2142,27702
74.869,383,2138,27653
74.897,384,2140,27678
74.930,379,2146,27756
74.959,378,2145,27741
74.992,383,2140,27672
75.020,376,2137,27628
75.053,389,2141,27688
75.082,394,2147,27767
75.115,387,2155,27865
75.143,383,2168,28041
75.176,374,2183,28224
75.209,383,2200,28442
75.239,384,2214,28636
75.270,377,2222,28730
75.300,375,2224,28761
75.332,375,2220,28704
75.361,384,2217,28668
75.393,369,2211,28584
75.422,387,2210,28576
75.455,376,2210,28577
75.484,374,2217,28669
75.516,373,2219,28699
75.545,383,2225,28768
75.578,372,2237,28930
75.610,382,2254,29148
75.639,384,2270,29355
75.672,369,2279,29472
75.701,374,2289,29595
75.733,378,2291,29628
75.763,378,2292,29636
75.795,378,2290,29615
75.824,384,2289,29603
75.856,371,2292,29642
75.885,381,2294,29658
75.918,371,2298,29710
75.946,374,2303,29784
75.979,373,2304,29797
76.012,373,2310,29875
76.041,373,2313,29916
76.074,379,2316,29946
76.102,383,2321,30012
76.135,374,2333,30163
76.164,382,2340,30254
76.196,380,2355,30452
76.225,368,2359,30499
76.258,367,2359,30506
76.286,374,2358,30497
76.319,373,2358,30490
76.349,374,2358,30492
76.381,369,2358,30489
76.413,379,2358,30491
76.443,369,2359,30503
76.475,376,2362,30537
76.504,369,2363,30552
76.536,367,2364,30569
76.565,378,2365,30580
76.597,370,2366,30598
76.626,378,2367,30603
76.659,378,2365,30577
76.688,363,2361,30531
76.720,371,2359,30503
76.749,374,2358,30496
76.782,376,2358,30491
76.814,371,2358,30494
76.843,376,2358,30498
76.876,373,2359,30499
76.905,372,2359,30501
76.937,375,2358,30495
76.966,373,2357,30476
76.999,371,2354,30438
77.028,381,2352,30412
77.060,363,2346,30332
77.089,372,2344,30306
77.123,375,2343,30301
77.151,374,2343,30297
77.184,374,2346,30336
77.212,372,2355,30450
77.245,370,2358,30492
77.278,373,2359,30504
77.307,364,2359,30502
77.339,365,2356,30472
77.368,374,2345,30325
77.401,375,2338,30239
77.429,374,2335,30198
77.462,368,2327,30091
77.491,367,2318,29976
77.524,382,2313,29914
77.552,377,2311,29883
77.585,369,2293,29654
77.613,380,2274,29403
77.647,372,2251,29110
77.679,369,2206,28524
77.708,378,2160,27928
77.740,379,2155,27861
77.769,375,2169,28052
77.801,381,2181,28203
77.831,379,2210,28578
77.864,373,2235,28902
77.893,374,2259,29206
77.925,372,2279,29472
77.954,380,2297,29697
77.986,380,2317,29961
78.015,382,2334,30186
78.048,382,2338,30238
78.080,375,2339,30244
78.109,373,2338,30235
78.141,379,2330,30128
78.170,387,2315,29939
78.203,386,2298,29711
78.232,393,2278,29463
78.265,393,2251,29106
78.294,393,2220,28706
78.326,390,2194,28373
78.355,393,2179,28171
78.388,394,2164,27978
78.417,395,2157,27891
78.449,381,2169,28045
78.481,394,2181,28199
78.511,385,2200,28453
78.543,388,2221,28714
78.572,391,2237,28922
78.604,391,2251,29113
78.633,392,2254,29141
78.666,388,2237,28929
78.695,387,2225,28772
78.728,385,2219,28699
78.756,389,2215,28639
78.789,387,2218,28686
78.818,390,2217,28665
78.851,389,2224,28761
78.880,388,2234,28891
78.912,394,2245,29024
78.944,391,2254,29152
78.973,389,2257,29182
79.006,392,2262,29253
79.034,389,2279,29471
79.067,391,2302,29769
79.096,391,2314,29919
79.128,389,2304,29791
79.158,392,2294,29661
79.191,395,2288,29581
79.219,386,2279,29471
79.252,392,2269,29343
79.280,382,2253,29133
79.313,392,2234,28890
79.342,394,2221,28718
79.375,392,2215,28640
79.407,388,2204,28504
79.436,387,2193,28358
79.468,392,2180,28189
79.498,390,2170,28066
79.531,398,2160,27925
79.559,394,2155,27867
79.592,398,2155,27870
79.621,387,2157,27891
79.654,395,2155,27868
79.682,396,2146,27750
79.715,388,2134,27596
79.743,398,2119,27403
79.776,394,2096,27102
79.809,393,2081,26912
79.838,396,2065,26701
79.870,400,2049,26500
79.900,400,2039,26369
79.932,392,2035,26318
79.961,398,2034,26303
79.993,400,2033,26287
80.022,395,2027,26212
80.055,394,2026,26193
80.084,397,2027,26212
80.117,398,2036,26328
80.145,398,2041,26392
80.178,396,2053,26547
80.206,397,2058,26610
80.239,394,2062,26670
80.272,393,2063,26682
80.301,395,2071,26775
80.333,394,2080,26892
80.362,399,2086,26979
80.395,399,2088,26994
80.423,389,2095,27094
80.456,394,2107,27244
80.485,395,2121,27422
80.518,395,2124,27463
80.547,406,2120,27420
80.579,385,2120,27410
80.608,392,2121,27421
80.640,390,2125,27479
80.673,390,2135,27607
80.702,387,2143,27706
80.735,403,2151,27816
80.764,397,2154,27855
80.796,397,2153,27846
80.825,391,2156,27875
80.857,385,2167,28021
80.886,396,2175,28119
80.919,397,2179,28182
80.948,390,2185,28256
80.981,400,2197,28406
81.010,394,2200,28452
81.042,391,2207,28536
81.071,394,2215,28647
81.103,401,2220,28708
81.135,405,2226,28787
81.165,389,2234,28884
81.197,386,2236,28913
81.226,391,2249,29078
81.258,392,2254,29148
81.287,393,2259,29211
81.320,396,2266,29301
81.349,393,2275,29413
81.381,392,2279,29471
81.411,393,2285,29544
81.443,389,2294,29659
81.472,389,2300,29745
81.505,391,2313,29904
81.534,386,2319,29982
81.566,385,2329,30113
81.598,391,2334,30175
81.627,383,2337,30226
81.660,385,2338,30237
81.689,387,2338,30239
81.722,384,2339,30243
81.751,393,2339,30248
81.783,386,2341,30269
81.812,394,2345,30321
81.845,390,2353,30425
81.873,387,2358,30489
81.906,384,2360,30518
81.935,384,2367,30608
81.968,385,2370,30651
82.000,388,2373,30688
82.029,383,2377,30733
82.061,384,2378,30747
82.091,379,2378,30751
82.123,391,2379,30768
82.152,385,2383,30811
82.185,382,2385,30837
82.214,382,2391,30924
82.246,381,2393,30938
82.275,385,2395,30973
82.307,388,2399,31020
82.336,387,2403,31080
82.369,384,2407,31127
82.398,382,2408,31138
82.431,381,2409,31145
82.463,384,2409,31150
82.492,382,2411,31173
82.525,387,2412,31193
82.553,382,2412,31194
82.586,381,2412,31194
82.614,383,2413,31198
82.647,381,2413,31198
82.676,383,2413,31208
82.709,383,2415,31226
82.738,384,2417,31255
82.770,384,2419,31277
82.799,377,2421,31303
82.832,375,2422,31322
82.864,385,2423,31330
82.894,385,2424,31339
82.926,379,2424,31343
82.955,371,2424,31351
82.987,376,2425,31361
83.017,378,2426,31368
83.049,376,2426,31373
83.078,378,2427,31378
83.110,377,2427,31380
83.139,382,2427,31390
83.172,384,2430,31418
83.200,376,2431,31438
83.233,380,2432,31448
83.262,377,2433,31459
83.295,382,2433,31458
83.327,380,2435,31492
83.356,377,2437,31511
83.388,380,2437,31513
83.417,382,2437,31519
83.450,377,2437,31518
83.479,386,2437,31519
83.511,363,2438,31522
83.540,374,2438,31526
83.573,381,2439,31539
83.601,384,2441,31559
83.635,374,2442,31576
83.664,381,2444,31605
83.696,377,2446,31631
83.728,380,2447,31648
83.757,379,2448,31659
83.790,372,2449,31672
83.819,375,2451,31693
83.852,373,2452,31706
83.881,375,2452,31706
83.913,375,2452,31711
83.942,373,2453,31717
83.975,373,2453,31725
84.003,377,2455,31749
84.036,369,2456,31765
84.065,375,2457,31769
84.098,378,2457,31772
84.127,374,2457,31774
84.159,375,2457,31775
84.187,376,2457,31775
84.221,369,2457,31774
84.253,374,2457,31776
84.282,368,2457,31777
84.314,365,2457,31775
84.343,373,2458,31780
84.376,374,2458,31779
84.405,371,2457,31777
84.437,375,2457,31775
84.466,370,2457,31773
84.499,376,2458,31779
84.528,374,2458,31779
84.560,368,2458,31779
84.589,371,2458,31781
84.622,370,2458,31781
84.654,373,2458,31779
84.683,371,2457,31778
84.716,376,2457,31774
84.745,374,2457,31772
84.777,374,2457,31770
84.806,381,2456,31756
84.839,379,2453,31722
84.868,382,2452,31712
84.900,376,2450,31676
84.929,378,2447,31647
84.962,377,2447,31637
84.991,378,2443,31596
85.023,380,2440,31556
85.052,373,2438,31523
85.085,377,2437,31513
85.117,377,2437,31508
85.146,376,2434,31476
85.179,373,2433,31456
85.207,380,2432,31449
85.240,373,2431,31434
85.268,383,2429,31410
85.301,384,2426,31373
85.330,374,2424,31346
85.363,384,2423,31331
85.391,386,2422,31320
85.424,378,2421,31301
85.453,382,2417,31254
85.485,385,2413,31204
85.518,388,2413,31196
85.547,386,2412,31194
85.580,381,2411,31171
85.609,395,2407,31124
85.641,388,2404,31090
85.670,391,2400,31037
85.703,388,2398,31012
85.731,389,2396,30985
85.764,388,2394,30955
85.793,387,2393,30945
85.826,383,2392,30938
85.854,378,2389,30898
85.888,385,2384,30826
85.916,385,2383,30811
85.949,392,2380,30773
85.981,385,2378,30749
86.010,379,2378,30747
86.043,391,2378,30746
86.072,388,2377,30737
86.104,381,2376,30727
86.133,389,2374,30696
86.166,384,2371,30666
86.195,382,2368,30625
86.227,389,2366,30598
86.256,387,2360,30523
86.289,390,2358,30492
86.317,385,2358,30486
86.350,387,2355,30448
86.382,395,2353,30426
86.412,389,2350,30389
86.444,388,2346,30332
86.473,392,2343,30295
86.506,388,2341,30267
86.535,386,2339,30242
86.567,397,2338,30235
86.596,385,2335,30194
86.628,390,2329,30120
86.657,384,2324,30047
86.690,386,2317,29965
86.719,382,2313,29915
86.751,389,2312,29894
86.780,391,2304,29792
86.813,395,2300,29748
86.846,389,2294,29662
86.874,391,2289,29606
86.907,402,2282,29515
86.936,396,2279,29466
86.968,392,2276,29435
86.998,393,2273,29397
87.031,391,2273,29390
87.059,392,2269,29337
87.092,388,2263,29266
87.120,395,2254,29150
87.153,384,2251,29104
87.182,395,2243,29008
87.214,394,2235,28901
87.247,385,2234,28884
87.276,395,2234,28889
87.309,390,2235,28900
87.338,392,2235,28906
87.370,399,2235,28900
87.399,395,2234,28895
87.432,394,2234,28891
87.460,396,2229,28817
87.493,392,2224,28756
87.521,396,2220,28713
87.554,388,2220,28706
87.583,396,2218,28687
87.616,395,2209,28571
87.645,399,2205,28515
87.677,394,2201,28462
87.710,396,2196,28403
87.739,393,2185,28255
87.771,399,2180,28185
87.801,394,2175,28130
87.833,397,2172,28091
87.862,388,2176,28144
87.894,392,2177,28152
87.923,388,2179,28179
87.955,390,2180,28189
87.984,389,2180,28184
88.017,400,2171,28075
88.046,392,2161,27940
88.078,396,2155,27862
88.111,402,2152,27829
88.140,391,2145,27740
88.172,388,2140,27673
88.201,401,2135,27602
88.234,392,2140,27674
88.263,398,2141,27686
88.295,390,2136,27620
88.325,397,2137,27638
88.357,399,2143,27712
88.386,395,2145,27740
88.418,401,2141,27687
88.447,392,2140,27674
88.480,395,2140,27671
88.508,396,2141,27679
88.541,399,2139,27658
88.574,392,2138,27651
88.603,396,2139,27658
88.635,394,2135,27610
88.664,391,2130,27546
88.697,394,2127,27499
88.725,390,2121,27432
88.758,390,2124,27469
88.787,397,2125,27476
88.820,402,2120,27419
88.848,395,2120,27418
88.881,389,2121,27428
88.910,396,2126,27485
88.942,397,2123,27449
88.975,400,2121,27433
89.004,408,2125,27481
89.036,390,2132,27563
89.065,397,2135,27604
89.098,397,2140,27666
89.127,398,2146,27748
89.159,397,2156,27877
89.188,402,2169,28044
89.221,393,2178,28163
89.250,391,2181,28209
89.283,395,2193,28364
89.311,393,2199,28442
89.344,391,2210,28575
89.376,393,2219,28689
89.405,397,2224,28755
89.438,391,2234,28892
89.467,385,2247,29062
89.499,397,2254,29147
89.528,389,2261,29235
89.561,395,2273,29392
89.590,390,2279,29470
89.622,384,2292,29636
89.651,390,2299,29728
89.684,392,2311,29879
89.713,384,2314,29927
89.745,390,2322,30027
89.774,386,2329,30115
89.807,399,2332,30154
89.839,380,2335,30192
89.868,395,2338,30227
89.900,390,2338,30236
89.929,398,2339,30243
89.962,389,2343,30297
89.991,387,2346,30335
90.024,396,2353,30421
90.052,389,2356,30469
90.085,391,2358,30496
90.114,391,2360,30519
90.147,385,2364,30572
90.175,393,2368,30617
90.208,386,2372,30678
90.240,382,2376,30723
90.270,388,2378,30748
90.302,388,2382,30801
90.331,385,2386,30857
90.364,380,2391,30919
90.392,389,2392,30937
90.425,392,2393,30942
90.454,383,2393,30947
90.487,389,2394,30954
90.515,378,2395,30966
90.548,385,2397,30995
90.577,383,2399,31016
90.610,387,2400,31041
90.638,384,2406,31106
90.671,385,2407,31125
90.703,383,2408,31139
90.732,382,2410,31161
90.765,383,2412,31188
90.794,385,2412,31192
90.826,377,2412,31193
90.855,376,2413,31196
90.888,388,2413,31197
90.917,376,2413,31207
90.949,382,2414,31219
90.978,379,2417,31249
91.011,381,2420,31289
91.039,390,2422,31320
91.072,379,2422,31325
91.105,383,2423,31333
91.134,381,2425,31360
91.166,378,2430,31425
91.195,383,2433,31456
91.228,373,2437,31509
91.257,376,2438,31522
91.289,377,2441,31571
91.318,371,2444,31606
91.351,371,2447,31641
91.380,362,2447,31649
91.413,366,2451,31690
91.441,358,2452,31711
91.474,360,2453,31723
91.503,367,2456,31761
91.536,355,2457,31769
91.568,367,2457,31774
91.597,363,2457,31778
91.629,361,2460,31810
91.659,356,2462,31833
91.691,365,2462,31832
91.720,354,2462,31842
91.752,357,2462,31842
91.781,359,2463,31850
91.814,359,2463,31843
91.843,363,2462,31837
91.876,362,2462,31833
91.904,365,2460,31810
91.937,366,2458,31781
91.969,361,2457,31771
91.998,360,2454,31728
92.031,369,2451,31690
92.061,365,2447,31645
92.093,361,2445,31617
92.121,366,2442,31578
92.154,363,2443,31585
92.183,359,2442,31575
92.216,362,2440,31546
92.245,365,2438,31531
92.278,362,2438,31523
92.306,369,2438,31530
92.338,366,2441,31566
92.367,355,2444,31598
92.399,359,2446,31626
92.432,361,2446,31626
92.461,362,2445,31618
92.493,364,2441,31559
92.522,367,2438,31520
92.555,360,2436,31503
92.584,367,2429,31406
92.616,370,2422,31315
92.646,374,2412,31195
92.678,373,2410,31164
92.707,371,2399,31025
92.740,370,2393,30945
92.768,369,2384,30827
92.801,371,2378,30755
92.830,369,2378,30747
92.863,367,2372,30679
92.895,376,2367,30607
92.924,373,2364,30575
92.957,376,2360,30524
92.986,372,2360,30515
93.018,377,2358,30492
93.047,374,2358,30488
93.080,371,2354,30441
93.109,371,2346,30342
93.142,378,2342,30282
93.171,369,2338,30237
93.203,369,2330,30131
93.232,376,2319,29983
93.264,372,2310,29866
93.296,378,2296,29687
93.326,372,2293,29649
93.358,368,2287,29568
93.387,377,2289,29593
93.419,383,2293,29653
93.448,381,2294,29659
93.481,375,2293,29647
93.510,371,2285,29548
93.543,375,2277,29441
93.571,374,2260,29227
93.604,368,2254,29150
93.633,384,2253,29140
93.666,376,2240,28960
93.698,381,2232,28864
93.727,368,2221,28721
93.759,373,2209,28567
93.789,384,2203,28485
93.821,385,2216,28660
93.850,384,2221,28716
93.882,384,2219,28698
93.911,375,2219,28697
93.944,374,2223,28751
93.973,377,2241,28984
94.006,380,2254,29148
94.034,383,2263,29266
94.067,375,2265,29286
94.099,379,2254,29149
94.129,377,2243,29000
94.161,371,2229,28823
94.190,383,2219,28697
94.223,379,2205,28508
94.251,374,2196,28396
94.284,372,2195,28388
94.313,377,2208,28553
94.346,385,2224,28765
94.375,372,2248,29073
94.407,365,2254,29148
94.436,373,2273,29395
94.468,380,2280,29488
94.501,370,2291,29620
94.530,377,2295,29678
94.562,382,2313,29905
94.591,371,2315,29935
94.623,373,2308,29851
94.652,368,2293,29657
94.685,364,2290,29614
94.714,370,2280,29481
94.746,373,2286,29555
94.775,368,2303,29775
94.808,371,2312,29895
94.837,369,2318,29980
94.870,369,2328,30101
94.902,368,2336,30207
94.931,377,2335,30193
94.963,367,2331,30137
94.993,367,2334,30181
95.025,372,2338,30235
95.054,370,2343,30294
95.086,371,2341,30278
95.116,368,2338,30236
95.148,369,2332,30151
95.177,376,2331,30137
95.209,375,2336,30213
95.239,380,2318,29981
95.271,366,2299,29723
95.300,379,2294,29667
95.332,375,2304,29790
95.365,362,2313,29914
95.393,363,2318,29972
95.426,376,2312,29896
95.455,373,2294,29665
95.488,378,2294,29660
95.517,370,2294,29661
95.550,381,2294,29662
95.578,368,2297,29704
95.611,374,2294,29660
95.639,382,2283,29518
95.672,364,2284,29529
95.701,367,2279,29474
95.734,378,2279,29472
95.766,379,2289,29594
95.796,375,2292,29634
95.828,377,2284,29534
95.857,373,2274,29408
95.889,373,2278,29463
95.918,370,2289,29604
95.951,380,2293,29652
95.980,379,2292,29643
96.012,379,2291,29627
96.041,374,2294,29663
96.074,380,2308,29842
96.102,385,2315,29930
96.135,380,2328,30105
96.168,376,2338,30237
96.197,372,2339,30244
96.229,387,2337,30215
96.258,374,2330,30132
96.291,366,2327,30088
96.320,374,2313,29912
96.352,381,2301,29757
96.381,379,2300,29744
96.414,374,2312,29897
96.443,374,2325,30067
96.476,383,2338,30239
96.504,365,2358,30495
96.537,377,2378,30753
96.569,385,2392,30938
96.598,377,2393,30939
96.630,383,2392,30927
96.660,381,2387,30862
96.692,388,2378,30745
96.721,379,2359,30499
96.754,383,2344,30305
96.783,374,2347,30346
96.815,373,2358,30488
96.844,367,2370,30642
96.876,375,2379,30758
96.905,377,2390,30906
96.938,383,2408,31137
96.970,384,2413,31197
96.999,385,2408,31143
97.032,373,2400,31034
97.061,378,2398,31013
97.094,385,2390,30900
97.122,384,2363,30556
97.155,367,2343,30302
97.184,376,2343,30293
97.217,384,2344,30315
97.245,382,2339,30241
97.278,382,2338,30233
97.307,385,2338,30237
97.340,383,2338,30236
97.368,377,2338,30236
97.401,373,2332,30157
97.433,391,2320,29999
97.463,370,2318,29980
97.495,376,2325,30060
97.524,382,2324,30046
97.556,374,2327,30086
97.585,377,2335,30194
97.618,378,2342,30287
97.647,378,2352,30411
97.680,373,2342,30278
97.709,379,2334,30185
97.741,387,2331,30149
97.773,374,2331,30139
97.802,376,2329,30114
97.835,380,2322,30024
97.864,381,2314,29918
97.897,378,2314,29921
97.925,373,2314,29924
97.958,383,2313,29915
97.987,379,2313,29913
98.019,384,2319,29982
98.048,371,2321,30019
98.081,375,2318,29968
98.110,377,2312,29894
98.142,376,2309,29857
98.171,373,2314,29919
98.204,372,2313,29912
98.236,376,2304,29789
98.265,384,2304,29795
98.298,387,2312,29900
98.327,376,2314,29918
98.359,373,2314,29919
98.388,370,2314,29918
98.421,379,2320,29996
98.449,367,2331,30137
98.482,366,2333,30166
98.511,370,2329,30113
98.544,377,2322,30024
98.572,375,2323,30040
98.605,378,2329,30117
98.637,373,2336,30206
98.666,370,2338,30234
98.699,369,2339,30245
98.728,371,2343,30301
98.761,382,2343,30301
98.789,378,2339,30245
98.822,367,2338,30239
98.851,372,2344,30314
98.884,372,2354,30434
98.913,371,2355,30456
98.945,380,2353,30431
98.974,379,2344,30311
99.007,370,2342,30279
99.039,376,2344,30311
99.068,372,2353,30426
99.100,377,2358,30489
99.129,378,2361,30534
99.161,372,2364,30573
99.190,375,2360,30516
99.223,381,2358,30492
99.252,373,2355,30455
99.284,367,2355,30447
99.314,374,2358,30490
99.347,375,2359,30501
99.375,373,2359,30504
99.408,370,2359,30505
99.437,378,2363,30558
99.470,366,2368,30627
99.502,376,2372,30670
99.531,373,2369,30628
99.563,370,2367,30602
99.592,370,2364,30570
99.625,371,2366,30591
99.654,369,2368,30615
99.686,368,2368,30621
99.715,370,2368,30624
99.748,375,2369,30635
99.776,370,2370,30648
99.810,370,2370,30642
99.838,369,2368,30624
99.871,368,2368,30625
99.903,374,2370,30644
99.933,374,2372,30678
99.965,376,2372,30678
99.994,374,2372,30666
100.027,374,2371,30658
100.055,370,2370,30653
100.088,371,2371,30656
100.117,366,2374,30699
100.149,365,2378,30750
100.178,374,2382,30797
100.211,374,2383,30812
100.240,360,2383,30809
100.272,368,2382,30796
100.304,373,2381,30785
100.334,373,2378,30752
100.366,374,2378,30747
100.395,376,2378,30752
100.428,369,2381,30783
100.456,363,2383,30809
100.489,368,2383,30819
100.518,369,2384,30825
100.551,366,2383,30816
100.579,364,2380,30773
100.612,374,2378,30745
100.641,372,2374,30700
100.674,367,2373,30684
100.706,373,2373,30681
100.735,373,2375,30706
100.767,368,2377,30740
100.797,369,2378,30745
100.829,369,2378,30747
100.858,375,2378,30748
100.891,369,2378,30754
100.919,375,2382,30807
100.952,362,2385,30846
100.981,367,2390,30912
101.014,378,2392,30937
101.042,366,2393,30939
101.075,371,2393,30940
101.104,367,2393,30946
101.137,365,2394,30961
101.169,368,2395,30975
101.198,365,2394,30962
101.230,364,2393,30950
101.259,361,2393,30944
101.291,372,2393,30939
101.321,369,2393,30944
101.353,366,2393,30943
101.382,361,2393,30944
101.414,361,2393,30943
101.443,367,2393,30948
101.476,368,2393,30945
101.505,376,2393,30943
101.537,363,2393,30943
101.570,363,2392,30932
101.599,373,2390,30908
101.631,372,2387,30860
101.661,376,2383,30816
101.694,371,2379,30758
101.722,366,2378,30748
101.755,374,2377,30739
101.784,370,2375,30717
101.816,364,2373,30691
101.845,366,2370,30650
101.878,366,2368,30620
101.907,375,2362,30538
101.939,370,2358,30490
101.968,360,2354,30446
102.000,380,2346,30335
102.033,368,2338,30238
102.062,370,2335,30195
102.095,377,2330,30132
102.124,383,2325,30070
102.156,373,2317,29965
102.185,366,2313,29914
102.218,367,2309,29858
102.247,366,2298,29714
102.280,374,2287,29569
102.308,376,2274,29407
102.341,375,2262,29247
102.369,369,2254,29144
102.402,371,2241,28978
102.434,372,2223,28748
102.463,372,2214,28632
102.496,385,2210,28574
102.525,370,2210,28581
102.557,380,2206,28523
102.586,367,2191,28333
102.619,371,2180,28187
102.648,379,2175,28130
102.680,385,2166,28009
102.709,373,2162,27963
102.742,377,2178,28162
102.771,383,2184,28241
102.803,372,2186,28268
102.836,381,2183,28234
102.865,378,2180,28190
102.897,379,2180,28186
102.927,382,2176,28143
102.959,377,2168,28040
102.988,380,2158,27903
103.021,374,2155,27871
103.050,378,2155,27864
103.082,382,2147,27758
103.111,386,2143,27713
103.143,376,2140,27674
103.172,374,2136,27621
103.205,380,2140,27674
103.237,376,2143,27708
103.266,376,2140,27676
103.299,378,2145,27736
103.328,373,2145,27732
103.361,382,2135,27603
103.389,382,2127,27510
103.422,375,2121,27427
103.450,377,2121,27430
103.483,381,2135,27611
103.513,384,2137,27636
103.545,376,2135,27602
103.573,366,2133,27586
103.606,374,2126,27490
103.638,375,2121,27425
103.667,386,2130,27543
103.700,380,2135,27602
103.729,378,2137,27631
103.761,378,2135,27608
103.790,376,2141,27687
103.823,369,2155,27862
103.852,372,2160,27929
103.884,382,2155,27865
103.913,375,2152,27831
103.947,381,2150,27800
103.975,388,2145,27733
104.008,372,2139,27664
104.040,385,2131,27552
104.070,387,2131,27552
104.102,382,2130,27538
104.131,387,2126,27489
104.163,387,2122,27441
104.192,382,2122,27443
104.225,385,2130,27537
104.253,372,2136,27617
104.286,383,2143,27707
104.315,376,2154,27852
104.348,384,2156,27874
104.376,371,2162,27958
104.409,376,2160,27937
104.441,382,2158,27905
104.470,385,2155,27868
104.503,375,2147,27759
104.532,382,2135,27614
104.564,379,2131,27555
104.593,374,2142,27693
104.626,381,2155,27865
104.654,374,2155,27872
104.687,378,2154,27855
104.716,377,2154,27856
104.748,373,2152,27830
104.777,372,2143,27707
104.810,382,2142,27697
104.842,375,2151,27814
104.871,375,2153,27837
104.904,377,2144,27730
104.933,381,2141,27680
104.966,383,2145,27741
104.994,383,2155,27867
105.027,375,2162,27960
105.056,373,2170,28057
105.088,384,2170,28056
105.117,380,2175,28124
105.150,376,2180,28187
105.179,371,2181,28199
105.211,376,2180,28192
105.244,382,2184,28244
105.273,374,2185,28250
105.305,377,2186,28268
105.334,379,2194,28373
105.367,377,2197,28411
105.396,379,2198,28422
105.428,375,2199,28441
105.457,372,2209,28562
105.490,377,2220,28702
105.519,382,2225,28777
105.551,372,2230,28837
105.580,373,2234,28882
105.613,376,2231,28843
105.645,370,2233,28880
105.674,370,2234,28891
105.707,373,2237,28922
105.736,376,2247,29058
105.768,381,2255,29163
105.797,372,2279,29471
105.830,376,2297,29707
105.859,374,2316,29947
105.891,377,2335,30195
105.920,374,2341,30276
105.953,376,2353,30424
105.981,377,2358,30496
106.014,374,2362,30549
106.047,380,2367,30607
106.076,368,2371,30656
106.108,378,2378,30753
106.137,369,2391,30923
106.170,361,2405,31094
106.198,371,2413,31197
106.231,365,2414,31215
106.260,369,2422,31322
106.293,364,2432,31451
106.321,364,2438,31521
106.354,368,2447,31649
106.383,367,2457,31777
106.416,364,2466,31887
106.448,364,2472,31962
106.477,349,2475,32007
106.510,353,2479,32056
106.539,349,2484,32121
106.571,338,2487,32158
106.600,326,2487,32162
106.633,321,2487,32165
106.661,324,2488,32176
106.694,311,2489,32182
106.723,305,2489,32192
106.755,307,2490,32192
106.784,304,2490,32197
106.817,296,2491,32206
106.846,293,2490,32202
106.878,291,2490,32203
106.911,273,2490,32199
106.940,269,2490,32202
106.972,264,2490,32201
107.001,273,2490,32192
107.034,274,2490,32199
107.062,274,2490,32200
107.095,282,2490,32195
107.124,282,2490,32202
107.157,284,2490,32197
107.186,286,2489,32187
107.219,287,2490,32202
107.248,289,2490,32193
107.281,288,2490,32194
107.309,292,2490,32193
107.342,293,2490,32203
107.374,287,2490,32195
107.403,286,2490,32203
107.435,287,2490,32198
107.464,287,2490,32202
107.498,286,2490,32198
107.526,289,2489,32188
107.558,287,2490,32202
107.587,284,2490,32197
107.620,291,2490,32192
107.649,289,2490,32192
107.682,297,2489,32187
107.711,297,2490,32197
107.744,293,2489,32190
107.772,298,2489,32190
107.805,296,2490,32198
107.837,296,2490,32197
107.866,293,2489,32191
107.898,295,2490,32196
107.928,294,2489,32189
107.960,291,2490,32197
107.989,291,2489,32191
108.022,292,2490,32195
108.050,303,2489,32182
108.083,301,2489,32188
108.111,298,2490,32192
108.144,295,2489,32191
108.173,295,2489,32190
108.206,295,2489,32189
108.234,296,2489,32189
108.267,290,2489,32192
108.300,291,2490,32195
108.330,291,2490,32200
108.361,290,2489,32191
108.391,291,2490,32199
108.423,297,2490,32203
108.452,288,2490,32197
108.484,290,2490,32198
108.514,292,2490,32199
108.546,291,2489,32191
108.574,292,2490,32198
108.607,286,2490,32197
108.636,290,2490,32196
108.669,290,2490,32193
108.701,289,2490,32198
108.731,282,2490,32195
108.763,284,2490,32194
108.792,280,2490,32199
108.824,284,2490,32201
108.853,286,2490,32192
108.886,282,2490,32192
108.914,284,2490,32199
108.947,274,2491,32207
108.976,285,2490,32199
109.009,282,2490,32200
109.037,290,2490,32200
109.070,286,2490,32198
109.099,287,2490,32199
109.132,286,2490,32195
109.164,284,2489,32189
109.193,282,2490,32198
109.225,285,2490,32192
109.255,282,2490,32198
109.287,288,2490,32193
109.316,287,2490,32193
109.349,294,2490,32194
109.378,292,2489,32188
109.410,290,2489,32189
109.439,298,2489,32184
109.471,302,2489,32189
109.500,300,2489,32185
109.533,307,2488,32177
109.561,308,2489,32189
109.594,309,2489,32182
109.627,312,2489,32181
109.656,315,2489,32185
109.688,314,2488,32175
109.717,318,2488,32177
109.750,319,2488,32172
109.779,318,2489,32185
109.811,316,2488,32174
109.840,321,2488,32171
109.873,328,2488,32167
109.902,325,2487,32165
109.934,325,2487,32159
109.963,329,2487,32161
109.996,335,2487,32157
110.025,333,2486,32149
110.058,331,2487,32157
110.090,338,2487,32157
110.119,334,2487,32154
110.151,346,2486,32145
110.181,344,2485,32134
110.213,341,2484,32123
110.242,347,2483,32104
110.274,344,2482,32099
110.303,339,2481,32082
110.336,350,2480,32064
110.364,351,2478,32048
110.397,351,2478,32041
110.425,357,2476,32016
110.458,351,2473,31982
110.491,353,2472,31968
