t_s,gap_mm,hall_mV,adc16
32.301,141,2491,32209
32.330,139,2491,32208
32.362,140,2491,32212
32.391,139,2491,32212
32.424,135,2491,32209
32.452,137,2491,32211
32.485,134,2491,32210
32.514,135,2491,32212
32.546,138,2491,32209
32.575,136,2491,32209
32.608,134,2491,32209
32.637,135,2491,32210
32.670,133,2491,32210
32.702,135,2490,32200
32.731,132,2491,32206
32.763,133,2491,32216
32.793,131,2491,32209
32.825,133,2492,32224
32.854,133,2491,32215
32.886,135,2491,32215
32.915,134,2491,32211
32.947,135,2491,32210
32.977,133,2491,32215
33.009,133,2491,32211
33.038,132,2491,32212
33.070,135,2490,32203
33.099,135,2491,32210
33.132,134,2491,32207
33.161,134,2491,32214
33.193,136,2491,32207
33.222,134,2491,32217
33.255,135,2491,32214
33.284,132,2491,32210
33.316,132,2491,32212
33.345,131,2491,32209
33.377,136,2491,32211
33.406,134,2491,32217
33.439,134,2491,32215
33.468,131,2491,32215
33.500,129,2491,32207
33.529,131,2491,32210
33.562,126,2491,32209
33.591,124,2491,32213
33.624,122,2491,32205
33.653,121,2491,32208
33.685,120,2491,32209
33.714,115,2491,32207
33.747,112,2491,32206
33.775,111,2491,32212
33.808,103,2491,32211
33.837,100,2491,32207
33.870,94,2491,32208
33.898,96,2490,32203
33.930,91,2490,32201
33.959,87,2491,32210
33.992,87,2491,32206
34.021,87,2491,32211
34.054,84,2491,32213
34.082,84,2491,32212
34.115,84,2490,32204
34.144,84,2491,32210
34.176,85,2491,32207
34.205,86,2491,32212
34.238,85,2491,32208
34.267,83,2491,32214
34.299,86,2490,32204
34.328,84,2490,32202
34.361,82,2491,32207
34.390,83,2491,32212
34.422,79,2491,32210
34.451,77,2491,32207
34.483,77,2491,32208
34.513,80,2491,32212
34.545,78,2491,32209
34.574,79,2491,32210
34.606,80,2491,32211
34.636,84,2491,32210
34.668,85,2491,32211
34.696,85,2491,32209
34.725,85,2491,32211
34.758,89,2490,32203
34.786,90,2491,32206
34.820,88,2491,32210
34.849,90,2490,32202
34.881,89,2491,32207
34.910,87,2491,32209
34.942,90,2491,32205
34.971,89,2491,32210
35.004,90,2491,32208
35.032,90,2491,32211
35.065,87,2491,32211
35.094,90,2491,32206
35.127,88,2490,32203
35.156,88,2490,32199
35.188,88,2491,32208
35.217,88,2490,32204
35.249,88,2490,32197
35.278,87,2491,32208
35.311,89,2491,32207
35.340,86,2490,32204
35.373,88,2491,32213
35.402,87,2491,32206
35.434,87,2491,32206
35.463,83,2491,32207
35.496,83,2491,32210
35.525,84,2491,32210
35.556,81,2491,32205
35.585,81,2491,32209
35.618,77,2491,32211
35.646,79,2491,32212
35.679,77,2491,32209
35.708,77,2491,32213
35.741,77,2491,32214
35.770,77,2491,32206
35.802,76,2491,32215
35.832,78,2491,32209
35.864,76,2490,32200
35.893,77,2491,32211
35.925,74,2491,32210
35.954,73,2491,32208
35.986,75,2490,32199
36.016,76,2491,32207
36.045,75,2491,32210
36.078,78,2491,32208
36.106,77,2490,32203
36.138,75,2491,32211
36.167,73,2491,32210
36.200,76,2491,32215
36.229,74,2491,32206
36.262,72,2491,32207
36.291,70,2491,32213
36.323,70,2491,32210
36.352,71,2491,32207
36.385,68,2491,32206
36.413,69,2491,32207
36.446,67,2491,32211
36.474,67,2491,32206
36.507,66,2490,32204
36.536,67,2490,32204
36.569,68,2490,32205
36.597,71,2491,32208
36.630,69,2491,32207
36.659,71,2490,32200
36.692,71,2491,32206
36.720,71,2491,32209
36.753,69,2491,32212
36.781,68,2491,32209
36.815,70,2491,32215
36.844,70,2491,32208
36.875,69,2491,32205
36.904,70,2491,32206
36.933,69,2491,32205
36.966,75,2491,32211
36.995,75,2490,32204
37.027,75,2491,32208
37.056,74,2491,32210
37.089,75,2491,32207
37.118,74,2491,32211
37.150,74,2491,32208
37.179,73,2490,32203
37.212,75,2491,32212
37.241,74,2491,32207
37.273,75,2491,32210
37.302,74,2491,32214
37.334,78,2491,32212
37.363,76,2491,32206
37.396,77,2491,32209
37.425,76,2491,32214
37.457,76,2491,32205
37.486,74,2491,32207
37.519,72,2491,32208
37.548,73,2491,32208
37.580,71,2491,32210
37.609,69,2491,32209
37.641,71,2491,32206
37.670,68,2491,32206
37.703,70,2491,32207
37.732,71,2490,32202
37.764,74,2490,32201
37.793,78,2490,32205
37.821,76,2490,32201
37.854,79,2491,32210
37.883,98,2491,32211
