t_s,gap_mm,hall_mV,adc16
11.131,429,4466,57753
11.163,429,4403,56939
11.192,427,4548,58805
11.225,427,4219,54551
11.254,413,4141,53541
11.287,432,3968,51306
11.315,435,3795,49077
11.348,420,3970,51338
11.377,416,4420,57157
11.410,422,4697,60732
11.442,426,2489,32190
11.471,424,2489,32187
11.503,425,2490,32199
11.532,425,2489,32189
11.565,428,2490,32193
11.594,417,2489,32189
11.627,418,2489,32190
11.655,414,2490,32192
11.688,420,2490,32198
11.717,419,2489,32190
11.749,414,2490,32196
11.781,418,2490,32196
11.810,421,2490,32194
11.843,428,2489,32183
11.872,420,2490,32194
11.904,428,2490,32197
11.933,423,2490,32196
11.966,420,2489,32185
11.995,424,2490,32192
12.028,416,2490,32192
12.057,422,2490,32200
12.090,423,2489,32186
12.119,427,2490,32196
12.151,420,2489,32189
12.183,417,2490,32201
12.213,421,2490,32200
12.245,428,2490,32198
12.274,420,2489,32191
12.306,430,2490,32200
12.335,425,2490,32197
12.368,424,2490,32203
12.396,433,2490,32201
12.429,420,2490,32196
12.458,425,2490,32200
12.491,420,2491,32209
12.519,418,2490,32202
12.552,419,2491,32208
12.585,410,2490,32202
12.614,411,2491,32210
12.646,397,2490,32199
12.676,397,2490,32193
12.708,385,2490,32199
12.736,381,2490,32198
12.769,366,2490,32199
12.798,361,2490,32198
12.830,358,2490,32203
12.860,345,2490,32200
12.893,341,2490,32203
12.921,335,2490,32201
12.953,329,2490,32197
12.986,329,2490,32197
13.015,328,2490,32195
13.047,324,2489,32188
13.077,324,2490,32198
13.109,326,2490,32200
13.138,329,2490,32203
13.170,326,2491,32207
13.199,331,2490,32203
13.232,330,2490,32198
13.261,337,1366,17662
13.294,329,1122,14514
13.322,336,948,12256
13.355,333,2491,32206
13.384,326,2490,32201
13.416,324,2490,32199
13.448,316,2491,32216
13.477,319,2491,32217
13.510,311,2491,32214
13.539,318,2491,32211
13.572,322,2490,32204
13.601,330,2491,32208
13.634,344,2491,32207
13.662,333,2490,32203
13.694,325,2491,32210
13.723,330,2491,32208
13.756,323,2490,32204
13.785,315,2490,32199
13.818,314,2490,32200
13.847,297,2491,32206
13.879,291,2491,32208
13.912,297,2491,32212
13.941,295,2491,32207
13.973,299,2491,32206
14.002,292,2490,32202
14.034,284,2491,32210
14.063,291,2491,32205
14.096,292,2490,32203
14.125,290,2490,32193
14.157,300,2491,32210
14.186,296,2491,32207
14.219,300,2491,32208
14.248,297,2491,32206
14.281,305,2491,32206
14.313,300,2491,32207
14.342,302,2491,32212
14.375,301,2491,32213
14.403,295,2490,32200
14.436,303,2491,32206
14.465,305,2491,32214
14.497,298,2491,32206
14.526,298,2491,32208
14.559,297,2491,32208
14.588,297,2491,32208
14.620,296,2490,32205
14.649,291,2491,32210
14.682,287,2490,32203
14.711,299,2491,32210
14.744,289,2491,32208
14.776,299,2491,32208
14.805,290,2491,32205
14.837,289,2490,32203
14.867,296,2491,32207
14.899,293,2491,32211
14.928,304,2491,32205
14.960,292,2491,32210
14.989,296,2490,32199
15.022,295,2491,32206
15.051,298,2491,32211
15.083,304,2491,32207
15.112,296,2491,32210
15.145,302,2491,32207
15.177,300,2491,32205
15.206,303,2491,32212
15.239,297,2491,32216
15.268,308,2491,32212
15.300,292,2491,32207
15.330,305,2491,32209
15.362,302,2491,32216
15.391,305,2491,32207
15.423,298,2491,32216
15.452,292,2491,32212
15.485,303,2491,32214
15.514,303,2491,32216
15.547,304,2491,32209
15.578,298,2491,32207
15.608,298,2491,32215
15.640,298,2490,32205
15.669,293,2491,32209
15.701,299,2491,32217
15.731,304,2490,32202
15.763,293,2491,32211
15.792,304,2491,32207
15.825,301,2491,32207
15.854,294,2491,32213
15.886,300,2490,32201
15.915,293,2491,32211
15.948,296,2491,32207
15.977,300,2490,32203
16.010,301,2491,32213
16.041,289,2491,32205
16.071,295,2491,32212
16.103,298,2491,32212
16.132,294,2491,32208
16.164,301,2491,32213
16.193,291,2491,32217
16.226,292,2491,32215
16.254,287,2492,32219
16.287,289,2491,32212
16.316,286,2491,32218
16.349,286,2491,32214
16.377,282,2491,32216
16.410,289,2491,32213
16.439,283,2491,32209
16.472,280,2491,32209
16.504,282,2491,32212
16.533,288,2491,32212
16.566,288,2491,32217
16.595,284,2491,32205
16.627,275,2492,32218
16.656,284,2491,32215
16.689,276,2491,32212
16.717,278,2491,32208
16.750,276,2491,32211
16.779,271,2491,32213
16.811,274,2491,32212
16.840,270,2491,32212
16.873,269,2491,32209
16.905,262,2491,32212
16.934,264,2490,32204
16.967,259,2491,32214
16.996,249,2491,32209
17.028,252,2491,32207
17.057,250,2491,32207
17.090,256,2491,32206
17.119,270,2491,32208
17.151,275,2491,32209
17.180,294,2491,32211
17.213,319,2491,32210
17.242,335,2491,32210
17.274,366,2491,32210
17.307,369,2491,32209
17.336,375,2491,32207
17.368,379,2491,32215
17.397,383,2491,32215
17.430,381,2491,32211
17.459,384,2491,32214
17.491,369,2491,32210
17.520,395,2491,32209
17.553,360,2491,32213
17.582,376,2491,32217
17.614,370,2491,32215
17.643,390,2491,32206
17.676,376,2491,32212
17.708,385,2491,32214
17.737,409,2491,32209
17.770,378,2491,32211
17.799,377,2491,32213
17.831,384,2491,32206
17.860,387,2491,32215
17.893,378,2491,32210
17.921,386,2491,32214
17.954,384,2491,32214
17.983,384,2491,32217
18.016,376,2491,32214
18.048,392,2491,32207
18.077,386,2491,32209
18.110,376,2491,32212
18.139,372,2491,32208
18.171,407,2491,32212
18.200,393,2491,32214
18.233,362,2491,32211
18.261,376,2491,32213
18.294,389,2491,32215
18.323,375,2491,32208
18.356,416,2491,32215
18.388,376,2491,32211
18.417,385,2491,32212
18.449,363,2491,32206
18.479,373,2491,32209
18.511,374,2490,32204
18.540,375,2491,32211
18.573,380,2491,32217
18.602,387,2491,32210
18.634,395,2491,32207
18.663,363,2491,32214
18.696,388,2491,32213
18.724,382,2491,32216
18.757,383,2491,32212
18.789,386,2491,32210
18.819,391,2491,32217
18.851,353,2491,32210
18.880,391,2491,32213
18.913,376,2491,32215
18.942,372,2491,32211
18.974,369,2490,32205
19.003,377,2491,32212
19.036,391,2491,32209
19.065,389,2490,32202
19.097,378,2491,32212
19.130,379,2491,32211
19.159,387,2491,32210
19.191,381,2491,32215
19.220,373,2491,32208
19.253,365,2491,32215
19.282,379,2491,32212
19.315,381,2491,32215
19.343,398,2491,32207
19.376,391,2491,32214
19.404,392,2491,32211
19.437,380,2491,32209
19.466,397,2491,32217
19.499,390,2491,32207
19.531,384,2491,32217
19.560,382,2491,32217
19.592,393,2491,32212
19.621,399,2491,32211
19.654,381,2492,32218
19.683,369,2491,32209
19.715,387,2491,32213
19.744,385,2491,32209
19.777,372,2491,32215
19.806,367,2490,32205
19.838,394,2491,32209
19.871,378,2491,32212
19.900,397,2491,32214
19.932,373,2491,32214
19.961,366,2491,32216
19.994,379,2491,32213
20.023,382,2491,32215
20.055,367,2491,32213
20.084,372,2491,32216
20.117,382,2491,32210
20.146,366,2491,32210
20.179,404,1421,18372
20.211,399,1399,18095
20.240,363,1069,13828
20.272,411,1053,13622
20.302,372,791,10223
20.334,376,706,9125
20.364,377,532,6886
20.395,373,367,4740
20.425,386,354,4582
20.458,393,105,1356
20.486,379,146,1892
20.519,392,0,3
20.547,383,111,1431
20.580,363,1,14
20.609,386,54,696
20.641,382,6,76
20.674,384,20,261
20.703,393,19,242
20.735,390,2,28
20.764,388,34,436
20.797,393,0,0
20.825,386,2489,32187
20.858,389,2490,32204
20.887,393,2490,32205
20.920,373,2490,32204
20.952,399,2491,32205
20.981,381,2490,32198
21.014,377,2491,32206
21.043,391,2491,32206
21.076,368,2491,32211
21.104,380,2490,32204
21.137,392,2491,32206
21.166,364,2490,32196
21.199,387,2491,32208
21.228,382,1702,22011
21.260,379,1389,17959
21.289,378,1359,17569
21.322,393,1082,13996
21.354,373,2490,32202
21.383,365,2491,32209
21.416,375,2491,32206
21.445,389,2491,32210
21.478,381,2490,32204
21.506,379,2491,32205
21.538,396,2491,32216
21.567,377,2490,32201
21.600,376,2491,32205
21.629,372,2491,32206
21.661,400,2491,32213
21.694,383,2491,32210
21.723,399,2491,32209
21.755,396,2490,32205
21.784,388,2491,32207
21.817,376,2491,32212
21.846,363,2491,32211
21.878,390,2491,32207
21.907,371,2491,32210
21.940,386,2491,32206
21.968,375,2491,32208
22.001,361,2491,32209
22.034,390,2491,32206
22.063,380,2491,32212
22.095,385,2491,32213
22.124,380,2491,32206
22.157,376,2491,32208
22.187,389,2490,32204
22.219,395,2491,32213
22.247,364,2491,32214
22.280,393,2491,32209
22.309,371,2491,32206
22.342,392,2491,32209
22.370,385,2491,32208
22.403,369,2491,32211
22.435,365,2491,32212
22.464,380,2491,32209
22.497,389,2491,32216
22.526,376,2491,32216
22.559,374,2491,32205
22.587,374,2491,32207
22.620,377,2491,32209
22.649,398,2490,32205
22.682,394,2491,32214
22.710,380,2491,32211
22.743,392,2491,32208
22.775,372,2491,32211
22.804,380,2491,32206
22.837,374,2491,32205
22.866,380,2490,32201
22.898,383,2491,32210
22.927,390,2491,32207
22.959,368,2491,32211
22.988,385,2491,32210
23.021,371,2491,32215
23.050,392,2491,32211
23.082,376,2491,32211
23.115,365,2491,32209
23.144,373,2491,32213
23.176,379,2491,32210
23.206,383,2491,32206
23.239,377,2491,32215
23.267,392,2491,32211
23.300,391,2491,32211
23.329,377,2491,32211
23.361,392,2491,32217
23.391,387,2491,32212
23.423,383,2491,32215
23.452,367,2491,32211
23.484,389,2491,32212
23.517,364,2491,32213
23.546,366,2491,32216
23.578,395,2491,32216
23.607,347,2491,32214
23.640,382,2491,32211
23.669,388,2491,32216
23.702,355,2491,32213
23.730,370,2491,32209
23.763,391,2491,32214
23.791,398,2491,32214
23.824,375,2491,32209
23.856,382,2491,32214
23.886,376,2491,32212
23.918,364,2491,32215
23.947,386,2491,32214
23.979,378,2491,32208
24.009,392,2491,32207
24.041,392,2491,32218
24.070,396,2491,32212
24.103,406,2491,32214
24.132,379,2491,32212
24.164,402,2490,32204
24.193,376,2491,32206
24.226,399,2491,32215
24.258,403,2491,32213
24.287,375,2491,32215
24.320,377,2491,32215
24.349,392,2491,32216
24.381,394,2491,32205
24.410,385,2491,32209
24.442,371,2491,32216
24.471,379,2490,32205
24.504,375,2491,32206
24.533,372,2491,32214
24.565,377,2491,32210
24.598,392,2491,32217
24.627,406,2491,32215
24.660,394,2492,32220
24.689,364,2491,32214
24.721,403,2491,32216
24.750,404,2492,32218
24.782,393,2491,32211
24.811,389,2491,32216
24.844,364,2491,32208
24.873,382,2491,32210
24.905,389,2491,32213
24.938,404,2491,32215
24.967,366,2491,32210
24.999,393,2492,32218
25.028,385,2491,32207
25.061,385,2491,32216
25.090,400,2491,32214
25.122,378,2492,32220
25.151,396,2491,32211
25.184,399,2491,32215
25.212,383,2491,32207
25.245,388,2491,32217
25.274,382,2491,32215
25.306,383,2491,32215
25.339,365,2491,32214
25.368,391,2492,32222
25.400,375,2492,32218
25.430,366,2491,32213
25.463,381,2491,32214
25.491,383,2492,32220
25.524,379,2491,32216
25.553,376,2491,32213
25.585,379,2491,32208
25.614,363,2491,32214
25.647,399,2491,32214
25.679,382,2492,32218
25.708,380,2491,32215
25.741,383,2491,32216
25.770,369,2490,32202
25.802,396,2492,32218
25.831,363,2491,32217
25.864,368,2491,32210
25.893,389,2491,32214
25.925,378,2491,32215
25.954,369,2492,32219
25.987,383,2491,32209
26.019,380,2491,32208
26.048,387,2491,32211
26.080,376,2491,32215
26.110,396,2492,32220
26.142,384,2488,32173
26.171,380,2440,31548
26.204,380,2490,32204
26.233,396,2491,32208
26.265,383,2491,32209
26.294,390,2491,32210
26.327,377,2491,32214
26.359,386,2491,32207
26.388,385,2492,32219
26.421,379,2491,32214
26.450,381,2491,32216
26.482,378,2491,32217
26.512,378,2492,32219
26.544,380,2491,32206
26.573,380,2491,32215
26.605,370,2491,32214
26.634,375,2491,32215
26.667,384,2491,32215
26.695,382,2491,32217
26.728,371,2492,32218
26.760,378,2492,32219
26.790,382,2491,32216
26.822,383,2491,32211
26.852,392,2491,32215
26.883,381,2492,32219
26.912,360,2491,32213
26.945,394,2491,32212
26.974,381,2491,32210
27.007,365,2491,32215
27.035,387,2492,32218
27.068,368,2491,32212
27.101,377,2491,32216
27.129,377,2491,32214
27.162,366,2491,32215
27.191,377,2491,32214
27.223,386,2491,32213
27.253,376,2491,32210
27.285,361,2492,32221
27.314,407,2491,32215
27.346,386,2491,32213
27.375,382,2491,32217
27.408,370,2491,32211
27.440,355,2492,32218
27.469,392,2492,32220
27.501,386,2492,32219
27.530,370,2491,32209
27.563,368,2491,32209
27.592,388,2491,32213
27.624,376,2491,32212
27.653,389,2491,32217
27.687,379,2491,32212
27.715,388,2491,32216
27.748,372,2491,32212
27.777,385,2491,32214
27.810,391,2491,32213
27.842,387,2491,32217
27.871,370,2491,32214
27.903,376,2491,32213
27.932,375,2491,32214
27.965,398,2491,32215
27.994,390,2491,32208
28.026,377,2491,32215
28.055,406,2492,32218
28.088,400,2491,32215
28.117,394,2492,32219
28.149,400,2491,32215
28.182,369,2491,32214
28.211,391,2491,32212
28.243,373,2491,32213
28.272,370,2491,32212
28.305,402,2491,32209
28.334,372,2491,32215
28.366,363,2491,32218
28.395,373,2491,32210
28.428,380,2491,32212
28.456,371,2492,32218
28.489,386,2491,32217
28.522,371,2491,32211
28.551,392,2492,32218
28.583,391,2491,32214
28.612,381,2491,32215
28.645,377,2491,32215
28.674,387,2491,32209
28.706,382,2491,32216
28.735,392,2491,32217
28.768,372,2491,32214
28.796,367,2491,32216
28.829,358,2491,32206
28.861,392,2492,32219
28.891,377,2491,32215
28.923,397,2491,32214
28.952,401,2491,32208
28.985,381,2491,32211
29.013,384,2491,32214
29.046,383,2491,32214
29.075,375,2491,32212
29.108,391,2491,32210
29.137,376,2491,32215
29.169,376,2491,32209
29.198,365,2491,32212
29.231,390,2492,32221
29.263,388,2492,32220
29.292,344,2491,32214
29.325,397,2492,32219
29.354,366,2491,32217
29.386,410,2491,32216
29.415,362,2491,32216
29.447,384,2491,32213
29.476,377,2491,32214
29.509,376,2491,32215
29.538,390,2491,32212
29.571,376,2491,32212
29.603,363,2491,32216
29.632,391,2491,32217
29.664,381,2491,32213
29.693,395,2492,32220
29.726,376,2491,32209
29.755,382,2491,32214
29.787,364,2491,32215
29.816,402,2491,32213
29.849,391,2492,32223
29.878,379,2492,32220
29.911,375,2491,32217
29.939,355,2491,32210
29.972,387,2492,32219
30.004,391,2492,32219
30.034,372,2491,32217
30.066,392,2492,32218
30.095,395,2491,32215
30.128,387,2491,32214
30.156,379,2491,32215
30.189,380,2491,32215
30.218,386,2491,32209
30.250,387,2491,32211
30.279,398,2492,32220
30.312,401,2491,32209
30.344,369,2491,32218
30.374,384,2491,32217
30.406,382,2491,32216
30.435,372,2492,32219
30.467,392,2491,32218
30.496,367,2491,32211
30.529,380,2491,32211
30.558,376,2491,32208
30.591,365,2491,32211
30.620,377,2491,32214
30.653,362,2491,32211
30.684,355,2491,32206
30.714,367,2490,32202
30.746,360,2491,32211
30.775,349,2491,32209
30.807,342,2490,32196
30.836,357,2491,32206
30.869,344,2491,32207
30.898,335,2491,32209
30.931,322,2491,32212
30.959,333,2491,32210
30.992,321,2491,32207
31.024,321,2491,32209
31.053,320,2491,32210
31.086,340,2491,32207
31.115,376,2491,32207
31.147,388,2491,32211
31.177,387,2491,32207
31.209,386,2491,32207
31.239,375,2491,32217
31.271,358,2491,32214
31.299,359,2491,32211
31.332,367,2492,32219
31.361,383,2491,32209
31.394,377,2491,32216
31.426,379,2491,32206
31.455,386,2491,32210
31.487,358,2491,32217
31.516,368,2491,32213
31.549,378,2491,32214
31.578,387,2492,32220
31.610,394,2491,32206
31.639,393,2491,32215
31.672,369,2491,32213
31.700,395,2491,32215
31.733,382,2492,32222
31.766,381,2491,32216
31.795,391,2491,32213
31.827,363,2492,32223
31.857,383,2491,32213
31.889,380,2491,32216
31.917,394,2491,32211
31.950,372,2491,32214
31.979,387,2492,32220
32.011,366,2491,32217
32.040,387,2492,32221
32.073,363,2491,32212
32.105,401,2491,32213
32.134,384,2491,32215
32.167,380,2491,32215
32.196,398,2492,32219
32.229,378,2492,32220
32.258,395,2492,32219
32.290,376,2491,32216
32.319,376,2491,32214
32.352,390,2491,32210
32.380,365,2491,32215
32.413,394,2492,32220
32.442,375,2491,32217
32.476,394,2492,32220
32.507,400,2491,32210
32.536,359,2491,32215
32.569,393,2491,32206
32.598,387,2491,32214
32.630,377,2491,32214
32.659,366,2492,32219
32.691,383,2491,32214
32.720,390,2491,32218
32.753,369,2491,32215
32.781,389,2491,32215
32.814,364,2491,32215
32.847,384,2491,32217
32.876,380,2491,32214
32.908,378,2492,32220
32.937,387,2491,32215
32.970,368,2491,32213
32.999,363,2491,32216
33.031,390,2492,32219
33.060,374,2491,32212
33.093,394,2491,32218
33.121,384,2491,32214
33.154,394,2492,32219
33.187,362,2492,32219
33.216,394,2491,32215
33.248,367,2491,32214
33.277,416,2492,32219
33.310,388,2491,32210
33.339,365,2492,32221
33.371,394,2491,32217
33.400,384,2491,32210
33.433,380,2492,32220
33.461,383,2492,32221
33.494,396,2491,32210
33.523,388,2491,32217
33.556,371,2491,32218
33.588,383,2492,32219
33.617,389,2491,32214
33.650,395,2492,32222
33.678,366,2492,32223
33.711,364,2491,32216
33.740,383,2492,32219
33.773,368,2491,32216
33.801,393,2491,32217
33.834,395,2492,32220
33.863,363,2492,32221
33.895,379,2491,32215
33.928,361,2492,32220
33.957,378,2491,32216
33.990,393,2491,32213
34.018,373,2492,32218
34.051,388,2491,32210
34.080,375,2491,32217
34.112,375,2491,32213
34.141,376,2491,32210
34.174,373,2492,32219
34.203,383,2492,32219
34.235,365,2491,32217
34.268,377,2492,32219
34.297,402,2490,32203
34.329,378,2491,32209
34.358,363,2491,32216
34.391,386,2492,32220
34.420,365,2491,32205
34.452,382,2492,32221
34.481,390,2491,32214
34.514,367,2492,32220
34.543,381,2492,32222
34.575,369,2491,32217
34.608,362,2492,32219
34.637,372,2492,32225
34.669,384,2492,32228
34.698,379,2492,32222
34.731,377,2492,32220
34.760,359,2492,32229
34.792,398,2492,32222
34.821,408,2492,32221
34.854,397,2492,32224
34.883,388,2492,32228
34.915,378,2492,32218
34.944,380,2492,32222
34.977,386,2492,32227
35.009,390,2492,32227
35.038,385,2492,32219
35.071,383,2492,32225
35.100,367,2492,32220
35.132,371,2492,32227
35.161,389,2492,32222
35.194,379,2492,32224
35.223,379,2491,32217
35.255,407,2492,32221
35.284,375,2491,32217
35.317,377,2491,32216
35.349,380,2491,32218
35.378,365,2491,32217
35.411,370,2492,32223
35.440,371,2492,32223
35.472,392,2492,32221
35.501,390,2491,32207
35.534,378,2491,32212
35.563,378,2492,32219
35.596,394,2492,32221
35.624,371,2492,32224
35.657,387,2492,32222
35.689,384,2491,32215
35.718,369,2492,32222
35.751,390,2492,32222
35.780,362,2492,32218
35.812,384,2492,32219
35.842,402,2491,32216
35.874,365,2491,32216
35.903,380,2491,32213
35.935,380,2491,32214
35.964,385,2492,32219
35.997,366,2492,32219
36.026,362,2492,32220
36.058,364,2491,32215
36.091,371,2491,32214
36.119,388,2491,32213
36.152,366,2492,32219
36.182,387,2490,32205
36.215,394,2491,32217
