t_s,phase,gap_mm,ref_mm,pwm
-4.088,pre,27.4,30.0,110
-4.068,pre,27.4,30.0,109
-4.047,pre,27.2,30.0,104
-4.027,pre,27.2,30.0,102
-4.006,pre,27.3,30.0,108
-3.986,pre,27.0,30.0,99
-3.965,pre,27.3,30.0,110
-3.945,pre,27.0,30.0,102
-3.924,pre,27.2,30.0,110
-3.903,pre,27.2,30.0,107
-3.883,pre,27.3,30.0,108
-3.862,pre,27.2,30.0,106
-3.842,pre,27.8,30.0,121
-3.821,pre,27.3,30.0,108
-3.801,pre,27.2,30.0,104
-3.780,pre,27.1,30.0,102
-3.760,pre,27.0,30.0,105
-3.739,pre,27.0,30.0,105
-3.719,pre,27.3,30.0,112
-3.698,pre,27.3,30.0,109
-3.678,pre,27.3,30.0,106
-3.657,pre,27.3,30.0,107
-3.637,pre,27.6,30.0,114
-3.616,pre,27.3,30.0,104
-3.596,pre,27.4,30.0,112
-3.575,pre,27.4,30.0,113
-3.554,pre,27.2,30.0,106
-3.534,pre,27.1,30.0,105
-3.514,pre,27.0,30.0,101
-3.493,pre,27.2,30.0,106
-3.472,pre,27.1,30.0,105
-3.452,pre,27.3,30.0,109
-3.431,pre,27.6,30.0,119
-3.411,pre,27.2,30.0,108
-3.390,pre,27.4,30.0,113
-3.370,pre,27.5,30.0,115
-3.350,pre,27.6,30.0,119
-3.329,pre,27.1,30.0,100
-3.309,pre,27.7,30.0,120
-3.288,pre,27.2,30.0,104
-3.268,pre,27.2,30.0,104
-3.247,pre,27.2,30.0,104
-3.226,pre,27.1,30.0,104
-3.206,pre,27.4,30.0,115
-3.185,pre,26.8,30.0,88
-3.165,pre,27.3,30.0,112
-3.145,pre,27.0,30.0,103
-3.124,pre,27.1,30.0,107
-3.104,pre,27.7,30.0,123
-3.084,pre,27.3,30.0,107
-3.063,pre,27.5,30.0,115
-3.042,pre,27.3,30.0,108
-3.022,pre,27.1,30.0,102
-3.001,pre,27.4,30.0,110
-2.981,pre,27.5,30.0,118
-2.961,pre,27.3,30.0,109
-2.940,pre,27.1,30.0,101
-2.919,pre,27.4,30.0,112
-2.899,pre,27.5,30.0,118
-2.879,pre,27.4,30.0,111
-2.858,pre,27.3,30.0,110
-2.838,pre,27.1,30.0,102
-2.817,pre,27.2,30.0,103
-2.797,pre,27.4,30.0,113
-2.776,pre,27.1,30.0,101
-2.756,pre,27.4,30.0,112
-2.736,pre,27.3,30.0,109
-2.715,pre,27.3,30.0,110
-2.695,pre,27.1,30.0,100
-2.674,pre,27.2,30.0,108
-2.653,pre,27.5,30.0,118
