t_s,phase,gap_mm,ref_mm,pwm
-4.092,pre,27.7,30.0,116
-4.071,pre,27.3,30.0,102
-4.050,pre,27.5,30.0,109
-4.030,pre,27.5,30.0,111
-4.009,pre,27.2,30.0,105
-3.988,pre,27.5,30.0,112
-3.968,pre,27.6,30.0,113
-3.948,pre,27.4,30.0,108
-3.927,pre,27.5,30.0,111
-3.906,pre,27.8,30.0,116
-3.886,pre,27.5,30.0,109
-3.866,pre,27.3,30.0,106
-3.842,pre,27.6,30.0,113
-3.822,pre,27.6,30.0,111
-3.801,pre,27.3,30.0,105
-3.780,pre,27.6,30.0,112
-3.760,pre,27.5,30.0,108
-3.739,pre,27.4,30.0,106
-3.719,pre,27.4,30.0,108
-3.699,pre,27.5,30.0,109
-3.678,pre,27.7,30.0,114
-3.657,pre,27.4,30.0,108
-3.637,pre,27.5,30.0,109
-3.616,pre,27.2,30.0,105
-3.596,pre,27.1,30.0,103
-3.575,pre,27.2,30.0,103
-3.555,pre,27.4,30.0,109
-3.534,pre,27.6,30.0,111
-3.514,pre,27.5,30.0,109
-3.494,pre,27.7,30.0,114
-3.473,pre,27.4,30.0,107
-3.452,pre,27.4,30.0,106
-3.432,pre,27.5,30.0,108
-3.412,pre,27.7,30.0,115
-3.391,pre,27.4,30.0,108
-3.370,pre,27.5,30.0,109
-3.350,pre,27.3,30.0,104
-3.329,pre,27.4,30.0,106
-3.308,pre,27.4,30.0,107
-3.289,pre,27.3,30.0,106
-3.268,pre,27.5,30.0,111
-3.247,pre,27.5,30.0,110
-3.227,pre,27.6,30.0,113
-3.206,pre,27.5,30.0,109
-3.186,pre,27.5,30.0,111
-3.166,pre,27.4,30.0,107
-3.145,pre,27.3,30.0,106
-3.124,pre,27.5,30.0,110
-3.104,pre,27.5,30.0,110
-3.084,pre,27.5,30.0,109
-3.063,pre,27.7,30.0,115
-3.043,pre,27.5,30.0,109
-3.022,pre,27.5,30.0,108
-3.001,pre,27.6,30.0,110
-2.981,pre,27.7,30.0,115
-2.961,pre,27.4,30.0,106
-2.940,pre,27.3,30.0,105
-2.920,pre,27.2,30.0,102
-2.899,pre,27.3,30.0,106
-2.879,pre,27.2,30.0,106
-2.858,pre,27.2,30.0,105
-2.837,pre,27.1,30.0,100
-2.817,pre,27.6,30.0,115
-2.797,pre,27.5,30.0,110
-2.776,pre,27.5,30.0,110
-2.756,pre,27.4,30.0,106
-2.735,pre,27.7,30.0,116
-2.715,pre,27.7,30.0,113
-2.694,pre,27.5,30.0,108
-2.674,pre,27.6,30.0,111
-2.653,pre,27.5,30.0,111
-2.633,pre,27.3,30.0,106
-2.613,pre,27.1,30.0,100
-2.592,pre,27.2,30.0,104
-2.572,pre,27.4,30.0,108
-2.551,pre,27.4,30.0,110
-2.531,pre,27.4,30.0,108
-2.510,pre,27.4,30.0,106
-2.490,pre,27.5,30.0,110
-2.470,pre,27.2,30.0,102
-2.449,pre,27.3,30.0,104
-2.429,pre,27.3,30.0,106
-2.408,pre,27.5,30.0,111
-2.388,pre,27.3,30.0,105
-2.367,pre,27.3,30.0,105
-2.347,pre,27.3,30.0,107
-2.326,pre,27.4,30.0,109
-2.306,pre,27.4,30.0,108
-2.285,pre,27.4,30.0,109
-2.261,pre,27.6,30.0,111
-2.241,pre,27.8,30.0,116
-2.220,pre,27.9,30.0,118
-2.200,pre,27.7,30.0,113
-2.179,pre,27.6,30.0,112
-2.158,pre,27.4,30.0,108
-2.138,pre,27.3,30.0,107
-2.118,pre,27.2,30.0,105
-2.097,pre,27.4,30.0,108
-2.077,pre,27.2,30.0,103
-2.056,pre,27.4,30.0,105
-2.036,pre,27.3,30.0,105
-2.015,pre,27.3,30.0,105
-1.995,pre,27.7,30.0,115
-1.974,pre,27.4,30.0,107
-1.953,pre,27.3,30.0,105
-1.933,pre,27.5,30.0,108
-1.913,pre,27.5,30.0,109
-1.892,pre,27.4,30.0,106
-1.872,pre,27.8,30.0,117
-1.851,pre,27.7,30.0,112
-1.831,pre,27.5,30.0,109
-1.810,pre,27.6,30.0,111
-1.789,pre,27.4,30.0,107
-1.769,pre,27.2,30.0,103
-1.749,pre,27.4,30.0,110
-1.728,pre,27.3,30.0,105
-1.708,pre,27.1,30.0,103
-1.687,pre,27.3,30.0,106
-1.667,pre,27.6,30.0,113
-1.646,pre,27.7,30.0,115
-1.625,pre,27.6,30.0,110
-1.605,pre,28.1,30.0,123
-1.585,pre,27.9,30.0,116
-1.564,pre,27.4,30.0,102
-1.543,pre,27.2,30.0,101
-1.523,pre,27.1,30.0,99
-1.503,pre,27.0,30.0,99
-1.482,pre,26.9,30.0,99
-1.462,pre,27.2,30.0,106
-1.441,pre,27.2,30.0,106
-1.421,pre,27.6,30.0,115
-1.400,pre,27.7,30.0,115
-1.380,pre,27.9,30.0,117
-1.359,pre,27.7,30.0,112
-1.338,pre,27.6,30.0,111
-1.318,pre,27.1,30.0,98
-1.298,pre,27.4,30.0,109
-1.277,pre,27.2,30.0,104
-1.256,pre,27.5,30.0,110
-1.236,pre,27.2,30.0,104
-1.216,pre,27.7,30.0,115
-1.196,pre,27.5,30.0,109
-1.174,pre,27.6,30.0,109
-1.154,pre,27.9,30.0,118
-1.133,pre,27.6,30.0,108
-1.113,pre,27.9,30.0,118
-1.093,pre,27.6,30.0,110
-1.073,pre,27.3,30.0,102
-1.052,pre,27.1,30.0,100
-1.032,pre,27.2,30.0,105
-1.010,pre,27.1,30.0,102
-0.990,pre,27.2,30.0,104
-0.970,pre,27.6,30.0,114
-0.949,pre,27.6,30.0,112
-0.929,pre,27.7,30.0,114
-0.909,pre,27.5,30.0,107
-0.888,pre,27.6,30.0,110
-0.867,pre,27.3,30.0,104
-0.847,pre,27.5,30.0,110
-0.827,pre,27.5,30.0,110
-0.806,pre,27.4,30.0,107
-0.785,pre,27.5,30.0,110
-0.765,pre,27.8,30.0,118
-0.744,pre,27.6,30.0,110
-0.724,pre,27.3,30.0,104
-0.703,pre,27.7,30.0,113
-0.683,pre,27.4,30.0,106
-0.663,pre,27.4,30.0,107
-0.642,pre,27.3,30.0,106
-0.619,pre,27.4,30.0,108
-0.598,pre,27.5,30.0,111
-0.578,pre,27.5,30.0,110
-0.557,pre,27.7,30.0,113
-0.537,pre,27.6,30.0,113
-0.516,pre,27.8,30.0,116
-0.496,pre,27.8,30.0,115
-0.475,pre,27.4,30.0,106
-0.455,pre,27.3,30.0,103
-0.434,pre,27.3,30.0,106
-0.414,pre,27.3,30.0,104
-0.393,pre,27.3,30.0,105
-0.373,pre,27.4,30.0,109
-0.352,pre,27.7,30.0,115
-0.332,pre,27.7,30.0,114
-0.311,pre,27.3,30.0,104
-0.291,pre,27.6,30.0,111
