t_s,phase,gap_mm,ref_mm,pwm
-4.092,pre,27.4,30.0,110
-4.072,pre,27.8,30.0,116
-4.050,pre,27.4,30.0,106
-4.030,pre,27.4,30.0,107
-4.010,pre,27.1,30.0,102
-3.989,pre,27.2,30.0,105
-3.969,pre,27.0,30.0,102
-3.948,pre,27.1,30.0,105
-3.928,pre,27.4,30.0,113
-3.907,pre,27.5,30.0,113
-3.886,pre,27.6,30.0,116
-3.866,pre,27.3,30.0,106
-3.845,pre,27.4,30.0,108
-3.825,pre,27.3,30.0,106
-3.805,pre,27.3,30.0,109
-3.784,pre,27.2,30.0,106
-3.764,pre,27.2,30.0,107
-3.743,pre,27.4,30.0,110
-3.723,pre,27.5,30.0,112
-3.702,pre,27.6,30.0,111
-3.682,pre,27.3,30.0,105
-3.661,pre,27.6,30.0,115
-3.640,pre,27.4,30.0,111
-3.620,pre,27.2,30.0,104
-3.600,pre,27.3,30.0,107
-3.579,pre,27.1,30.0,102
-3.559,pre,27.4,30.0,112
-3.538,pre,27.1,30.0,104
-3.518,pre,27.2,30.0,105
-3.497,pre,27.5,30.0,112
-3.477,pre,27.5,30.0,112
-3.457,pre,27.4,30.0,108
-3.436,pre,27.5,30.0,111
-3.416,pre,27.4,30.0,111
-3.395,pre,27.2,30.0,105
-3.375,pre,27.1,30.0,104
-3.354,pre,27.1,30.0,104
-3.334,pre,27.1,30.0,103
-3.313,pre,27.5,30.0,113
-3.292,pre,27.2,30.0,103
-3.272,pre,27.8,30.0,120
-3.251,pre,28.0,30.0,125
-3.231,pre,27.7,30.0,114
-3.210,pre,27.7,30.0,113
-3.190,pre,27.4,30.0,105
-3.169,pre,27.4,30.0,107
-3.149,pre,27.6,30.0,114
-3.128,pre,27.4,30.0,109
-3.108,pre,27.1,30.0,102
-3.088,pre,27.2,30.0,106
-3.067,pre,27.0,30.0,101
-3.046,pre,27.0,30.0,101
-3.026,pre,27.6,30.0,116
-3.005,pre,28.0,30.0,126
-2.985,pre,27.6,30.0,110
