t_s,phase,gap_mm,ref_mm,pwm
-4.084,pre,27.2,30.0,102
-4.063,pre,28.1,30.0,135
-4.043,pre,27.5,30.0,112
-4.022,pre,27.3,30.0,98
-4.002,pre,28.0,30.0,129
-3.981,pre,27.0,30.0,90
-3.961,pre,27.4,30.0,108
-3.940,pre,27.3,30.0,111
-3.920,pre,27.1,30.0,100
-3.899,pre,28.4,30.0,144
-3.879,pre,27.1,30.0,96
-3.859,pre,28.5,30.0,150
-3.838,pre,26.9,30.0,85
-3.817,pre,27.6,30.0,108
-3.797,pre,27.0,30.0,99
-3.776,pre,27.2,30.0,104
-3.756,pre,27.5,30.0,117
-3.735,pre,26.9,30.0,96
-3.715,pre,27.5,30.0,114
-3.694,pre,27.5,30.0,116
-3.674,pre,27.5,30.0,109
-3.654,pre,27.3,30.0,105
-3.633,pre,28.0,30.0,125
-3.612,pre,27.0,30.0,94
-3.592,pre,27.3,30.0,103
-3.571,pre,27.4,30.0,116
-3.551,pre,26.9,30.0,92
-3.530,pre,27.2,30.0,107
-3.510,pre,27.3,30.0,109
-3.490,pre,27.3,30.0,107
-3.469,pre,27.5,30.0,111
-3.449,pre,28.5,30.0,147
-3.428,pre,26.7,30.0,79
-3.408,pre,28.7,30.0,154
-3.387,pre,26.6,30.0,79
-3.367,pre,27.7,30.0,122
-3.347,pre,26.6,30.0,88
-3.326,pre,27.4,30.0,116
-3.306,pre,27.4,30.0,113
-3.285,pre,27.2,30.0,103
-3.265,pre,27.4,30.0,107
-3.244,pre,27.6,30.0,119
-3.224,pre,27.4,30.0,110
-3.203,pre,27.6,30.0,119
-3.182,pre,27.1,30.0,95
-3.161,pre,27.6,30.0,113
-3.141,pre,27.2,30.0,104
-3.121,pre,27.9,30.0,124
-3.100,pre,27.2,30.0,101
-3.080,pre,27.0,30.0,95
-3.059,pre,27.5,30.0,116
-3.039,pre,27.7,30.0,119
-3.018,pre,27.2,30.0,103
-2.998,pre,27.4,30.0,109
-2.977,pre,27.8,30.0,116
-2.956,pre,27.2,30.0,101
-2.937,pre,27.5,30.0,112
-2.916,pre,28.2,30.0,142
-2.895,pre,26.5,30.0,66
-2.875,pre,27.6,30.0,126
-2.854,pre,26.9,30.0,95
-2.834,pre,27.4,30.0,115
-2.814,pre,27.2,30.0,106
-2.793,pre,27.3,30.0,108
-2.772,pre,27.3,30.0,105
-2.752,pre,27.7,30.0,121
-2.731,pre,27.5,30.0,113
-2.710,pre,27.8,30.0,112
-2.690,pre,27.0,30.0,95
-2.670,pre,27.4,30.0,109
-2.649,pre,27.3,30.0,106
-2.629,pre,27.1,30.0,94
-2.609,pre,27.5,30.0,120
