t_s,phase,gap_mm,ref_mm,pwm
-4.092,pre,27.2,30.0,108
-4.071,pre,27.2,30.0,109
-4.051,pre,27.0,30.0,102
-4.030,pre,27.1,30.0,107
-4.010,pre,27.0,30.0,106
-3.989,pre,27.1,30.0,108
-3.969,pre,27.0,30.0,107
-3.948,pre,27.0,30.0,106
-3.928,pre,27.2,30.0,111
-3.907,pre,27.1,30.0,104
-3.884,pre,27.4,30.0,115
-3.863,pre,27.1,30.0,102
-3.842,pre,27.4,30.0,110
-3.822,pre,27.5,30.0,114
-3.802,pre,27.1,30.0,105
-3.781,pre,27.2,30.0,108
-3.760,pre,27.1,30.0,105
-3.740,pre,27.1,30.0,106
-3.719,pre,27.1,30.0,105
-3.699,pre,27.4,30.0,113
-3.679,pre,27.3,30.0,112
-3.658,pre,27.1,30.0,107
-3.637,pre,26.9,30.0,101
-3.617,pre,26.9,30.0,103
-3.597,pre,26.8,30.0,101
-3.576,pre,27.0,30.0,106
-3.556,pre,27.1,30.0,109
-3.535,pre,27.2,30.0,112
-3.515,pre,26.9,30.0,99
-3.494,pre,27.4,30.0,115
-3.474,pre,27.1,30.0,106
-3.453,pre,27.3,30.0,110
-3.433,pre,27.3,30.0,112
-3.412,pre,27.2,30.0,108
-3.392,pre,27.0,30.0,102
-3.371,pre,26.9,30.0,98
-3.351,pre,27.1,30.0,106
-3.330,pre,27.0,30.0,105
-3.310,pre,27.3,30.0,112
-3.289,pre,27.0,30.0,104
-3.268,pre,27.0,30.0,103
-3.248,pre,27.2,30.0,107
-3.227,pre,27.1,30.0,107
-3.206,pre,27.1,30.0,107
-3.186,pre,27.0,30.0,105
-3.166,pre,27.1,30.0,106
-3.146,pre,27.1,30.0,104
-3.125,pre,27.1,30.0,107
-3.104,pre,27.0,30.0,103
-3.084,pre,26.8,30.0,99
-3.064,pre,27.2,30.0,112
-3.043,pre,26.9,30.0,102
-3.022,pre,27.1,30.0,106
-3.002,pre,27.2,30.0,110
-2.981,pre,27.1,30.0,106
-2.961,pre,27.1,30.0,106
-2.940,pre,27.1,30.0,108
-2.920,pre,27.0,30.0,106
-2.899,pre,27.2,30.0,107
-2.879,pre,27.4,30.0,116
-2.858,pre,26.9,30.0,102
-2.838,pre,27.0,30.0,103
-2.817,pre,27.1,30.0,107
-2.797,pre,27.2,30.0,109
-2.777,pre,27.0,30.0,105
-2.756,pre,27.1,30.0,107
-2.735,pre,27.0,30.0,106
-2.715,pre,27.2,30.0,108
-2.695,pre,27.1,30.0,109
-2.674,pre,26.9,30.0,101
-2.654,pre,27.3,30.0,112
-2.633,pre,27.3,30.0,110
-2.613,pre,27.0,30.0,104
-2.592,pre,27.1,30.0,109
-2.571,pre,26.8,30.0,99
-2.551,pre,27.1,30.0,108
-2.531,pre,27.1,30.0,108
-2.510,pre,26.9,30.0,100
-2.490,pre,27.0,30.0,104
-2.469,pre,27.0,30.0,106
-2.449,pre,27.0,30.0,105
-2.428,pre,26.8,30.0,100
-2.405,pre,27.0,30.0,108
-2.384,pre,27.0,30.0,108
-2.364,pre,27.0,30.0,107
-2.343,pre,27.2,30.0,112
-2.323,pre,27.1,30.0,108
-2.302,pre,26.9,30.0,100
-2.282,pre,27.1,30.0,109
-2.261,pre,26.7,30.0,96
-2.241,pre,27.0,30.0,105
-2.220,pre,26.7,30.0,95
-2.200,pre,26.8,30.0,103
-2.179,pre,27.1,30.0,111
-2.159,pre,26.9,30.0,105
-2.138,pre,26.9,30.0,102
-2.118,pre,27.2,30.0,114
-2.098,pre,26.8,30.0,99
-2.077,pre,27.0,30.0,107
-2.056,pre,26.9,30.0,102
-2.035,pre,27.1,30.0,106
-2.015,pre,27.2,30.0,111
-1.995,pre,27.0,30.0,105
-1.974,pre,27.1,30.0,107
-1.954,pre,27.1,30.0,107
-1.933,pre,26.9,30.0,100
-1.913,pre,27.1,30.0,108
-1.893,pre,26.7,30.0,99
-1.872,pre,27.1,30.0,110
-1.852,pre,26.7,30.0,98
-1.831,pre,26.8,30.0,101
-1.811,pre,26.8,30.0,104
-1.790,pre,26.8,30.0,101
-1.770,pre,27.0,30.0,110
-1.749,pre,26.8,30.0,102
-1.728,pre,26.8,30.0,103
-1.708,pre,26.6,30.0,96
-1.686,pre,26.5,30.0,97
-1.667,pre,26.6,30.0,101
-1.646,pre,26.7,30.0,103
-1.626,pre,26.6,30.0,98
-1.605,pre,26.6,30.0,101
-1.585,pre,26.7,30.0,103
-1.564,pre,26.7,30.0,102
-1.543,pre,26.6,30.0,100
-1.523,pre,26.8,30.0,103
-1.503,pre,26.8,30.0,103
-1.482,pre,26.8,30.0,104
-1.462,pre,26.6,30.0,99
-1.441,pre,26.5,30.0,96
-1.420,pre,26.5,30.0,97
-1.401,pre,26.5,30.0,100
-1.380,pre,26.5,30.0,97
-1.360,pre,26.6,30.0,101
-1.339,pre,26.5,30.0,96
-1.319,pre,26.6,30.0,101
-1.298,pre,26.6,30.0,100
-1.278,pre,26.8,30.0,103
-1.258,pre,26.7,30.0,101
-1.237,pre,26.7,30.0,101
-1.217,pre,26.7,30.0,103
-1.196,pre,26.4,30.0,96
-1.176,pre,26.5,30.0,96
-1.155,pre,26.6,30.0,101
-1.135,pre,26.4,30.0,96
-1.114,pre,26.5,30.0,99
-1.094,pre,26.6,30.0,102
-1.073,pre,26.6,30.0,99
-1.052,pre,26.7,30.0,104
-1.032,pre,26.4,30.0,93
-1.011,pre,26.6,30.0,101
-0.991,pre,26.6,30.0,100
-0.970,pre,26.6,30.0,99
-0.950,pre,26.5,30.0,98
-0.930,pre,26.7,30.0,101
-0.909,pre,26.5,30.0,97
-0.888,pre,26.7,30.0,104
-0.868,pre,26.6,30.0,99
-0.848,pre,26.6,30.0,98
-0.827,pre,26.5,30.0,98
-0.807,pre,26.6,30.0,100
-0.786,pre,26.5,30.0,98
-0.765,pre,26.3,30.0,93
-0.745,pre,26.3,30.0,95
-0.724,pre,26.4,30.0,98
-0.703,pre,26.5,30.0,98
