t_s,phase,gap_mm,ref_mm,pwm
-4.091,pre,27.7,30.0,118
-4.071,pre,27.4,30.0,108
-4.050,pre,27.7,30.0,115
-4.029,pre,27.4,30.0,106
-4.009,pre,27.2,30.0,103
-3.988,pre,27.0,30.0,102
-3.968,pre,26.7,30.0,98
-3.947,pre,26.9,30.0,102
-3.927,pre,26.8,30.0,100
-3.906,pre,27.1,30.0,109
-3.886,pre,27.5,30.0,114
-3.866,pre,27.6,30.0,116
-3.845,pre,27.8,30.0,117
-3.824,pre,27.9,30.0,118
-3.804,pre,27.4,30.0,108
-3.784,pre,27.2,30.0,106
-3.763,pre,26.8,30.0,96
-3.743,pre,26.7,30.0,99
-3.722,pre,26.8,30.0,102
-3.702,pre,27.1,30.0,108
-3.681,pre,27.5,30.0,114
-3.661,pre,28.6,30.0,137
-3.640,pre,28.4,30.0,129
-3.620,pre,28.2,30.0,121
-3.600,pre,27.5,30.0,105
-3.579,pre,26.9,30.0,98
-3.558,pre,26.6,30.0,96
-3.538,pre,26.6,30.0,97
-3.518,pre,26.9,30.0,104
-3.497,pre,27.8,30.0,125
-3.476,pre,29.4,30.0,158
-3.456,pre,29.9,30.0,160
-3.432,pre,28.6,30.0,115
-3.412,pre,29.9,30.0,158
-3.391,pre,27.7,30.0,100
-3.371,pre,27.3,30.0,99
-3.351,pre,26.3,30.0,84
-3.330,pre,25.8,30.0,80
-3.309,pre,25.7,30.0,81
-3.289,pre,25.4,30.0,78
-3.269,pre,25.3,30.0,78
-3.248,pre,25.2,30.0,76
-3.228,pre,25.1,30.0,74
-3.207,pre,24.9,30.0,70
-3.186,pre,25.0,30.0,76
-3.166,pre,24.8,30.0,67
-3.145,pre,24.8,30.0,72
-3.125,pre,25.0,30.0,77
-3.105,pre,25.2,30.0,78
-3.084,pre,25.2,30.0,77
-3.063,pre,25.2,30.0,77
-3.043,pre,25.2,30.0,77
-3.023,pre,25.2,30.0,77
-3.002,pre,25.2,30.0,77
-2.982,pre,25.2,30.0,77
-2.961,pre,25.2,30.0,77
-2.940,pre,25.2,30.0,77
-2.920,pre,25.2,30.0,77
-2.899,pre,25.2,30.0,77
-2.879,pre,25.2,30.0,77
-2.858,pre,25.2,30.0,77
-2.838,pre,25.2,30.0,77
-2.817,pre,25.2,30.0,77
-2.797,pre,25.2,30.0,77
-2.776,pre,25.2,30.0,77
-2.756,pre,25.2,30.0,77
-2.735,pre,25.2,30.0,77
-2.715,pre,25.2,30.0,77
-2.695,pre,25.2,30.0,77
-2.674,pre,25.2,30.0,77
-2.654,pre,25.2,30.0,77
-2.633,pre,25.2,30.0,77
-2.613,pre,25.2,30.0,77
-2.592,pre,25.2,30.0,77
-2.571,pre,25.2,30.0,77
-2.550,pre,25.2,30.0,77
-2.530,pre,25.2,30.0,77
-2.509,pre,25.2,30.0,77
-2.490,pre,25.2,30.0,77
-2.469,pre,25.2,30.0,77
-2.449,pre,25.2,30.0,77
-2.429,pre,25.2,30.0,77
-2.408,pre,25.2,30.0,77
-2.388,pre,25.2,30.0,77
-2.367,pre,25.2,30.0,77
-2.347,pre,25.2,30.0,77
-2.326,pre,25.2,30.0,77
-2.306,pre,25.2,30.0,77
-2.285,pre,25.2,30.0,77
-2.265,pre,25.2,30.0,77
-2.244,pre,25.2,30.0,77
-2.224,pre,25.2,30.0,77
-2.203,pre,25.2,30.0,77
-2.179,pre,25.2,30.0,77
-2.159,pre,25.2,30.0,77
-2.138,pre,25.2,30.0,77
-2.117,pre,25.2,30.0,77
-2.097,pre,25.2,30.0,77
-2.076,pre,25.2,30.0,77
-2.056,pre,25.2,30.0,77
-2.035,pre,25.2,30.0,77
-2.015,pre,25.2,30.0,77
-1.994,pre,25.2,30.0,77
-1.974,pre,25.2,30.0,77
-1.953,pre,25.2,30.0,77
-1.933,pre,25.2,30.0,77
-1.912,pre,25.2,30.0,77
-1.892,pre,25.2,30.0,77
-1.872,pre,25.2,30.0,77
-1.851,pre,25.2,30.0,77
-1.831,pre,25.2,30.0,77
-1.810,pre,25.2,30.0,77
-1.789,pre,25.2,30.0,77
-1.769,pre,25.2,30.0,77
-1.748,pre,25.2,30.0,77
-1.727,pre,25.2,30.0,77
-1.708,pre,25.2,30.0,77
-1.687,pre,25.2,30.0,77
-1.666,pre,25.2,30.0,77
-1.646,pre,25.2,30.0,77
-1.626,pre,25.2,30.0,77
-1.605,pre,25.2,30.0,77
-1.585,pre,25.2,30.0,77
-1.564,pre,25.2,30.0,77
-1.544,pre,25.2,30.0,77
-1.523,pre,25.2,30.0,77
-1.502,pre,25.2,30.0,77
-1.482,pre,25.2,30.0,77
-1.461,pre,25.2,30.0,77
-1.440,pre,25.2,30.0,77
-1.421,pre,25.2,30.0,77
-1.400,pre,25.2,30.0,77
-1.379,pre,25.2,30.0,77
-1.359,pre,25.2,30.0,77
-1.338,pre,25.2,30.0,77
-1.318,pre,25.2,30.0,77
-1.298,pre,25.2,30.0,77
-1.277,pre,25.2,30.0,77
-1.257,pre,25.2,30.0,77
-1.236,pre,25.2,30.0,77
-1.216,pre,25.2,30.0,77
-1.195,pre,25.2,30.0,77
-1.174,pre,25.2,30.0,77
-1.154,pre,25.2,30.0,77
-1.134,pre,25.2,30.0,77
-1.113,pre,25.2,30.0,77
-1.093,pre,25.2,30.0,77
-1.069,pre,25.2,30.0,77
-1.049,pre,25.2,30.0,77
-1.028,pre,25.2,30.0,77
-1.008,pre,25.2,30.0,77
-0.987,pre,25.2,30.0,77
-0.966,pre,25.2,30.0,77
-0.946,pre,25.2,30.0,77
-0.925,pre,25.2,30.0,77
-0.905,pre,25.2,30.0,77
-0.884,pre,25.2,30.0,77
-0.864,pre,25.2,30.0,77
-0.843,pre,25.2,30.0,77
-0.823,pre,25.2,30.0,77
-0.802,pre,25.2,30.0,77
-0.782,pre,25.2,30.0,77
-0.761,pre,25.2,30.0,77
-0.741,pre,25.2,30.0,77
-0.720,pre,25.2,30.0,77
-0.700,pre,25.2,30.0,77
-0.679,pre,25.2,30.0,77
-0.658,pre,25.2,30.0,77
-0.638,pre,25.2,30.0,77
-0.618,pre,25.2,30.0,77
-0.597,pre,25.2,30.0,77
-0.576,pre,25.2,30.0,77
-0.556,pre,25.2,30.0,77
-0.536,pre,25.2,30.0,77
-0.515,pre,25.2,30.0,77
-0.495,pre,25.2,30.0,77
