t_s,phase,gap_mm,ref_mm,pwm
-4.091,pre,28.0,30.0,120
-4.071,pre,28.3,30.0,125
-4.050,pre,27.9,30.0,118
-4.030,pre,28.0,30.0,119
-4.009,pre,27.9,30.0,117
-3.989,pre,27.3,30.0,103
-3.968,pre,27.5,30.0,110
-3.948,pre,27.5,30.0,112
-3.928,pre,27.5,30.0,111
-3.904,pre,27.5,30.0,108
-3.883,pre,27.7,30.0,113
-3.863,pre,27.8,30.0,117
-3.842,pre,27.9,30.0,117
-3.822,pre,27.9,30.0,116
-3.801,pre,27.8,30.0,115
-3.781,pre,27.7,30.0,112
-3.760,pre,27.5,30.0,108
-3.740,pre,27.5,30.0,109
-3.719,pre,27.7,30.0,114
-3.698,pre,27.8,30.0,115
-3.678,pre,27.6,30.0,111
-3.658,pre,28.0,30.0,120
-3.637,pre,27.9,30.0,117
-3.616,pre,27.9,30.0,117
-3.596,pre,27.9,30.0,116
-3.576,pre,28.0,30.0,120
-3.555,pre,27.6,30.0,109
-3.535,pre,27.5,30.0,107
-3.514,pre,27.2,30.0,102
-3.494,pre,27.3,30.0,106
-3.473,pre,27.3,30.0,106
-3.453,pre,27.8,30.0,117
-3.432,pre,28.0,30.0,119
-3.412,pre,28.2,30.0,122
-3.391,pre,28.0,30.0,117
-3.371,pre,28.2,30.0,122
-3.350,pre,28.3,30.0,124
-3.330,pre,27.8,30.0,113
-3.309,pre,27.7,30.0,113
-3.288,pre,27.6,30.0,110
-3.268,pre,27.8,30.0,116
-3.246,pre,27.6,30.0,114
-3.227,pre,27.5,30.0,110
-3.207,pre,27.7,30.0,115
-3.186,pre,27.5,30.0,108
-3.166,pre,27.8,30.0,115
-3.145,pre,28.0,30.0,117
-3.125,pre,28.1,30.0,122
-3.104,pre,27.6,30.0,110
-3.084,pre,27.9,30.0,118
-3.063,pre,27.7,30.0,112
-3.043,pre,27.4,30.0,108
-3.022,pre,27.2,30.0,104
-3.001,pre,27.6,30.0,114
-2.981,pre,27.6,30.0,114
-2.960,pre,27.8,30.0,116
-2.940,pre,28.2,30.0,122
-2.920,pre,28.1,30.0,119
-2.899,pre,28.2,30.0,121
-2.879,pre,27.8,30.0,113
-2.858,pre,27.9,30.0,117
-2.838,pre,27.8,30.0,113
-2.817,pre,27.8,30.0,116
-2.796,pre,27.5,30.0,110
-2.776,pre,27.6,30.0,111
-2.756,pre,27.6,30.0,110
-2.736,pre,27.7,30.0,113
-2.716,pre,27.9,30.0,118
-2.695,pre,27.6,30.0,109
-2.675,pre,27.8,30.0,117
-2.654,pre,27.7,30.0,114
-2.634,pre,27.9,30.0,117
-2.613,pre,27.8,30.0,115
-2.593,pre,27.8,30.0,114
-2.572,pre,27.7,30.0,112
-2.552,pre,27.8,30.0,115
-2.528,pre,27.8,30.0,114
-2.507,pre,27.8,30.0,115
-2.486,pre,27.6,30.0,111
-2.466,pre,27.6,30.0,110
-2.446,pre,27.7,30.0,114
-2.425,pre,27.8,30.0,115
-2.404,pre,27.8,30.0,115
-2.384,pre,27.5,30.0,108
-2.363,pre,27.6,30.0,111
-2.343,pre,27.7,30.0,115
-2.322,pre,27.8,30.0,116
-2.302,pre,27.9,30.0,117
-2.281,pre,28.0,30.0,120
-2.261,pre,27.8,30.0,115
-2.240,pre,27.7,30.0,113
-2.219,pre,27.4,30.0,106
-2.199,pre,27.6,30.0,111
-2.179,pre,27.6,30.0,111
-2.158,pre,27.7,30.0,115
-2.138,pre,27.6,30.0,112
-2.117,pre,27.6,30.0,112
-2.097,pre,27.6,30.0,112
-2.076,pre,27.8,30.0,115
-2.056,pre,27.6,30.0,111
-2.035,pre,27.9,30.0,118
-2.014,pre,27.4,30.0,106
-1.994,pre,27.6,30.0,109
-1.974,pre,27.4,30.0,107
-1.953,pre,27.5,30.0,111
-1.932,pre,27.6,30.0,112
-1.912,pre,27.6,30.0,113
-1.892,pre,27.7,30.0,113
-1.872,pre,27.8,30.0,116
-1.851,pre,28.1,30.0,121
-1.830,pre,27.7,30.0,113
-1.809,pre,28.1,30.0,123
-1.789,pre,27.7,30.0,113
-1.768,pre,27.6,30.0,110
-1.748,pre,27.8,30.0,115
-1.728,pre,27.7,30.0,113
-1.707,pre,27.6,30.0,112
-1.686,pre,27.6,30.0,112
-1.667,pre,27.6,30.0,110
-1.645,pre,27.8,30.0,115
-1.625,pre,27.6,30.0,111
-1.605,pre,27.5,30.0,109
-1.584,pre,27.8,30.0,116
-1.564,pre,27.7,30.0,112
-1.544,pre,27.9,30.0,118
-1.523,pre,27.9,30.0,118
-1.503,pre,27.6,30.0,110
-1.482,pre,27.8,30.0,117
-1.462,pre,28.2,30.0,125
-1.441,pre,27.8,30.0,113
-1.421,pre,28.0,30.0,119
-1.400,pre,27.7,30.0,112
-1.380,pre,28.0,30.0,120
-1.359,pre,27.6,30.0,110
-1.339,pre,27.4,30.0,106
-1.318,pre,27.2,30.0,104
-1.298,pre,27.3,30.0,107
-1.274,pre,27.6,30.0,114
-1.254,pre,27.6,30.0,112
-1.233,pre,27.7,30.0,114
-1.213,pre,28.2,30.0,125
-1.192,pre,27.9,30.0,118
-1.171,pre,27.8,30.0,113
-1.151,pre,27.7,30.0,111
-1.130,pre,27.3,30.0,102
-1.110,pre,27.3,30.0,105
-1.090,pre,27.2,30.0,104
-1.069,pre,27.4,30.0,109
-1.048,pre,27.7,30.0,115
-1.028,pre,28.2,30.0,124
-1.008,pre,28.4,30.0,128
-0.988,pre,28.5,30.0,128
-0.967,pre,28.3,30.0,123
-0.947,pre,28.1,30.0,120
-0.926,pre,27.8,30.0,111
-0.905,pre,27.7,30.0,111
-0.884,pre,27.5,30.0,109
-0.864,pre,27.2,30.0,102
-0.844,pre,27.1,30.0,103
-0.823,pre,27.1,30.0,105
-0.802,pre,27.3,30.0,106
-0.782,pre,27.9,30.0,119
-0.762,pre,28.0,30.0,120
-0.741,pre,27.8,30.0,113
-0.721,pre,28.5,30.0,128
-0.700,pre,27.8,30.0,111
-0.680,pre,28.1,30.0,120
-0.659,pre,27.8,30.0,114
-0.638,pre,27.6,30.0,111
-0.618,pre,27.3,30.0,106
-0.597,pre,27.2,30.0,104
-0.577,pre,27.4,30.0,109
-0.557,pre,27.6,30.0,113
-0.536,pre,27.6,30.0,111
-0.516,pre,28.2,30.0,122
-0.495,pre,27.8,30.0,112
-0.475,pre,28.1,30.0,119
-0.454,pre,27.9,30.0,117
-0.434,pre,27.7,30.0,112
-0.414,pre,27.4,30.0,108
-0.393,pre,27.2,30.0,104
-0.373,pre,27.3,30.0,107
-0.352,pre,27.3,30.0,106
-0.332,pre,27.7,30.0,115
-0.311,pre,27.4,30.0,107
-0.291,pre,28.0,30.0,120
-0.270,pre,27.8,30.0,114
-0.249,pre,28.3,30.0,126
-0.229,pre,28.2,30.0,121
-0.208,pre,28.2,30.0,122
-0.188,pre,27.6,30.0,110
-0.167,pre,27.5,30.0,109
-0.147,pre,27.3,30.0,105
-0.127,pre,27.2,30.0,105
-0.105,pre,27.6,30.0,113
-0.086,pre,27.5,30.0,111
-0.065,pre,27.7,30.0,114
-0.044,pre,28.1,30.0,122
-0.024,pre,27.9,30.0,115
-0.004,pre,28.0,30.0,118
0.020,post,27.9,30.3,111
0.041,post,27.9,30.3,111
0.061,post,28.0,30.3,113
0.082,post,28.4,30.3,121
0.103,post,28.4,30.3,120
0.123,post,29.2,30.3,137
0.144,post,28.4,30.3,114
0.164,post,28.7,30.3,124
0.184,post,28.6,30.3,122
0.205,post,28.1,30.3,112
0.225,post,28.6,30.3,126
0.246,post,27.9,30.3,108
0.267,post,27.9,30.3,109
0.288,post,28.2,30.3,118
0.308,post,28.2,30.3,117
0.328,post,28.4,30.3,120
0.348,post,28.1,30.3,111
0.370,post,28.3,30.3,118
0.390,post,28.7,30.3,128
0.411,post,28.1,30.3,112
0.431,post,28.5,30.3,125
0.451,post,28.0,30.3,111
0.471,post,28.6,30.3,123
0.492,post,28.0,30.3,109
0.512,post,28.0,30.3,111
0.533,post,28.0,30.3,113
0.554,post,28.0,30.3,114
0.574,post,28.5,30.3,123
0.594,post,28.2,30.3,115
0.615,post,28.6,30.3,123
0.636,post,28.5,30.3,122
0.656,post,28.2,30.3,114
0.677,post,28.5,30.3,122
0.697,post,28.2,30.3,115
0.718,post,28.3,30.3,120
0.738,post,28.3,30.3,118
0.758,post,28.4,30.3,121
0.779,post,27.9,30.3,110
0.799,post,28.3,30.3,119
0.819,post,28.1,30.3,114
0.840,post,28.8,30.3,131
0.861,post,29.2,30.3,135
0.881,post,28.5,30.3,118
0.902,post,28.9,30.3,128
0.922,post,28.6,30.3,122
0.943,post,28.6,30.3,123
